Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMBO086031;"2020. 12. 14.";'S0253';"Nem szeretne nyilatkozni!";"Nem volt megelégedve, nagyon negatív a véleménye, de ezt már megírta a visszaküldött kérdõívben! Van egy Nissan autójuk is, de ott sem volt elégedett a javítással!! Nagyon nem elégedett itt semmilyen munkával sem!! Az úr azt mondta, hogy a Nissan budaörsi"
NMLZ110922;"2020. 12. 14.";'17120';"Nem szeretne nyilatkozni!";"TILOS HÍVNI!!!!"
NMLG028950;"2020. 12. 14.";'E6357';"Nem szeretne nyilatkozni!";
NMLG028951;"2020. 12. 14.";'E6432';"Sikeres hívás, kérdõív kitöltve.";"A rezsi óradíjakat érti, de nem érti az idõt amit ráfordítanak!!!"
NMLG028796;"2020. 12. 14.";'C0971';"Sikeres hívás, kérdõív kitöltve.";"Borzasztó hihetetlennek, és indokolatlanul soknak tartja a szerviz idõt!! Ezzel járulunk hozzá a szerviz munkadíj kifizetéséhez!! "
NMLG028957;"2020. 12. 14.";'C1391';"Nem szeretne nyilatkozni!";"Itt csak gumitárolás volt, mert vettek egy új autót!!"
NMLG028883;"2020. 12. 14.";'E5969';"Sikeres hívás, kérdõív kitöltve.";"Gyorsak voltak, rendesek voltak!! Kérte, hogy tegyék be a régi alkatrészeket, de nem tették be az autóba, azért adott 9-es értékelést!!"
NMLG028961;"2020. 12. 14.";'E6434';"Nem szeretne nyilatkozni!";"""A hívott szám az elõfizetõ kérésére nem kapcsolható!"""
NMBO085965;"2020. 12. 14.";'S6732';"Nem szeretne nyilatkozni!";"Amennyiben nem ad az ügyfél telefonszámot, akkor kérlek ne írjatok be ilyen számot!!!"
NMBO086457;"2020. 12. 14.";'M1015';"Sikeres hívás, kérdõív kitöltve.";"Örül, hogy végre megoldódott az ajtó problémája, a kollégák rájöttek, hogy mi volt a probléma!!"
NMBO086559;"2020. 12. 14.";'M1237';"Sikeres hívás, kérdõív kitöltve.";"Volt egy kérdése, de nem igazán kapott rá választ a munkafelvevõtõl, mert elõször azt mondta, hogy igen, utána pedig nem(valaminek a kikapcsolásáról volt szó)és most nem tudja az úr, hogy lehet-e vagy nem?? Kérte, hogy esetleg ez ügyben hívják fel telefonon!!"
