Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMBO083699;"2020. 07. 27.";'K2528';"Nem szeretne nyilatkozni!";
NMLG027547;"2020. 07. 27.";'E5283';"Sikeres hívás, kérdõív kitöltve.";"A szervizes kollégákat nehéz elérni telefonon, és amennyiben valaki felveszi, nem adja át az üzenetet, hogy hívják vissza, neki kell újból telefonálnia!!!"
NMLM098829;"2020. 07. 27.";'B4939';"Sikeres hívás, kérdõív kitöltve.";"Teljesen más indokkal ment, és kiderült, hogy garanciális javítás lesz az autón és nagyon korrektül járt el a munkafelvevõ illetve a szerviz!!"
NMBO083138;"2020. 07. 27.";'K4366';"Nem szeretne nyilatkozni!";"Ez a telefonszám 07.23. óta csak csörög, így elérhetetlen!!"
NMBO083155;"2020. 07. 27.";'M1338';"Nem szeretne nyilatkozni!";"Ahogy elvan dugva egy lyukba, az nem a márkához méltó!! Rendkívül drága a szerviz, mint amilyen szerény ez a szerviz olyan magasak ezek az árak!!"
NMLM098832;"2020. 07. 27.";'B4941';"Sikeres hívás, kérdõív kitöltve.";"Kedden megy vissza ismét a szervizbe egyéb más problémával, és biztosan akkor is maximálisan meglesz elégedve!!"
NMLM098782;"2020. 07. 27.";'I2337';"Sikeres hívás, kérdõív kitöltve.";"Az eladással azzal megvolt elégedve, de a szerviz az valami kritikán aluli!! Elment egy vonóhorgos-hoz és akkor még ott javítottak rajta, mert nem jól raktár fel a vonóhorgot, ahogy felrakták az kritikán aluli!!! Amennyiben ez nem fog változni akkor nem ide fogja hozni, az autóját!"
NMLM094727;"2020. 07. 27.";'I2337';"Sikeres hívás, kérdõív kitöltve.";"Az eladással azzal megvolt elégedve, de a szerviz az valami kritikán aluli!! Elment egy vonóhorgos-hoz és akkor még ott javítottak rajta, mert nem jól raktár fel a vonóhorgot, ahogy felrakták az kritikán aluli!!! Amennyiben ez nem fog változni akkor nem ide fogja hozni, az autóját!"
NMLZ108048;"2020. 07. 27.";'65760';"Sikeres hívás, kérdõív kitöltve.";"A szervizzel úgy nem volt probléma! Az igazi gond a számlázással, rossz ár, kulcs hiány, forgalmi eltûnik!!!!!"
NMLZ107828;"2020. 07. 27.";'65760';"Sikeres hívás, kérdõív kitöltve.";"A szervizzel úgy nem volt probléma! Az igazi gond a számlázással, rossz ár, kulcs hiány, forgalmi eltûnik!!!!!"
