Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ104032;"2020. 02. 10.";'M0576';"Sikeres hívás, kérdõív kitöltve.";"Van még valami, ami nem mûködik valószínû azért fog visszamenni!!!"
NMLG026261;"2020. 02. 10.";'E4936';"Nem szeretne nyilatkozni!";"Nem kérne, több ilyen hívást és az elégedettségüket azzal fejezik ki, hogy vagy viszik oda az autót vagy nem!!
Különben az interneten néztem egy másik számot(2.mobilszám), mert a megadott telefonszámon(1. mobilszám) a hölgy visszahívást kért 02.06-án, de "
NMLZ104521;"2020. 02. 10.";'S6456';"Sikeres hívás, kérdõív kitöltve.";"Az óradíj nagyon drága!!! A munkafelvevõvel maximálisan megvolt elégedve!!!"
NMLM094830;"2020. 02. 10.";'B1111';"Sikeres hívás, kérdõív kitöltve.";"A biztosíték tábla teteje nem volt rendesen visszapattintva a helyére!!!"
NMLM094842;"2020. 02. 10.";'R0807';"Sikeres hívás, kérdõív kitöltve.";"Nem volt egyértelmû teljesen a számukra, hogy a számla mit tartalmaz, és ez hiányzik az ügyfél tájékoztatásból! Az új autó értékesítésnél is hiányos volt a tájékoztatás, mert nem mondták, hogy nem az autó tartozéka a töltõ kábel, és ezért még várni kellett erre, mert meg kellett rendelni!!!"
NMLZ104167;"2020. 02. 10.";'B3785';"Sikeres hívás, kérdõív kitöltve.";"Nagyon rossz a parkolási lehetõség, szûkek a parkolóhelyek!! Kicsit csalódott volt, hogy a a lökhárító színe nem ugyan olyan lett, mint az autó eredeti, többi elem színe!!!"
NMLM094681;"2020. 02. 10.";'R1093';"Nem szeretne nyilatkozni!";"Itt igazából nem is tudom mit kérdezhetnék??!!!"
NMLM094871;"2020. 02. 10.";'B0888';"Sikeres hívás, kérdõív kitöltve.";"Megcsinálták a többi dolgot, de ismét nyikorog azt mondták, hogy beszorult egy kõ  és majd ki fog esni, de eddig nem esett ki!!!"
NMLZ104512;"2020. 02. 10.";'H7088';"Nem szeretne nyilatkozni!";Dolgozónk!!!
NMLM094800;"2020. 02. 10.";'B1614';"Nem szeretne nyilatkozni!";"Az ügyfél elmondta, hogy már hívtam, beszéltünk, értékelt!"
NMBO080483;"2020. 02. 10.";'K2240';"Nem szeretne nyilatkozni!";"A hölgy elmondta, hogy már kitöltötte az emailes kérdõívet és vissza is küldte!!!"
NMBO079748;"2020. 02. 10.";'S0109';"Nem szeretne nyilatkozni!";"Elmondta, hogy már egy úr hívta, értékelt!!!"
NMLM094816;"2020. 02. 10.";'B2495';"Nem szeretne nyilatkozni!";"Az úr sajnos nem beszél és nem érti a magyart!!!"
