Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMBO091305;"2021. 09. 06.";'K5408';"Nem szeretne nyilatkozni!";"Ez egy való telefonszám(06 30 111 1111), de nem az a személy jelentkezik, akinek a neve megvan adva! Ezt már régóta írom, valaki szólhatna a munkafelvevõnek, hogy ez így nem jó!!!"
NMBO091304;"2021. 09. 06.";'I3328';"Nem szeretne nyilatkozni!";"TILOS HÍVNI!!"
NMLG031551;"2021. 09. 06.";'C1344';"Sikeres hívás, kérdõív kitöltve.";"Egy kávéval vagy egy pohár vízzel megkínálhatták volna!!"
NMLZ115419;"2021. 09. 06.";'T2324';"Nem szeretne nyilatkozni!";"Az autót megint viszi vissza 09.09-én és majd utána értékel!!"
NMLG031641;"2021. 09. 06.";'E6869';"Sikeres hívás, kérdõív kitöltve.";"Picit a szolgáltatás ára drága volt, ár érték arányban!!"
NMLZ115647;"2021. 09. 06.";'87113';"Sikeres hívás, kérdõív kitöltve.";"Neki kellett telefonálni, hogy készen van-e már az autó!!"
NMLZ115749;"2021. 09. 06.";'S9848';"Nem szeretne nyilatkozni!";"Mennek vissza a szervizbe, mert ugyanúgy rángat az autó és mínuszba nem szeretett volna értékelni!!"
NMBO091144;"2021. 09. 06.";'K5389';"Nem szeretne nyilatkozni!";"Az ügyfél visszahívást kért 08.31-én, de azóta csak foglalt jelzés van!!"
NMBO091200;"2021. 09. 06.";'K2558';"Sikeres hívás, kérdõív kitöltve.";"Kicsit elhúzódott a szerviz!!"
NMBO091286;"2021. 09. 06.";'K1913';"Nem szeretne nyilatkozni!";"Az ügyféllel már 09.02-án beszéltem, megjegyzése is volt az kapott sms-el kapcsolatban!!"
