Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMBO082562;"2020. 05. 25.";'M1421';"Sikeres hívás, kérdõív kitöltve.";"Itt 1 éves szerviz munka is volt! Garanciális szerviz miatt kellett visszamennie, és csak annyi probléma volt, hogy a rendszerben nem látták az ingyenes szervizt, de megoldódott!"
NMBO082582;"2020. 05. 25.";'M1419';"Sikeres hívás, kérdõív kitöltve.";"Fia vitte a szervizbe és nem volt semmi probléma!!!"
NMLM097102;"2020. 05. 25.";'86522';"Sikeres hívás, kérdõív kitöltve.";"Az úr a 2. kérdésnél a szerviz-szolgáltatásra 10-es értékelést adott, de a munkafelvevõre 2-est!! Ide nem régóta jár eddig a budaörsibe járt! Amióta az M3 szervizre jár, a kiszolgálás nem olyan amilyet megszoktak Budaörsön és a Peugeotnál! Kollégájának is ugyanez ez volt az érzése!!!"
NMLZ106818;"2020. 05. 25.";'Q7254';"Sikeres hívás, kérdõív kitöltve.";"Szakszerû tájékoztatást kapott, és udvariasak voltak a kollégák!!!"
NMLM097139;"2020. 05. 25.";'B3413';"Sikeres hívás, kérdõív kitöltve.";"Magas az ár!!!"
NMLM097107;"2020. 05. 25.";'B4072';"Nem szeretne nyilatkozni!";
NMLM096972;"2020. 05. 25.";'B4698';"Nem szeretne nyilatkozni!";"Az úr a leendõ vásárló és nem Õ járt bent a szervizben, hanem a tulajdonos! Nagyon korrekt felmérést kapott és az autót meg is vásárolta!!!"
NMBO082520;"2020. 05. 25.";'27937';"Nem szeretne nyilatkozni!";DOLGOZÓNK!!!!
NMLM097226;"2020. 05. 25.";'J2975';"Sikeres hívás, kérdõív kitöltve.";"A 2. kérdésnél a szerviz-szolgáltatást nem tudja értékelni, mert nem tudja, nem látja, a mf. az viszont 5-ös!!!! Egy 10 ezer km-es autónál minek kell futómûvet állítani, itt valami rendszer problémát lát, rossz az egész szisztéma!!!"
NMLZ106776;"2020. 05. 25.";'13720';"Sikeres hívás, kérdõív kitöltve.";"Visszament, mert többet számláztak, de korrigálták rendben van minden!"
NMLZ106583;"2020. 05. 25.";'S7884';"Nem szeretne nyilatkozni!";
NMBO082559;"2020. 05. 25.";'J7687';"Nem szeretne nyilatkozni!";"A hölgy elmondta, hogy már az emailben érkezett kérdõívet kitöltötte minden 10-es!!!"
NMBO082532;"2020. 05. 25.";'K4271';"Sikeres hívás, kérdõív kitöltve.";"Annyit jelezne, hogy már kétszer volt az, hogy az olajszûrõnél folyik az olaj!! Bár garanciába megcsinálják, de Õ Pécsrõl jön fel ezért Budaörsre!! Ez idõben, kilométerben, amortizációban nem mindegy!!!!"
NMLZ106770;"2020. 05. 25.";'S8021';"Sikeres hívás, kérdõív kitöltve.";"Nagyon magas a rezsi óradíj, ebben a kategóriában a legmagasabb!!"
NMLZ105635;"2020. 05. 25.";'B2603';"Nem szeretne nyilatkozni!";"A hölgy elmondta, hogy már az emailben kapott kérdõívet kitöltötte, minden 10-es!!"
NMLZ105450;"2020. 05. 25.";'S7234';"Sikeres hívás, kérdõív kitöltve.";"A határidõben csúszás volt, és a kommunikáció az javulhatna!!!"
NMBO081695;"2020. 05. 25.";'M0686';"Nem szeretne nyilatkozni!";"Az úr mára kért visszahívást, de csak csörög, nem elérhetõ!!!"
NMLZ106309;"2020. 05. 25.";'M0686';"Nem szeretne nyilatkozni!";"Az úr mára kért visszahívást, de csak csörög, nem elérhetõ!!!"
NMBO082558;"2020. 05. 25.";'M1201';"Sikeres hívás, kérdõív kitöltve.";"A második kérdésnél szerviz-szolg.:7-es, munkafelvevõ 10-es!!"
NMLM097212;"2020. 05. 26.";'M0237';"Nem szeretne nyilatkozni!";"Az úr tegnap délelõtt visszahívást kért délutánra, de hangposta jelentkezett, és a mai napon szintén!!!"
NMLM097233;"2020. 05. 26.";'B1812';"Nem szeretne nyilatkozni!";"Itt hozom-viszem szolgáltatás volt, de nem igazából mûködött, azt mondták, hogy pénteken jönnek, és már 9 órakor telefonált, hogy mire számíthat! Félóra múlva visszahívták és azt mondták, hogy 11 órakor jönnek, de csak 12 óra után értek oda!Majd felhívták"
NMLM097056;"2020. 05. 26.";'66387';"Nem szeretne nyilatkozni!";"Az úr azt mondta, hogy nem tudja megmondani, hogy mikor lenne alkalmas a hívásom!!!"
NMLM097114;"2020. 05. 26.";'02400';"Nem szeretne nyilatkozni!";"Holnap megy vissza a szervizbe, majd utána nyilatkozik!"
NMBO082535;"2020. 05. 26.";'J8136';"Nem szeretne nyilatkozni!";"Ez a telefonszám 05.22. óta csak csörög!!"
NMLG026986;"2020. 05. 26.";'E4012';"Nem szeretne nyilatkozni!";"Ez a telefonszám 05.22. óta csak csörög!!"
NMLM097207;"2020. 05. 26.";'B0780';"Sikeres hívás, kérdõív kitöltve.";"Jelezné, hogy a beléptetõ rendszerrel nem elégedett!! Igazából nincs értelme!!!"
NMBO082572;"2020. 05. 27.";'66286';"Nem szeretne nyilatkozni!";"Még ez a munka nem lett elvégezve, ezért nem tud értékelni és várja a telefonhívást!!!"
NMLZ106496;"2020. 05. 27.";'28103';"Nem szeretne nyilatkozni!";"A városi telefonszámon az úr azt mondta, hogy ez céges autó más járt bent a szervizben, és annyit tud még, hogy 05.29-én még megy vissza a kollégája az autóval!!!"
NMLG027004;"2020. 05. 27.";'E6127';"Nem szeretne nyilatkozni!";"Ez a telefonszám már 05.25. óta csak csörög, így elérhetetlen!"
NMLG027027;"2020. 05. 27.";'E6131';"Sikeres hívás, kérdõív kitöltve.";"Annyit szeretne jelezni, hogy szerinte a szerviz elvégzése óta emelkedett a fogyasztása az autónak!!"
NMLZ106853;"2020. 05. 27.";'S8171';"Sikeres hívás, kérdõív kitöltve.";"Jelezné, hogy a szerviz a határidõben jelentõsen elcsúszott, mert amit ígért annak pontosan duplája lett!!"
NMLM097222;"2020. 05. 27.";'A5192';"Nem szeretne nyilatkozni!";
NMLM097227;"2020. 05. 27.";'A2253';"Nem szeretne nyilatkozni!";
NMLZ106804;"2020. 05. 27.";'A5431';"Nem szeretne nyilatkozni!";"Ez a telefonszám 05.25. óta hol folyamatosan foglalt, hol pedig csak csörög, így elérhetetlen!!"
NMLZ106685;"2020. 05. 27.";'A5431';"Nem szeretne nyilatkozni!";"Ez a telefonszám 05.25. óta hol folyamatosan foglalt, hol pedig csak csörög, így elérhetetlen!!"
NMBO082374;"2020. 05. 27.";'K3730';"Nem szeretne nyilatkozni!";"Itt a hölgy 05.25-én visszahívást kért másnapra, de azóta hol csörög, hol foglalt, így elérhetetlen!!!"
NMLM097350;"2020. 05. 28.";'B4738';"Sikeres hívás, kérdõív kitöltve.";"Túl magas a rezsióradíj!"
NMLM097318;"2020. 05. 28.";'B4735';"Sikeres hívás, kérdõív kitöltve.";"Kicsit hosszadalmas volt a procedúra!!!"
NMLZ105284;"2020. 05. 28.";'R0488';"Sikeres hívás, kérdõív kitöltve.";"Nem a zuglói szervizben járt, hanem Budaörsön vették fel a munkát, azt értékelte!!"
NMLG027048;"2020. 05. 28.";'E6135';"Sikeres hívás, kérdõív kitöltve.";"Nagyon kedves volt a szervizvezetõ, elõzõkények voltak a kollégák! A 2. kérdésnél azért adott 1-es értékelést, mert sajnos 160 kilométerre lakik ettõl a szerviztõl!!"
NMLZ106873;"2020. 05. 28.";'28240';"Nem szeretne nyilatkozni!";"Sajnos nem elégedett! Az autóban van 3700 km, kicserélték megint az olajat, tök feleslegesen!! Amit kivett nem adták oda pedig szerinte még 10% -ban sem használta!!"
NMLZ106859;"2020. 05. 28.";'S0080';"Nem szeretne nyilatkozni!";
NMLG027046;"2020. 05. 28.";'E6133';"Sikeres hívás, kérdõív kitöltve.";"Azt tapasztalja, hogy a kollégák nem igazából motiváltak, egy 10-es skálán 6-os!! Egy munkafelvevõ volt és kb. 40 percet várt míg elintézte a papírmunkát!!"
NMBO082620;"2020. 05. 28.";'K3204';"Sikeres hívás, kérdõív kitöltve.";"Annyit jelezne, hogy elég hosszú ideig tartott a javítás!!"
NMBO082599;"2020. 05. 28.";'S1769';"Nem szeretne nyilatkozni!";"Ez a telefonszám 05.26. óta csak csörög, így elérhetetlen!!!"
NMLM097305;"2020. 05. 28.";'R0348';"Sikeres hívás, kérdõív kitöltve.";"Nagyon jó dolog a hozom-viszem szolgáltatás!!"
NMBO082510;"2020. 05. 28.";'J9959';"Sikeres hívás, kérdõív kitöltve.";"Az árak nagyon magasak!!!!"
NMBO082622;"2020. 05. 28.";'K3225';"Sikeres hívás, kérdõív kitöltve.";"Az árak azok nagyon brutálisak! Egy éves szerviz 100 ezer forint, ide többet soha nem jön!!!!"
NMLG027038;"2020. 05. 28.";'C0971';"Sikeres hívás, kérdõív kitöltve.";"Indokolatlanul hosszúnak tartja a szerviz idõt, két óra volt(az ott töltött idõt) és ez nagyon sok!!!"
NMLM097117;"2020. 05. 29.";'H2002';"Nem szeretne nyilatkozni!";"TILOS HÍVNI!!!!"
NMLG027063;"2020. 05. 29.";'C0946';"Sikeres hívás, kérdõív kitöltve.";"Telefonon nagyon nehéz a szervizt elérni bejelentkezés céljából(Gablini úrat hívták fel, és kérte a közben járását)!!!!"
NMBO082634;"2020. 05. 29.";'55579';"Sikeres hívás, kérdõív kitöltve.";"A Király úr és a Válóczy Ági munkáját külön kiemelné, példás!!!"
NMLZ106594;"2020. 05. 29.";'87766';"Sikeres hívás, kérdõív kitöltve.";"Kiértesítik sms-ben dátumszerûen, hogy mikor kell mennie,  de nem írják oda az idõpontot, hogy hány óra és hány perckor kell mennie!!!! Ezen javíthatnának!!"
NMLZ106498;"2020. 05. 29.";'22658';"Nem szeretne nyilatkozni!";"Nem volt elégedett!! Átvették az autót, megcsinálták határidõre, viszont semmiféle papírt nem kapott, hogy milyen munkát végeztek, illetve amikor a hölgy átadta az autót egészen mást mondott, mint amiért visszahívták(fékcsõrõl és egyebekrõl beszélt)! Szer"
NMLZ106866;"2020. 05. 29.";'P8964';"Nem szeretne nyilatkozni!";"A hölgy visszahívott, de nem Õ járt bent a szervizben, az elsõ mobilszámot említettem neki, de azt nem ismeri!!"
NMLM097044;"2020. 05. 29.";'S1777';"Sikeres hívás, kérdõív kitöltve.";"Nagyon sajnálja, hogy a szerviz területén az elektromos autót nem lehet tölteni, egyéb okok miatt!!"
NMLG027057;"2020. 05. 29.";'E5151';"Nem szeretne nyilatkozni!";"Várja a takarítás végét, utána majd szívesen értékel!!!"
NMLZ100939;"2020. 05. 29.";'M0374';"Nem szeretne nyilatkozni!";"Az úr elmondta, hogy ilyen problémával Õ nem járt a szervizben!! A szerviz járt ezzel az autóval és a szerviz intézte ezt a javítást!"
