Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLG028055;"2020. 09. 21.";'C1036';"Sikeres hívás, kérdõív kitöltve.";"Az alkatrész ellátás sajnos nem mûködik flottul, illetve jó néven venné a hozom-viszem szolgáltatást, ha maguktól felajánlanák!!"
NMLG028064;"2020. 09. 21.";'C1005';"Sikeres hívás, kérdõív kitöltve.";"Az autónak minden gumiján bemélyedések vannak és azt mondták, hogy kikérik a gyártó szakvéleményét és visszajött, hogy ez nem probléma, de a szakvéleményt az ügyfél nem láthatta nem kapott belõle egy másolatot sem! Kéri a szervizvezetõ segítségét!!!"
NMLG028075;"2020. 09. 21.";'E5054';"Sikeres hívás, kérdõív kitöltve.";"Kimaradt az assistance kötés, de most emailen keresztül intézik!!"
NMLG028076;"2020. 09. 21.";'E6284';"Sikeres hívás, kérdõív kitöltve.";"Nem a megbeszéltek szerint mûködött a dolog, illetve a szerviz ezért nem elégedett!!"
NMLG028074;"2020. 09. 21.";'C0514';"Sikeres hívás, kérdõív kitöltve.";"Örömmel látta, hogy betartják a maszk viselési etikettet!!"
NMBO084648;"2020. 09. 21.";'K2170';"Nem szeretne nyilatkozni!";"Még megy vissza a szervizbe, majd utána nyilatkozik!!!"
NMLZ108825;"2020. 09. 21.";'T0008';"Sikeres hívás, kérdõív kitöltve.";"Amit kért azt nem végezték el, azért adott 1-es értékelést!!"
NMLM100017;"2020. 09. 21.";'A6193';"Sikeres hívás, kérdõív kitöltve.";"Egy probléma van: az ár!! Ide többet biztos, hogy nem jön!! Máshol a feléért megcsinálják!!"
NMLM100227;"2020. 09. 21.";'B5129';"Nem szeretne nyilatkozni!";"A javítás még folyamatban van, majd utána beszéljünk!!"
NMBO084741;"2020. 09. 21.";'K1838';"Sikeres hívás, kérdõív kitöltve.";"A diagnosztikai vizsgálatról nem kapott semmilyen papírt!!"
NMLZ109207;"2020. 09. 21.";'J5952';"Sikeres hívás, kérdõív kitöltve.";"A szervizkönyvbe rosszul írták be a dátumot, de korrigálták!!"
NMLM100263;"2020. 09. 21.";'B3705';"Nem szeretne nyilatkozni!";"A hiba nem szûnt meg, megy vissza a szervizbe!!"
NMLM100245;"2020. 09. 21.";'B5026';"Sikeres hívás, kérdõív kitöltve.";"Szeretné jelezni, hogy várja a visszahívást, mert a dolgok nem teljesen jól müködnek és nem tud telefonon segítséget kérni!! Esetleg a szervizvezetõ hívja fel!! Itt a feleséggel beszéltem a 70 395 7006-os számon!!!!"
NMLM100210;"2020. 09. 21.";'P6317';"Nem szeretne nyilatkozni!";"TILOS HÍVNI!"
NMLZ109123;"2020. 09. 21.";'T0316';"Nem szeretne nyilatkozni!";"Ez a telefonszám 09.15. csak csörög, a mai napon pedig hangposta jelentkezett!!"
NMLM100164;"2020. 09. 21.";'57233';"Sikeres hívás, kérdõív kitöltve.";"Ez a Mûszertechnika kft. és azon belül SZOKOLAI JÁNOS telefonszáma!! Kérlek írjátok már át, mert nevet nem tudok a progressben átírni(már rég átírtam volna,ha engedné)!! Ezt már legalább három éve kérem mivel a Szokolai András az teljesen más személy, neki Peugeot 206-a van!!! Azért másoltam ide is be, mert remélem már fog valami ez ügyben történni!!"
NMLM100262;"2020. 09. 21.";'B3914';"Sikeres hívás, kérdõív kitöltve.";"Drága a szerviz!!!!"
NMLM100242;"2020. 09. 21.";'B5131';"Sikeres hívás, kérdõív kitöltve.";"Hiányolta új színes prospektusokat, mert szeretett volna tájékozódni, mert majd szeretne a felesége új autót, ha eladta a KIA autóját és egyáltalán jó lett volna valami aktuális friss újság!!!"
NMLZ108977;"2020. 09. 21.";'R0788';"Nem szeretne nyilatkozni!";"Állítólag már beszéltünk és ki is töltötte a kérdõívet is!!"
NMLM100282;"2020. 09. 21.";'B2639';"Sikeres hívás, kérdõív kitöltve.";"Sokáig kellett várni, három órán keresztül várt, és most nagyon drága volt!! A világítással valami nem stimmel, de most nem ér rá visszamenni!!"
NMLM100290;"2020. 09. 21.";'B5140';"Sikeres hívás, kérdõív kitöltve.";"Hosszú volt a felmérési idõ, és unalmas volt üldögélni!!"
NMLM100280;"2020. 09. 21.";'K0867';"Sikeres hívás, kérdõív kitöltve.";"Megcsinálták, amit kértek az 10 pont, de másnap kellett visszamenni tartalék izzóért és ezért a részéért csak 7 pont! A 2. kérdésnél a munkafelvevõnek adott 10 pontot!!!A budaörsi Infiniti centerben járt és elvették a Gablini cégcsoporttól is a kedvét és nem nálunk fogja venni a következõ autóját és nem itt szervizelteti!!"
NMBO084681;"2020. 09. 21.";'K4590';"Nem szeretne nyilatkozni!";"Ezen a számon egy hölgy jelentkezik és nincs Peugeot típusú autója!!!"
NMLZ109132;"2020. 09. 21.";'25935';"Nem szeretne nyilatkozni!";
NMLG028088;"2020. 09. 22.";'C0650';"Sikeres hívás, kérdõív kitöltve.";"Kérlek írjátok át a nevet, mert én nem tudom átírni a progressben!! A jó név KNER JÁNOS!!!!"
NMBO084797;"2020. 09. 22.";'J8953';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvevõ azt mondta, hogy két hét múlva lesz alkatrész akkor ismét megy!!"
NMBO082669;"2020. 09. 22.";'M1255';"Sikeres hívás, kérdõív kitöltve.";"Elment a kedve a márkától, már el is adta az autót!!"
NMBO083687;"2020. 09. 22.";'M0775';"Sikeres hívás, kérdõív kitöltve.";"Lassú az alkatrész ellátás!!"
NMBO080153;"2020. 09. 22.";'M1370';"Sikeres hívás, kérdõív kitöltve.";"Nagyon magasak a költségek és az árak!!!"
