Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ116909;"2021. 11. 08.";'M0207';"Nem szeretne nyilatkozni!";"A hölgy akivel beszéltem Infinitivel volt a budaörsi szervizben, és nincs Citroën gépkocsijuk!!"
NMLM110653;"2021. 11. 08.";'B6496';"Nem szeretne nyilatkozni!";"Az ügyfél mai napra kért visszahívást, de nem vette fel:""a hívott szám jelenleg nem elérhetõ!"""
NMBO090663;"2021. 11. 08.";'K3184';"Nem szeretne nyilatkozni!";"Ez a telefonszám 11.04. óta csak csörgött!!"
NMLZ116803;"2021. 11. 08.";'T2667';"Nem szeretne nyilatkozni!";"Még ennek a munkának nincs vége, majd jeleznek, hogy mikor mehet vissza a szervizbe!"
NMLM110673;"2021. 11. 08.";'B4171';"Nem szeretne nyilatkozni!";"Ez a telefonszám 11.05. óta csak csörgött!!"
NMBO092423;"2021. 11. 08.";'K2788';"Nem szeretne nyilatkozni!";"A férjjel beszéltem, de a feleség járt a szervizben és mindennel megvolt elégedve!!"
NMBO092416;"2021. 11. 08.";'K5387';"Nem szeretne nyilatkozni!";"Itt pedig a feleséggel beszéltem, de a férje járt a szervizben és mindennel megvolt elégedve!!"
NMLZ116851;"2021. 11. 08.";'T2384';"Sikeres hívás, kérdõív kitöltve.";"Hosszú volt volt javítási idõ(4 óra)!!!"
NMLZ116780;"2021. 11. 08.";'T0918';"Nem szeretne nyilatkozni!";"Ezen a számon Hajdú Pál jelentkezett, nincs Peugeot autója!!"
NMLZ117043;"2021. 11. 08.";'T1791';"Sikeres hívás, kérdõív kitöltve.";"Nagyon, de nagyon megvolt elégedve a munkafelvevõvel még olyan dolgot is megcsinált számára, ami nem lett volna dolga!  Olyan dolgot is megcsináltak, hogy észrevették az egyik gumiban, hogy szög van. Ez számára nagy elégedettség volt!!"
NMLZ116838;"2021. 11. 08.";'85809';"Nem szeretne nyilatkozni!";"Az ügyféllel már beszéltem 10.28-án és akkor nem értékelt, nem nyilatkozott!!"
NMLG031333;"2021. 11. 08.";'C1284';"Nem szeretne nyilatkozni!";"Odament egy olyan idõpontra reggeli megbeszélt idõpontra,  és 105 perc múlva kapta vissza az autóját és azt mondták, hogy átnézték az autóját, mindössze ennyit csináltak vele 105 percig!!"
