Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMBO082067;"2020. 04. 27.";'C0667';"Nem szeretne nyilatkozni!";"Nem jók a tapasztalatai, nem szeretne értékelni!!!"
NMBO081990;"2020. 04. 27.";'M1077';"Nem szeretne nyilatkozni!";"Itt a hozom-viszem szolgáltatás volt, és majdnem minden jól sikerült! Sokat késett az autó a haza szállításnál!! Azt mondták 15.10 perckor indulnak a telephelyrõl, de még 16.15-kor úton sem voltak, de a szervizzel azért megvan elégedve, de ezzel a kis csa"
NMLM096515;"2020. 04. 27.";'A6432';"Sikeres hívás, kérdõív kitöltve.";"A sorompónál a beengedés túlságosan bonyolult! (Ki más menne be, mint akinek ott dolga van???)"
NMLM096501;"2020. 04. 27.";'B1927';"Nem szeretne nyilatkozni!";"Ezzel a rendszámú autóval nem az az úr jár akinek a telefonszáma megvan adva!!!"
NMLM096359;"2020. 04. 27.";'B2338';"Sikeres hívás, kérdõív kitöltve.";"A hibajelenséghez olyan dolog volt beírva, amit Õ nem tapasztalt!! Mûszaki vizsga nem lett elvégezve a szélvédõ hibája miatt!!!"
NMLM096296;"2020. 04. 27.";'B3915';"Nem szeretne nyilatkozni!";"Mindennel elégedett volt, de most nem ér rá és elköszönt!!"
NMLM096517;"2020. 04. 27.";'R0868';"Sikeres hívás, kérdõív kitöltve.";"Gördülékenyen ment minden, ügyintézés stb.!!!"
NMLM096556;"2020. 04. 27.";'B3651';"Sikeres hívás, kérdõív kitöltve.";"Itt hozom-viszem szolgáltatás volt, és azért jelöltem be 5-ös értékelést, mert az úr elmondta, hogy minden rendben volt, nem volt semmi panasz!!!"
NMLM096558;"2020. 04. 27.";'Q8386';"Sikeres hívás, kérdõív kitöltve.";"Nagyon, nagyon elégedett volt!!!"
NMLM096577;"2020. 04. 27.";'R0877';"Sikeres hívás, kérdõív kitöltve.";"A kerékcsere után mikor megkapta az autót, a felszerelt kerekek porosak, koszosak voltak, kicsit letakaríthatták volna, ebben volt csalódott!!"
NMBO081989;"2020. 04. 27.";'K2896';"Sikeres hívás, kérdõív kitöltve.";"Egyik cserélt kerékcsavar másképpen néz ki mint a többi pedig alvázszám alapján lett rendelve, és ezt csak otthon vette már észre!!"
NMLZ106273;"2020. 04. 27.";'P4062';"Sikeres hívás, kérdõív kitöltve.";"A jövõt illetõen a kommunikációban javulhatnánk!!!"
NMBO082019;"2020. 04. 27.";'J9336';"Sikeres hívás, kérdõív kitöltve.";"A tavalyi évhez képest 40%-kal emelkedett a gumi átszerelés díja!! Ezen érdemes lenne elgondolkodni, hogy nagyon magas!!"
NMBO082043;"2020. 04. 27.";'J6997';"Sikeres hívás, kérdõív kitöltve.";"Jelezné, hogy a kollégákon sem maszk, sem kesztyû nem volt! Ezt mindenképp jelezné a vezetõk felé!! A szerviz részérõl ez nagyon fontos lenne ebben a vírusos idõben!!!  "
NMLM096513;"2020. 04. 27.";'B4653';"Nem szeretne nyilatkozni!";
NMLZ106241;"2020. 04. 27.";'P8091';"Sikeres hívás, kérdõív kitöltve.";"A szervizzel maximálisan elégedett, viszont a számlával kapcsolatban van egy kis probléma! Kéri, hogy a szervizvezetõ hívja fel, hogy megbeszélhesse vele!!!"
NMBO082004;"2020. 04. 27.";'K2612';"Nem szeretne nyilatkozni!";"Az úrral már egy héttel ezelõtt beszéltünk!!!"
NMLZ105903;"2020. 04. 28.";'M1153';"Nem szeretne nyilatkozni!";"Nem Õ járt személyesen a szervizben, (mert Õ 65 év feletti) a vírus miatt más vitte el, de minden rendben volt!"
NMLZ106267;"2020. 04. 28.";'S7693';"Sikeres hívás, kérdõív kitöltve.";"Május 16-án fog még visszatérni, akkor lesz a nagyobb munka!!!"
NMLM096532;"2020. 04. 28.";'65848';"Sikeres hívás, kérdõív kitöltve.";"Az M3-as szervizt már elég régóta átépítik reméli, hogy már be fogják fejezni, hogy ne az legyen az ügyfél érzése, hogy építkezésen jár!!!"
NMLM096518;"2020. 04. 28.";'66265';"Sikeres hívás, kérdõív kitöltve.";"Az antenna miatt fog visszatérni!!!"
NMBO081505;"2020. 04. 28.";'S0304';"Nem szeretne nyilatkozni!";"Az úr most is a szervizben van nálunk, majd máskor nyilatkozik!!!"
NMLM096560;"2020. 04. 28.";'56698';"Nem szeretne nyilatkozni!";"Néhai dolgozónk!"
NMLM096457;"2020. 04. 28.";'65983';"Nem szeretne nyilatkozni!";"Nem tudott idõpontot mondani, hogy mikor hívjam, mert a szabadidejébõl nem szeretne elvenni és most pedig dolgozik!!!!"
NMLZ106217;"2020. 04. 28.";'J9923';"Nem szeretne nyilatkozni!";"Itt sajnos egyik telefonszámon sem tudtak segíteni, hogy ki járt a szervizben!!!"
NMLZ106285;"2020. 04. 28.";'P8142';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvevõ kolléga a kommunikációban javulhatna!!!!"
