Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLM112914;"2022. 02. 14.";'B4013';"Nem szeretne nyilatkozni!";"02.04-én volt  2. éves szervizen 24 ezer van benne! A felesége mondta, hogy a jobb eleje hangos, kattog! Felhívta õket, hogy ez a gond és mondták, hogy hívjon assistance-t! Szerinte ezt az egész dolgot a szervizben dolgozó kollégáknak kellett volna elinté"
NMBO094396;"2022. 02. 14.";'K5762';"Sikeres hívás, kérdõív kitöltve.";"Nagyon örült pénteken, mert ez neki egy nagyon régóta fennálló probléma volt, és most ezt megoldották!!"
NMBO093936;"2022. 02. 14.";'U0227';"Sikeres hívás, kérdõív kitöltve.";"Nagyon sokáig tartott, majdnem három hétig tartott, de azért kapott csereautót!!"
NMLG033670;"2022. 02. 14.";'A5411';"Nem szeretne nyilatkozni!";Dolgozónk!!!
NMLZ118621;"2022. 02. 14.";'T2898';"Sikeres hívás, kérdõív kitöltve.";"Egy hónapot vár erre a javításra, de szép munkát végeztek!"
NMBO094259;"2022. 02. 14.";'J9888';"Sikeres hívás, kérdõív kitöltve.";"Volt egy régi értékesítõnk, aki nem jól végezte a munkáját(Csizmadia), mert nem rögzítette karbantartási csomagot, amit Õ kifizetett 5 évre !! Most is kifizette  a teljes összeget, de  mondták, hogy emailban küldje el nekünk a cégnek a karbantartási szerzõdését, mert nem találják! Ezt a karbantartási szerzõdést elküldte a cégünknek már egy jó ideje, de semmilyen választ nem kapott, és ott nálunk még a pénze, ami visszajár neki!"
NMLZ118801;"2022. 02. 14.";'T2007';"Sikeres hívás, kérdõív kitöltve.";"Akkumulátor cserére megy vissza a holnap nap!!"
NMLG033589;"2022. 02. 14.";'C0685';"Sikeres hívás, kérdõív kitöltve.";"Egy év alatt nagyon sokat drágult a szerviz, mert amiket elvégeztek azzal nem volt egyenes arányban az ár! Ez ""keserû szájízt"" hagyott bennük!!"
NMLG033585;"2022. 02. 14.";'C0901';"Nem szeretne nyilatkozni!";"Az ügyfél azt mondta, hogy most nem alkalmas, és különben is küldjem el neki e-mailban!!!"
NMLZ118588;"2022. 02. 14.";'T2879';"Sikeres hívás, kérdõív kitöltve.";"Összesen három munkafelvevõvel találkozott!!"
NMLZ118852;"2022. 02. 14.";'T2879';"Sikeres hívás, kérdõív kitöltve.";"Összesen három munkafelvevõvel találkozott!!"
NMLG033584;"2022. 02. 14.";'E6873';"Sikeres hívás, kérdõív kitöltve.";"Tovább tartott, sajnos több mint három órát várt!!"
NMLG033588;"2022. 02. 14.";'E6999';"Nem szeretne nyilatkozni!";"Nem alkalmas neki, majd  küldjek e-mailt!!!!"
NMLZ118425;"2022. 02. 14.";'P8799';"Nem szeretne nyilatkozni!";"Sajnos nem volt elégedett!!"
NMLG033594;"2022. 02. 14.";'C1353';"Sikeres hívás, kérdõív kitöltve.";"Egy kérdésre nem kapott választ a szoftver az elavult, és azt a választ kapta, hogy töltse le az internetrõl! Neki ebben sajnos ebben nincs rutinja, és ezt hárításnak vette, és ez nem helyes hozzáállás!! Kérdése továbbra is nyitott és szeretne egy kis segítséget e-mailen keresztül, hogy hogyan kell ezt a szoftver frissítést megoldani!! "
NMLG033600;"2022. 02. 14.";'C0930';"Nem szeretne nyilatkozni!";
NMLM112410;"2022. 02. 14.";'A9760';"Sikeres hívás, kérdõív kitöltve.";"Kicsit sokára jött meg az alkatrész!!"
NMLM113289;"2022. 02. 14.";'R0410';"Nem szeretne nyilatkozni!";"Több, mint egy hetet várt az akkumulátorra! Amikor személyesen ott volt és megrendelte, azt mondta, hogy három munkanap, és eltelt több mint 7 nap!!Az idõvel volt problémája, a személyekkel nem!! Azért választott minket, mert a fia Amerikában dolgozik a H"
NMLM113287;"2022. 02. 14.";'R1217';"Sikeres hívás, kérdõív kitöltve.";"Jön vissza GPS frissítésre!"
NMBO093038;"2022. 02. 14.";'A2891';"Nem szeretne nyilatkozni!";"Az úr akivel beszéltem elmondta, hogy ez nem az Õ autójuk egy hölgy autója ez, itt valami kavarodás van!!"
NMBO094110;"2022. 02. 14.";'A2891';"Sikeres hívás, kérdõív kitöltve.";"Picit furán mûködünk! Õ ott vette nálunk az autót, és sorba jönnek a negatív élmények, és ezért van keserû ""szájíz"" ezzel kapcsolatban!! Elvileg prémium kategóriás autót vette, de ami mögötte van az nem prémium kategória! A taxi szolgáltatás az része volt ennek a csomagnak és más egyéb dolog, amik már megszûntek!! Az elõre megbeszélt összegegek, mindig magasabb, de amennyiben változik az akkor menet közben értesítsék!"
NMLM108963;"2022. 02. 14.";'R1259';"Sikeres hívás, kérdõív kitöltve.";"Nem tájékoztatták folyamatosan, nem volt kommunikáció,hogy mikor lesz alkatrész nagyon, nagyon sokat vártak erre!!"
NMLZ118913;"2022. 02. 15.";'S2348';"Sikeres hívás, kérdõív kitöltve.";"Sajnos drága a szerviz!!"
NMLZ118203;"2022. 02. 15.";'J9787';"Nem szeretne nyilatkozni!";"Nem volt elégedett, nem adták át a munkáját mialatt a cégnél több embercsere volt! Azért nem kellett visszamenni, kész van, de ez nagyon sokáig tartott!!"
NMLZ118468;"2022. 02. 15.";'Q5448';"Nem szeretne nyilatkozni!";"A hölgy elmondta, hogy beszélt velem 3-4 hete és akkor elmondta, hogy az elsõ ülést Õ kicseréltette, de nem volt számára az indok megfelelõ, hogy ""nem megfelelõ, nem rendeltetésszerû használat"" szeretné, hogy ezt neki írják le, fejtsék ki bõvebben írásban"
NMBO094239;"2022. 02. 15.";'J6627';"Nem szeretne nyilatkozni!";"Visszahívtam, de nem vette fel!!"
NMBO094276;"2022. 02. 15.";'M0377';"Sikeres hívás, kérdõív kitöltve.";"Az árak magasak!"
NMLZ114055;"2022. 02. 15.";'A9895';"Nem szeretne nyilatkozni!";"Még tárgytalan ez az értékelés, mert még megy vissza a szervizbe!!"
NMLZ118842;"2022. 02. 15.";'T2923';"Nem szeretne nyilatkozni!";"A kollégáknak""fingjuk"" nem volt, hogy mi a hibája az autónak!! Nem lett megoldva a probléma, pedig ide szakszervizbe hozta, próbáltak készséggel segíteni, de nem oldódott meg a probléma!! Ez egy kicsit fura, pedig direkt ezért választott szakszervizt!! Aj"
NMLG033593;"2022. 02. 15.";'E5567';"Nem szeretne nyilatkozni!";"Az ügyfél elmondta, hogy 02.21-én megy vissza, majd utána beszéljünk!"
NMLM113259;"2022. 02. 15.";'B0987';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvevõ maximálisan  ellátta a feladatát, sõt még azon felül is, nagyon elégedett az ügyfél!!"
NMBO094293;"2022. 02. 15.";'K0168';"Nem szeretne nyilatkozni!";"Elõször is folyamatosan egy hónapig volt ott az autó, soha nem hívták vissza! A legközelebbi szerviznél pedig kiderült, hogy nem is az volt a baja!! Nem volt elégedett, ide biztos, hogy nem fog jönni!! Elvárja, hogy ha a szakszervizbe viszi, az autóját, a"
NMLZ118117;"2022. 02. 15.";'A9285';"Sikeres hívás, kérdõív kitöltve.";"Nagyon szép munkát végeztek!!"
NMLZ118851;"2022. 02. 15.";'B4465';"Nem szeretne nyilatkozni!";"A hölgy most nem ér rá, de nagyon nehezen értettem, mert kínai!!"
NMLZ118859;"2022. 02. 15.";'H0009';"Nem szeretne nyilatkozni!";"Az ügyfél elmondta, hogy nem jó címet írtak a számlára, és kérte, hogy a jó kijavított címmel küldjék el újra e-mailben a számlát!!! 
A jó cím: 1194 Budapest, Hofherr Albert utca 89.  Az email cím:info@italdepo.hu!!"
NMBO094339;"2022. 02. 15.";'J6561';"Nem szeretne nyilatkozni!";"Az elsõ mobilon nem az úr járt a szervizben csak a nevén van, a másik telefonszámon pedig elõfizetõ nem kapcsolható!"
NMBO093012;"2022. 02. 15.";'H7676';"Sikeres hívás, kérdõív kitöltve.";"Megbeszélt idõpontra ment és majdnem egy órát csúszott a kezdés, máskor nem tapasztalt ilyet!!"
NMLZ118863;"2022. 02. 15.";'S4606';"Sikeres hívás, kérdõív kitöltve.";"Amíg az ember ott várakozik csak helyet lehet foglalni, de üdítõt vagy kávét nem lehet sajnos elfogyasztani, mert nincs semmilyen automata!! Ez a mai világban már természetes, hogy egy ilyen helyen legyen!!"
NMBO094406;"2022. 02. 16.";'S0165';"Sikeres hívás, kérdõív kitöltve.";"Sajnos nem az az alkatrész jött, amit megrendeltek!! Kb. féléves volt az autója, amikor szélvédõt cseréltek Zuglóban, és akkor ott is minden rendben volt! Most sajnos nem sikerült frissíteni a navigációt!! Emiatt lehet, hogy valamikor visszajön a szervizbe!! Továbbra is ide fog járni hozzánk!!"
NMLZ118741;"2022. 02. 16.";'K2160';"Nem szeretne nyilatkozni!";"Az autó még nincs kész, másfél hét után elhozta, még megy vissza várja az értesítést és utána beszéljünk!!"
NMLM113427;"2022. 02. 16.";'27808';"Nem szeretne nyilatkozni!";"Azért jött hozzánk, mert azt hitte szakemberek dolgoznak itt, de semmi nem változott az autóval! A különleges hangot még mindig hallani lehet! Azt mondták, hogy lehet, hogy a váltónak van baja, azt mondták, hogy vigye el egy váltóshoz, de Õ szerinte ezt o"
NMLZ118868;"2022. 02. 16.";'T2925';"Nem szeretne nyilatkozni!";"Õ csak egy meghatalmazást küldött, de felbontotta a szerzõdést, nem járt a szervizben, tehát munkavégzés nem volt!!"
NMBO094185;"2022. 02. 16.";'K5742';"Sikeres hívás, kérdõív kitöltve.";"Speciális hibája volt az autónak, és kiolvasták a hibát!! Tényleg ez volt a baja, amit kiírt!! Õ Fehérváron van, és ott ajánlották ezt a szervizt!! Az elején annyira nem volt kedves a munkafelvevõ(nyers, feszes volt), de a végén már ki is kísérte! A jövõben amennyiben szüksége lesz szervizre nagyon szíves visszajön ide!!"
NMLZ118861;"2022. 02. 16.";'Q6859';"Sikeres hívás, kérdõív kitöltve.";"Más hibával kapcsolatban tér vissza, és alkatrész rendelésen van!"
NMLZ117375;"2022. 02. 16.";'E6141';"Nem szeretne nyilatkozni!";"Elégedettek voltak, csak elhúzódott a javítás covid miatt!! "
NMLM113328;"2022. 02. 16.";'B6275';"Sikeres hívás, kérdõív kitöltve.";"Amióta megvan az autó azóta csak ""töketlenség"" van! Három hónapig ott volt az autó, lejárt vizsgával adták ki 12.23-án!! Az ügyfél nagyon mérges, ingerült volt és elég sok vulgáris kifejezést használt!! A másik autó baját sem sikerült megoldani!! Egy hat hónapos autó amirõl beszél, és a mai napig nincs megoldva, de most elhozta!! Addig amíg el nem adják az autót addig mindig hívják, keresik, amikor már a szervizben van akkor meg már nem keresik!!!"
NMLG033453;"2022. 02. 16.";'C0955';"Sikeres hívás, kérdõív kitöltve.";"Annyi lenne, hogy 15 ezer km után ment tönkre ez az alkatrész, pedig azt mondják, hogy ennek 150 ezer km-ig ki kellett volna bírnia!!"
NMBO094312;"2022. 02. 16.";'K5755';"Nem szeretne nyilatkozni!";"Nem értékelne, mert már ezt az autót eladta!!"
NMLG033654;"2022. 02. 16.";'A8360';"Sikeres hívás, kérdõív kitöltve.";"A szerviz könyvért kellet visszamennie!!"
NMLM113362;"2022. 02. 17.";'R1289';"Sikeres hívás, kérdõív kitöltve.";"Az autóban hagytak egy szivacsszerû dolgot!! "
NMLZ118844;"2022. 02. 17.";'T2813';"Nem szeretne nyilatkozni!";"Az ügyfél kért egy visszahívást 02.16-ra és 02.17-re, de utána csak csak csörgött!"
NMLZ118932;"2022. 02. 17.";'51346';"Nem szeretne nyilatkozni!";"A hölgy 02.16-án visszahívást kért 14 órára, de azóta délelõtt és délután is csörgetés közben kinyomott!!"
NMLZ118988;"2022. 02. 17.";'B4981';"Sikeres hívás, kérdõív kitöltve.";"Az akkumulátor állapotáról nem tájékoztatták, és ez elmaradt!! Az volt a baj, hogy gyárilag ez az autó 7 személyes a forgalmiban pedig 5 személyesre van beírva!! A Viktor segítségét nagyon szépen köszönöm!!!"
NMLZ118388;"2022. 02. 17.";'B6348';"Sikeres hívás, kérdõív kitöltve.";"Nagyon kedves, és udvarias, normális és segítõkész volt a munkafelvevõ!!"
NMLM113364;"2022. 02. 17.";'R1312';"Sikeres hívás, kérdõív kitöltve.";"Az árat magasnak tartja!!"
NMLM113387;"2022. 02. 17.";'B1497';"Sikeres hívás, kérdõív kitöltve.";"Nagyon jó, kifogástalan a várakozó tér és még van büfé is!!"
NMLM113377;"2022. 02. 17.";'B3187';"Nem szeretne nyilatkozni!";"Az úr csak ennyit mondott, hogy nem alkalmas és letette a telefont!"
NMLM113398;"2022. 02. 17.";'B6092';"Nem szeretne nyilatkozni!";"A hölgy elmondta, hogy a mai napon 14:30 mennek vissza, mert valami nem lett tökéletes!!"
NMLM113408;"2022. 02. 17.";'R1414';"Sikeres hívás, kérdõív kitöltve.";"Az autóvásárlásnál voltak gondok!!"
NMLZ117673;"2022. 02. 17.";'T2775';"Sikeres hívás, kérdõív kitöltve.";"Lassú volt a folyamat, ez három hónapig tartott!  A kommunikáció az nem volt megfelelõ, mindig Õ hívta a szervizt, nem tájékoztatták megfelelõen!!"
NMLM113124;"2022. 02. 17.";'B6768';"Nem szeretne nyilatkozni!";"A kollégáink azt ígérték már három hete, hogy visszaszólnak ha megjön az alkatrész, de még nem szóltak vissza! Miért nem mondták, hogy egy hónapot kell várni, ne minden héten egyszer nyugtatni az ügyfelet, hogy hamarosan megérkezik!!"
NMLG033665;"2022. 02. 17.";'C1478';"Nem szeretne nyilatkozni!";"Most dolgozik és nem tud ilyenekkel foglalkozni!"
NMLG033668;"2022. 02. 17.";'E7223';"Sikeres hívás, kérdõív kitöltve.";"Most volt itt elõször, de máskor is ide fog jönni!"
NMLG033651;"2022. 02. 17.";'E6596';"Nem szeretne nyilatkozni!";"Olaj,olajszûrõ csere megvolt és kérte, hogy pollenszûrõt ne cseréljenek, mert azt Õ is ki tudja cserélni! Viszont a fékolaj cserét nem csinálták meg!! Drága számára, túl volt minden számlázva, és ezért nem tud értékeléssel szolgálni!! Ezekre(túlszámlázásr"
NMLM113137;"2022. 02. 17.";'B6793';"Sikeres hívás, kérdõív kitöltve.";"Ez egy autókereskedés, és az egyik kollégája vitte el a szervizbe, de megvoltak elégedve!!"
NMLM112347;"2022. 02. 17.";'B6692';"Sikeres hívás, kérdõív kitöltve.";"Nem keresték meg telefonon, hogy az alkatrész megérkezett ,Õ neki kellett telefonálni!!"
NMLG033666;"2022. 02. 17.";'E7011';"Nem szeretne nyilatkozni!";"Az ügyfél jelenleg külföldön van, de 02.18-án még megy vissza a szervizbe, és utána majd keressem!!"
NMBO094393;"2022. 02. 17.";'J9946';"Nem szeretne nyilatkozni!";"Nem szeretne már értékelni, mert eladták ezt az autót!"
NMLZ119027;"2022. 02. 18.";'T2949';"Sikeres hívás, kérdõív kitöltve.";"A rifter tolóajtaja kicsit kiáll, ezt nem tudtuk megoldani, gyári hiba. Csak ezért ad 6-ost. Vidéken vette az autót, ezután is hozzánk fog járni."
NMBO094052;"2022. 02. 18.";'K3536';"Sikeres hívás, kérdõív kitöltve.";"ütközés riasztó továbbra is beriaszt"
NMBO093324;"2022. 02. 18.";'K4994';"Sikeres hívás, kérdõív kitöltve.";"Munkafelvevõk nem voltak segítõkészek, nem lehetett telefonon elérni õket."
NMLZ118912;"2022. 02. 18.";'T2933';"Sikeres hívás, kérdõív kitöltve.";"Ügyfél szerint a szervizben feszült volt a hangulat"
NMLM113482;"2022. 02. 18.";'B5353';"Sikeres hívás, kérdõív kitöltve.";"a kormánynál lévõ súrlódó hang nem szûnt meg, és nem is tudjuk megjavítani"
