Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLG030177;"2021. 09. 20.";'T2563';"Nem szeretne nyilatkozni!";"Itt csak számla javítás volt, munkavégzés nem!!"
NMLZ115571;"2021. 09. 20.";'T2563';"Nem szeretne nyilatkozni!";"	
Itt csak számla javítás volt, munkavégzés nem!!
"
NMBO091597;"2021. 09. 20.";'K3160';"Sikeres hívás, kérdõív kitöltve.";"Egy picit elvannak rugaszkodva az árakkal, 4 óra munka van felszámolva egy 90 ezres szervizre?!"
NMLZ116010;"2021. 09. 20.";'28514';"Nem szeretne nyilatkozni!";"Inkább majd kitölti, amit kapott e-mailben!!"
NMLZ115778;"2021. 09. 20.";'T2527';"Nem szeretne nyilatkozni!";"Részecske szûrõt elvitte volna, amit kicseréltek, de azt mondták, hogy 100 ezer forintért viheti el a kicserélt  alkatrészt!!"
NMLZ116001;"2021. 09. 20.";'T2558';"Nem szeretne nyilatkozni!";"Az 09.17. és 09.20-án is bemutatkozás után letette a telefont!!"
NMLZ115524;"2021. 09. 20.";'T2501';"Sikeres hívás, kérdõív kitöltve.";"Az autót különben még nem hozták el!!!"
NMLG031789;"2021. 09. 20.";'E5853';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon 09.16. óta egy csörgetés után kinyomott!!"
NMLZ115514;"2021. 09. 20.";'E5310';"Sikeres hívás, kérdõív kitöltve.";"Sokat kellett várnia az alkatrészre!!"
NMLG031856;"2021. 09. 20.";'E6914';"Nem szeretne nyilatkozni!";"Az ügyfél a bemutatkozásom után letette a telefont!!!"
NMBO091424;"2021. 09. 20.";'E1562';"Sikeres hívás, kérdõív kitöltve.";"Nem jó fékkel adták ki az autót! Jelenleg a szervizben van az autó, mert nem volt jó a fék 0-ra van kopva!! Ez most nagy csalódás volt pedig évek óta  jár ide hozzánk!!"
NMBO091508;"2021. 09. 20.";'K1547';"Sikeres hívás, kérdõív kitöltve.";"Jelezte, hogy a tank ajtó nem nyílik fõleg melegben! Aztán amikor érte mentek és meleg volt, és ugyan úgy nem nyílt, de akkor utána még ott rögtön megcsinálták!!"
NMBO091589;"2021. 09. 20.";'K5447';"Nem szeretne nyilatkozni!";"Az ügyfél visszahívott, de elmondta, hogy lázasan fekszik és nincs hozzá most kedve!!"
NMLZ116011;"2021. 09. 20.";'P8363';"Sikeres hívás, kérdõív kitöltve.";"Itt nem casco-s javítás volt!! Kiderült, hogy komolyabb a kár, és 14 napot kellett várni az alkatrészre, aztán kiderült, hogy szemlézni is kell, hátfalat is kellett és ez megint 14 munkanap!! Rossz érzékelõt küldtek, újabb pót rendelés kellett, és aztán kiderült, hogy a kipufogó sem jó, arra is szintén várni kellett, tehát hiba, hiba hátán volt!!! Az ügyfél élménye az nagyon negatív volt!! Azt hogy nincs alkatrész az ""full gáz"", és hogy külföldrõl kell rendelni!! A Tóth  Lászlóval elégedett, mert mentette a menthetõt!!"
NMLZ115201;"2021. 09. 20.";'P8363';"Sikeres hívás, kérdõív kitöltve.";"Itt nem casco-s javítás volt!! Kiderült, hogy komolyabb a kár, és 14 napot kellett várni az alkatrészre, aztán kiderült, hogy szemlézni is kell, hátfalat is kellett és ez megint 14 munkanap!! Rossz érzékelõt küldtek, újabb pót rendelés kellett, és aztán kiderült, hogy a kipufogó sem jó, arra is szintén várni kellett, tehát hiba, hiba hátán volt!!! Az ügyfél élménye az nagyon negatív volt!! Azt hogy nincs alkatrész az ""full gáz"", és hogy külföldrõl kell rendelni!! A Tóth  Lászlóval elégedett, mert mentette a menthetõt!!"
NMLG031838;"2021. 09. 20.";'C0514';"Sikeres hívás, kérdõív kitöltve.";"Aznap lett volna vizsga is amikor a szerviz volt, csak a vizsga biztos lebetegedett, és új idõpontot kerestek volna, de most várja, a visszajelzést, hogy mikor lesz hely a mûszaki vizsgára!! "
NMLZ116021;"2021. 09. 20.";'B1276';"Sikeres hívás, kérdõív kitöltve.";"Sajnálja, hogy nincs büfé!!"
