Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLG028338;"2020. 10. 19.";'E5906';"Sikeres hívás, kérdõív kitöltve.";"Arra számított, hogy a mûszakit is elvégzik, de holnap megy ismét vissza mûszakira!!"
NMLG028345;"2020. 10. 19.";'E6332';"Nem szeretne nyilatkozni!";"Semmilyen közvélemény kutatásra nem fog soha ráérni, esetleg írásban!!"
NMLG028357;"2020. 10. 19.";'E6067';"Sikeres hívás, kérdõív kitöltve.";"Nagy dicséretet érdemelnek a kollégák, nagyon elégedettek Szõke Imrével és a kollégáival is!!!"
NMLZ109727;"2020. 10. 19.";'T1303';"Sikeres hívás, kérdõív kitöltve.";"Azt gondolja, hogy ha valaki munkafelvevõ és ül, akkor az ügyfelet is hellyel kellene kínálni, mert ez udvariatlan volt a munkafelvevõtõl!!!!!!"
NMLM101001;"2020. 10. 19.";'T0366';"Nem szeretne nyilatkozni!";"Most fél háromra viszi vissza az autót, mert valamit elfelejtettek bekötni!!"
NMLZ109178;"2020. 10. 19.";'85074';"Sikeres hívás, kérdõív kitöltve.";"Az alkatrészre három hetet várt, és még vár visszahívást navigáció frissítés miatt!!"
NMBO085330;"2020. 10. 19.";'K2372';"Sikeres hívás, kérdõív kitöltve.";"Nagyon sokáig tartott a szerviz!!"
NMLZ109152;"2020. 10. 19.";'K1366';"Nem szeretne nyilatkozni!";"Az autót eladták, ne hívjuk Õket!!"
NMBO085364;"2020. 10. 19.";'K4676';"Sikeres hívás, kérdõív kitöltve.";"A rendszámtartó keretet lecserélték az Õ beleegyezése nélkül, és ezt a szervizvezetõnek is szóvá tette!!"
NMLZ109059;"2020. 10. 19.";'K3872';"Nem szeretne nyilatkozni!";"Ez a javítás még folyamatban van!!!"
NMLZ109655;"2020. 10. 19.";'A5020';"Nem szeretne nyilatkozni!";"A hiba megállapítva, de a javítás még folyamatban van!!"
NMLZ109659;"2020. 10. 19.";'T1245';"Nem szeretne nyilatkozni!";"Telefonon megkérdezte, hogy mennyibe fog kerülni a javítás és azt mondták 80-90 ezer forint!! Amikor a számlát megkapta addigra már 160 ezer forint lett!! Kérdezte, hogy van ez most, és azt a választ kapta, hogy a recepciós hölgy rosszul mondta!!!"
NMBO085134;"2020. 10. 19.";'S0188';"Sikeres hívás, kérdõív kitöltve.";"Szerinte olyan javítás volt, amit még nem kellett volna elvégezni!! Semmi kedvezményt nem kapott, sem a Peugeot, sem a Gablini hozzáállásával nem elégedett!!"
NMBO085183;"2020. 10. 19.";'S0188';"Sikeres hívás, kérdõív kitöltve.";"Szerinte olyan javítás volt, amit még nem kellett volna elvégezni!! Semmi kedvezményt nem kapott, sem a Peugeot, sem a Gablini hozzáállásával nem elégedett!!"
NMLZ109680;"2020. 10. 19.";'Q3934';"Nem szeretne nyilatkozni!";"Amit kért azt megcsinálták, minden rendben volt, de ezt értékelni számban nem tudja, ha nem baj!!?"
NMLM101026;"2020. 10. 20.";'B4817';"Nem szeretne nyilatkozni!";DOLGOZÓNK!!!
NMBO085334;"2020. 10. 20.";'H1376';"Sikeres hívás, kérdõív kitöltve.";"Drága szerviz!!"
NMLM100953;"2020. 10. 20.";'B0017';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drágák vagyunk!!!"
NMLZ109202;"2020. 10. 20.";'K1698';"Sikeres hívás, kérdõív kitöltve.";"Szonár nem mûködik és ezért fog visszatérni!!"
NMLM100992;"2020. 10. 20.";'B1607';"Sikeres hívás, kérdõív kitöltve.";"Nagyon sajnálja, hogy a szervizcserautó megszûnt!! Másik szervizt fog keresni, mert neki nagyon kiesik a Gablini szerviz!!"
NMLM100773;"2020. 10. 20.";'27818';"Sikeres hívás, kérdõív kitöltve.";"A gumi átszerelés 3,5 óráig tartott és ez nagyon hosszú idõ volt, ebben változtathatna a szerviz!!"
NMBO085395;"2020. 10. 20.";'J8885';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drága lett az átszerelés, és nem tájékoztatják még arról sem, hogy a gumiban a nyomás ellenõrzés ill. feltöltés megtörtént-e!!??"
NMLM100911;"2020. 10. 20.";'B1218';"Nem szeretne nyilatkozni!";"Ez a telefonszám 10.16. óta csak csörög!"
NMLM100907;"2020. 10. 20.";'A8972';"Sikeres hívás, kérdõív kitöltve.";"Az, hogy az új Importõr megszüntette a csereautót az elfogadhatatlan! Nem mindig tud eltölteni négy órát a szervizben!!!"
NMBO084676;"2020. 10. 20.";'K1503';"Sikeres hívás, kérdõív kitöltve.";"Az alkatrészre egy hónapot vár, és ez nagyon hosszú idõ volt számára!!!"
NMLZ109725;"2020. 10. 20.";'P8490';"Sikeres hívás, kérdõív kitöltve.";"Érzékelt egy furcsa hangot a motorból, és amikor elhozta akkor kétféle véleményt kapott: egyik ez egy normális hang, második vélemény pedig, hogy vigye el az M3-ra ahol megnézik és a garanciát is tudják érvényesíteni!!"
NMLG028375;"2020. 10. 20.";'E6338';"Sikeres hívás, kérdõív kitöltve.";"A 2. kérdésnél: szerviz-szolg.: 3-as, m.felvevõ: 5-ös!! Ahogy eljött az autóval elkezdett gõzölögni a motorháztetõ, nem volt jól visszatekerve az olaj betöltõ nyílás sapkája!! Valamit még reszeteltek, amit nem kellett volna!! Az elején kérdezte, hogy mennyi idõ lesz azt mondták, hogy 45 perc helyette több mint két órát volt ott!! M"
NMLZ109755;"2020. 10. 20.";'B2972';"Nem szeretne nyilatkozni!";"Ez a javítás még folyamatban!"
NMLZ109693;"2020. 10. 20.";'T1269';"Nem szeretne nyilatkozni!";"A 20-as mobilon férfi jelentkezik és nincs Peugeot típusú autója, a másik telefonszám pedig túl sok, nem értelmezhetõ!!!"
NMLZ109717;"2020. 10. 20.";'S1778';"Nem szeretne nyilatkozni!";"A javítás még folyamatban van, alkatrészre vár utána majd nyilatkozik!!"
NMBO084798;"2020. 10. 20.";'K4477';"Sikeres hívás, kérdõív kitöltve.";"Amúgy flottakezelõ cég, nem szóltak vissza, hogy lett volna valami baj!!!"
NMLG028336;"2020. 10. 21.";'E6328';"Nem szeretne nyilatkozni!";"Ez a telefonszám 10.19. óta csak csörög, vagy kinyom!!"
NMLM100977;"2020. 10. 21.";'R0972';"Nem szeretne nyilatkozni!";"Az elsõ mobil a tulajdonos száma, a második mobil az jó, az az üzembentartó, de 10.19. óta csak csörög!!!"
NMLM101138;"2020. 10. 21.";'B5250';"Sikeres hívás, kérdõív kitöltve.";"Garanciális munka miatt fog visszatérni!!"
NMLG028323;"2020. 10. 21.";'E6324';"Sikeres hívás, kérdõív kitöltve.";"Itt Pintér Szabolccsal beszéltem, és üdvözli a Gablini urat!!"
