Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLG026864;"2020. 05. 04.";'E6097';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drága a szerviz, amin pedig lehetne változtatni, hogy úgy mondjanak idõt, hogy azt meg is csinálják.Sajnos amiért ment az nem tudták megcsinálni, ezért másik szervizbe kell mennie!!!"
NMLG026877;"2020. 05. 04.";'C0522';"Sikeres hívás, kérdõív kitöltve.";"Magasnak tartotta, amit fizetett, ez sok!!!"
NMLG026876;"2020. 05. 04.";'E5240';"Sikeres hívás, kérdõív kitöltve.";"Amit a számlán észrevett az igazából érdekes volt, de nem akart nagy feneket keríteni neki!!! "
NMLZ106295;"2020. 05. 04.";'P0467';"Nem szeretne nyilatkozni!";"Ez a telefonszám 04.28. óta folyamatosan csak foglaltat jelez, így elérhetetlen!!!"
NMLZ106334;"2020. 05. 04.";'P2312';"Nem szeretne nyilatkozni!";"Az úr akivel beszéltem már nyugdíjba ment, és nem tudott segíteni!!"
NMLZ106362;"2020. 05. 04.";'A9209';"Nem szeretne nyilatkozni!";"Az e-mailben érkezett kérdõívet kitöltötte, de várja a hívást az üléssel kapcsolatban!!! Azóta már két hónap telt el és még senki nem telefonált, hogy hogyan áll az ügy?! Esetleg a szervizvezetõ hívja fel!!"
NMLZ105049;"2020. 05. 04.";'K1056';"Sikeres hívás, kérdõív kitöltve.";"Sajnos a tapasztalati alapján volt jó is meg rossz is!! Az ügy tavaly május óta húzódik! A mostani ügyintézéssel már elégedett volt!!<br />
"
NMLZ106361;"2020. 05. 04.";'Q1562';"Nem szeretne nyilatkozni!";"Vásárolt karbantartási csomagot!! Az autót megnézték és egy hét múlva visszavitte fékbetét cserére! Õ szerinte csak az alkatrészt kellett volna fizetnie és nem munkadíjat is!!"
NMLG026859;"2020. 05. 04.";'A8187';"Sikeres hívás, kérdõív kitöltve.";"A számlázással nem volt elégedett!!!"
NMLM096641;"2020. 05. 04.";'B1336';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drágán dolgozunk, röviden ennyi!!!"
NMLZ106381;"2020. 05. 04.";'Q1995';"Nem szeretne nyilatkozni!";
NMLZ106220;"2020. 05. 04.";'Q1562';"Nem szeretne nyilatkozni!";"Vásárolt karbantartási csomagot! Az autót megnézték egy hét múlva, és visszavitte fékbetét cserére! Õ szerinte csak az alkatrész kellett volna fizetnie és nem munkadíjat is!!!"
NMLM096660;"2020. 05. 04.";'A2898';"Nem szeretne nyilatkozni!";Dolgozónk!!!
NMLM096617;"2020. 05. 05.";'B4422';"Sikeres hívás, kérdõív kitöltve.";"Folyamatos a probléma feltárás!!!"
NMBO082146;"2020. 05. 05.";'Q2023';"Sikeres hívás, kérdõív kitöltve.";"Itt az úr azt mondta, hogy volt 30 ezer km-es szervizen is!! (Néztem a progressben de nem láttam csak ezt a levegõszûrõ cserét!?)"
NMLG026782;"2020. 05. 05.";'K1263';"Sikeres hívás, kérdõív kitöltve.";"Budaörsi szervizbe kell vissza mennie, mert sajnos a kulcsot azért nem tudják betanítani mert az Infiniti kivonult Európából!! Ezt mondta a munkafelvevõ az ügyfélnek!! Várja a hívást(szerdán volt Gödöllõn), hogy mikor mehet Budaörsre a kulcs tanítása miatt!!!"
NMBO082168;"2020. 05. 05.";'K3158';"Sikeres hívás, kérdõív kitöltve.";"A beígért két órás idõtartam helyett  4 órás lett a szerviz, és ez hosszú idõ volt!!!"
NMBO082151;"2020. 05. 05.";'K4229';"Sikeres hívás, kérdõív kitöltve.";"A 2. kérdésnél a szerviz-szolgáltatásra azért adott 5-ös értékelést, mert nagyon sokáig tartott a gumicsere, 2 óra 20 percig!!! A munkafelvevõre 10-es értékelést adott!!!"
NMLM096705;"2020. 05. 05.";'B3813';"Nem szeretne nyilatkozni!";"Az autó kiírt egy hibakódot, erre azt mondták, hogy minden rendben, de miután elvitték az autót a szervizbõl utána is ott volt a hibakód, és ezért még fizetett is!!"
NMLM096446;"2020. 05. 05.";'64634';"Sikeres hívás, kérdõív kitöltve.";"Az alkatrészre nagyon sokat kellett várni!!!"
NMLZ106279;"2020. 05. 05.";'Q7535';"Nem szeretne nyilatkozni!";"Ez a telefonszám 04.28. óta csak csörög, minden nap és így elérhetetlen!!!"
NMBO082076;"2020. 05. 05.";'S0241';"Sikeres hívás, kérdõív kitöltve.";"Annyit szeretne jelezni, hogy mintha a motorba kevesebb olajat tettek volna, mivel a jelzés néha felvillan!!!"
NMBO082162;"2020. 05. 05.";'K2995';"Sikeres hívás, kérdõív kitöltve.";"Szeretné jeleni, hogy a számla 400 ezer forint volt és nem tudott kártyával fizetni, mert 300 ezer forint a határ!! Ez a mai világban elfogadhatatlan!!!"
NMLM096720;"2020. 05. 06.";'B4670';"Sikeres hívás, kérdõív kitöltve.";"Nagyon ""futószalag történetnek"" érezte az egész szervizben tartózkodását és nem érezte azt ""filinget"", hogy Infiniti tulajdonos!!!"
NMLM096671;"2020. 05. 06.";'Q8609';"Nem szeretne nyilatkozni!";"Õk is autószerviz!!!"
NMLM096722;"2020. 05. 06.";'51729';"Nem szeretne nyilatkozni!";"Többé tilos hívni és emailt sem kérne többé!!!TILOS!!!!"
NMLZ106446;"2020. 05. 06.";'A8988';"Nem szeretne nyilatkozni!";"Ez a javítás még folyamatban van, utána hívjam!!!"
NMLZ106402;"2020. 05. 06.";'85205';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drága a szerviz és az alkatrész-ellátás eléggé döcögõs, sokat kell rá várni!!"
NMLM096697;"2020. 05. 06.";'J8152';"Sikeres hívás, kérdõív kitöltve.";"A szerviz 28 ezer forintért elvégzett egy tesztet, amivel nem igazából volt elégedett!! Amit mondtak azt eddig is tudta!!!"
NMLM096723;"2020. 05. 06.";'B4671';"Sikeres hívás, kérdõív kitöltve.";"A határidõvel volt egy pici gond!!"
NMLM096727;"2020. 05. 06.";'B4209';"Sikeres hívás, kérdõív kitöltve.";"Iszonyatosan magas árakon dolgozik a szerviz!! Ez már lassan megfizethetetlen lesz!!!"
NMLZ104246;"2020. 05. 06.";'P8882';"Nem szeretne nyilatkozni!";"Ez a telefonszámon 04.30. óta folyamatosan hangposta jelentkezik,  így elérhetetlen!!!"
NMLZ106102;"2020. 05. 06.";'P3032';"Nem szeretne nyilatkozni!";"Az autó jelenleg is nálunk van, utána majd nyilatkozik!!!"
NMLG026878;"2020. 05. 07.";'E5609';"Nem szeretne nyilatkozni!";"Ez a telefonszám már 05.04.óta folyamatosan csak foglaltat jelez!!!"
NMLG026889;"2020. 05. 07.";'C1028';"Sikeres hívás, kérdõív kitöltve.";"A 2. kérdésre csak azért adott 1-es értékelést, mert nagyon messze lakik ettõl a szerviztõl!!!"
NMLM096729;"2020. 05. 07.";'A5313';"Sikeres hívás, kérdõív kitöltve.";"Annyi, hogy rendelt egy tetõ csomagtartót (már megvan), de elõtte nem kapott semmilyen értesítést!!!"
NMLZ106459;"2020. 05. 07.";'E4578';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drága a szerviz!!!"
NMBO082158;"2020. 05. 07.";'K2997';"Sikeres hívás, kérdõív kitöltve.";"A határidõben csúszás volt, a mosás miatt! Azért annyit jelezne, hogy a munkafelvevõ megkérdezhetné, hogy kéri a mosást vagy nem?! A másik dolog, hogy a szalonban senki nem viselte a maszkot, pedig az ajtóra ki van téve!!! Így, hogy lehet a szabályokat betartani??"
NMLG026801;"2020. 05. 07.";'E1569';"Nem szeretne nyilatkozni!";"Ez a telefonszám 05.04. óta folyamatosan foglaltat jelez!!!"
NMLZ104290;"2020. 05. 07.";'S6073';"Nem szeretne nyilatkozni!";"Itt az ügyfél visszahívást kért 05.04-én, de azóta csak csörög, így elérhetetlen!!!"
NMLG026893;"2020. 05. 07.";'E5144';"Nem szeretne nyilatkozni!";"Ezzel a problémával(légzsák) már két éve nem tudnak mit kezdeni!! Nagyon sokszor már bemérték, és egyszerûen nem tudnak vele mit kezdeni!"
NMBO082219;"2020. 05. 08.";'M1230';"Sikeres hívás, kérdõív kitöltve.";"Azt mondták, hogy két óra alatt kész lesz, de nem és nem is takarították ki és nem mosták le az autót!!"
NMLG026601;"2020. 05. 08.";'C1096';"Sikeres hívás, kérdõív kitöltve.";"Örülne, hogy hordanának a kollégák maszkot, ha már Õ megteszi!!!"
NMLG026737;"2020. 05. 08.";'E4779';"Sikeres hívás, kérdõív kitöltve.";"Megígérték, hogy visszahívják és ez már két hete volt, féket szeretne javíttatni, de még azóta nem hívták!! Kérte, hogy vegyék fel vele a kapcsolatot!!"
NMLG026449;"2020. 05. 08.";'C0993';"Nem szeretne nyilatkozni!";"Egy hónapig állt az autó a hátsó irányjelzõ miatt, úgy hogy ne is kérdezzem!!!"
NMLM096142;"2020. 05. 08.";'24480';"Sikeres hívás, kérdõív kitöltve.";"Itt hozom-viszem szolgáltatás volt, és minden a legnagyobb rendben zajlott!!!"
NMLM096776;"2020. 05. 08.";'R0265';"Sikeres hívás, kérdõív kitöltve.";"Elég sokat kellett várni, dacára annak, hogy rajtuk kívül csak egy ember várt!!"
NMLG026896;"2020. 05. 08.";'C1055';"Nem szeretne nyilatkozni!";"Ez a telefonszám 05.05.óta nem kapcsolható, így elérhetetlen!!!"
NMLM096701;"2020. 05. 08.";'66356';"Nem szeretne nyilatkozni!";"Az úr 05.05-én visszahívást kért, de azóta csak csörög, így elérhetetlen!!!"
NMBO082233;"2020. 05. 08.";'K3328';"Sikeres hívás, kérdõív kitöltve.";"Annyit mondana, hogy külön kiemelné Pákozdi Tamás munkáját, tökéletes!!!!"
NMLZ106487;"2020. 05. 08.";'A7600';"Sikeres hívás, kérdõív kitöltve.";"A számlánál vannak problémái, de ezen biztos, hogy változtatni nem lehet mert ez más szervizeknél is hasonló!!"
NMBO082235;"2020. 05. 08.";'K2741';"Sikeres hívás, kérdõív kitöltve.";"A szerviz megmondta, hogy mi a hiba és szépen levezette mi mennyibe fog kerülni és ez 50 ezer forint lett volna!! Elment a Bárdihoz vett motort 3 ezer forintért és Õ kicserélte! Itt a dolgok nagyon elszálltak!!!"
NMLG026897;"2020. 05. 08.";'E6105';"Sikeres hívás, kérdõív kitöltve.";"Az ügyfélváróban van egy bõr ülõgarnitúra és annak olyan cigaretta szaga van, hogy kint ült a buszmegállóban!! Valami padot rakhatnának ki, mert van akit ez nagyon zavar!!!!"
NMLZ106396;"2020. 05. 08.";'88539';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon 05.05. óta csak hangposta jelentkezik!!!"
