Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ110875;"2020. 12. 07.";'T1828';"Nem szeretne nyilatkozni!";"A hölgy akivel beszéltem elmondta, hogy nincs ilyen típusú autója neki Ford típusú autója van!!"
NMLG028033;"2020. 12. 07.";'E2731';"Sikeres hívás, kérdõív kitöltve.";"A 2. kérdésre azért adott 5-ös értékelést, mert már nem nagyon hordják márka szervizbe(12éves)!!"
NMBO086271;"2020. 12. 07.";'S0356';"Nem szeretne nyilatkozni!";"Az úr azt mondta, hogy mindenre 1-es az értékelése!!Elhozták az autót és a reklám fólia levált róla!! Jelezte a munkafelvevõnek, hogy jobb oldalán a matrica alatt víz van! Akkor bevitték ismét és egy kolléga odament és azt mondta, hogy az nem is biztos, h"
NMLZ110780;"2020. 12. 07.";'C1034';"Sikeres hívás, kérdõív kitöltve.";"Arról volt szó, hogy az elemet kicserélik, de nem cserélték ki, hanem megjavították!! Igazából azt szerették volna, ha kicserélik az elemet, mert ha eladják, akkor már a festékmérõ kijelzi, hogy sérülés volt!!"
NMLG028898;"2020. 12. 07.";'E5881';"Sikeres hívás, kérdõív kitöltve.";"Kicsit hosszú volt, egy óra helyett sajnos két óra lett!!"
NMLM102035;"2020. 12. 07.";'M1516';"Nem szeretne nyilatkozni!";"Az ügyfél úgy érzi csak addig volt jó ameddig eladták az autót!! Az úr úgy fogalmazott, hogy hülyének nézték!! Küldözgették ide-oda, egyik munkafelvevõtõl a másikig, és a bánásmóddal nem volt elégedett!! Bérelt ott nálunk autót egy csereautót, amibe termé"
NMBO086444;"2020. 12. 07.";'K3534';"Nem szeretne nyilatkozni!";"Ez a telefonszám a FÕTAXI száma, de ezt már tavaly 09.19-én is bejelöltem, és még sem kért a munkafelvevõ valódi telefonszámot!!"
NMBO086194;"2020. 12. 07.";'M0158';"Nem szeretne nyilatkozni!";"Ez a telefonszám folyton csak csörög, próbáltam már 11.27. óta, de mindig csak csörög!!"
NMBO086202;"2020. 12. 07.";'M1474';"Sikeres hívás, kérdõív kitöltve.";"A hölgy nem tudja, hogy milyen idõ közönként kell mennie szervizre? Ebben esetleg, ha tudnátok neki egy e-mailt küldeni az jó lenne!! Tõlem kérdezte, de én ezt nem tudtam megmondani neki!!! Köszi!!!"
NMLZ110265;"2020. 12. 07.";'B3361';"Nem szeretne nyilatkozni!";"Ezt az autót el is adta, és nem történt semmi javítás, de a Láda András úr kifejezetten segítõkész és rendes volt!
"
NMLZ110447;"2020. 12. 07.";'Q9273';"Sikeres hívás, kérdõív kitöltve.";"Casco-s javítás még lesz, és megbeszélik még a munkafelvevõvel!!"
NMLM102319;"2020. 12. 07.";'B2791';"Sikeres hívás, kérdõív kitöltve.";"Sokallta az összeget!!!"
NMLM101378;"2020. 12. 07.";'R0818';"Nem szeretne nyilatkozni!";"Nem Õ vitte az autót, hanem a fia, de úgy tudja nem ment minden zökkenõmentesen!!"
NMLZ110578;"2020. 12. 07.";'A5431';"Nem szeretne nyilatkozni!";"Ez a telefonszám folyamatosan csak foglalt jelzést ad!!"
NMBO086186;"2020. 12. 07.";'K2891';"Nem szeretne nyilatkozni!";"Ez a telefonszám folyamatosan csak foglalt jelzést ad!!"
NMLZ110101;"2020. 12. 07.";'K1175';"Sikeres hívás, kérdõív kitöltve.";"Errõl a munkáról semmilyen írásos dokumentumot nem kapott!!"
NMLZ110596;"2020. 12. 07.";'P5386';"Nem szeretne nyilatkozni!";"Ez a telefonszám eddig csak csörgött, mai napon pedig kinyomott!!"
NMLM101756;"2020. 12. 07.";'K4727';"Sikeres hívás, kérdõív kitöltve.";"Sajnos nem elégedett!! Kapott erre  a javításra árajánlatot és 50%-ot elõre kifizetett, de erre a vizsgálatra 123 ezer forintot fizetett, és nem teljesen érti!! Bár nem szólt, de ha én kérdeztem akkor ez a megjegyzése!!!"
NMBO086210;"2020. 12. 07.";'J7060';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drágák a szerviz díjak!!!"
NMLZ110608;"2020. 12. 07.";'Q5145';"Sikeres hívás, kérdõív kitöltve.";"Annyit mondana, hogy az autót megvárta és elég sokáig tartott, de senki meg nem kérdezte Tõle, hogy egy kávét vagy egy üdítõt hozhat-e neki!!!"
NMLM102085;"2020. 12. 07.";'54363';"Sikeres hívás, kérdõív kitöltve.";"Sajnos nem elégedett az egész folyamat elég nehézkes volt!! A határidõ is hosszú volt, nem tájékoztatták !! Aztán volt fényszóró komplett cseréje, és ami benne volt izzó kidobták pedig kb. fél éves új izzó volt!! Hát elég furcsa volt a tapasztalata!!!"
NMLM102068;"2020. 12. 07.";'A8611';"Sikeres hívás, kérdõív kitöltve.";"Jelezné, hogy maga az átszerelés nagyon sokáig tartott és másfél óra az nem fér bele neki idõben!!"
NMLZ109302;"2020. 12. 07.";'E4384';"Nem szeretne nyilatkozni!";"A javítás folyamatban (vitás ügy van)!!!"
NMLZ110650;"2020. 12. 07.";'P2312';"Nem szeretne nyilatkozni!";"Az úr azt ígérte, hogy visszahív, de nem tette!!"
NMLZ110632;"2020. 12. 07.";'P7564';"Sikeres hívás, kérdõív kitöltve.";"Nagyon magasak a szerviz árak!!!"
NMLZ110655;"2020. 12. 07.";'T1793';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drága a szerviz, magasak az árak fõleg az olaj!!!"
NMLZ110890;"2020. 12. 08.";'P8021';"Nem szeretne nyilatkozni!";Dolgozónk!!!
NMLZ110854;"2020. 12. 08.";'S9718';"Nem szeretne nyilatkozni!";"Nem tud válaszolni, mert flottakezelõ cég és nem Õk viszik az autókat szervizbe!!"
NMLG028848;"2020. 12. 08.";'E3642';"Nem szeretne nyilatkozni!";"Az ügyfél azt mondta, hogy most nem szívesen venne ebben részt!!"
NMLZ110494;"2020. 12. 08.";'C1167';"Sikeres hívás, kérdõív kitöltve.";"Nagyon kedves és rendes volt a karosszéria munkafelvevõ!!"
NMLM102376;"2020. 12. 08.";'B5423';"Sikeres hívás, kérdõív kitöltve.";"A Gablini szervizbe irányították át egy szervizbõl!! Teljesen mást állapítottak meg, mint amit kellett, és amint kiderült egy másik 3. szervizben, nem is az a baj amit mondtak! A második kérdésnél az ügyfél csak a munkafelvevõt értékelte!!"
NMLM102373;"2020. 12. 08.";'B4257';"Sikeres hívás, kérdõív kitöltve.";"Hozom-viszem szolgáltatás volt, igaz hogy egy nappal elõbb jöttek, de nem okozott gondot! Ezért senkit ne vonjanak felelõsségre!!!!"
NMLM102387;"2020. 12. 08.";'B5427';"Sikeres hívás, kérdõív kitöltve.";"Az autó tisztaságára nem ügyeltek úgy, mint ahogy az kellett volna a kárpiton a belsõ tér felsõ részén lett egy kis fekete csík ! Az ülés le volt hajtva, mert a nyári gumikat elvitte, és a hátsó üléstámlánál az egyik biztonsági övtartó mûanyag, ahonnan a biztonsági öv kijön lötyögõs lett, de lehet hogy már ez így volt!!"
NMBO086278;"2020. 12. 08.";'S0042';"Nem szeretne nyilatkozni!";"Ez a telefonszám 12.04. óta csak csörög!!!"
NMLM101964;"2020. 12. 08.";'P8950';"Sikeres hívás, kérdõív kitöltve.";"Januárban a kötelezõ szerviz miatt fog visszatérni!!"
NMBO086307;"2020. 12. 08.";'K2995';"Sikeres hívás, kérdõív kitöltve.";"Hosszú volt a várakozási idõ, ezért adott 6-os értékelést!!!"
NMBO086305;"2020. 12. 08.";'S0371';"Sikeres hívás, kérdõív kitöltve.";"Garanciális munka miatt fog még visszamenni!!!"
NMLM101837;"2020. 12. 08.";'B5189';"Sikeres hívás, kérdõív kitöltve.";"Örült, hogy kapott ajándék autómosást!!"
NMLM102094;"2020. 12. 08.";'B5378';"Sikeres hívás, kérdõív kitöltve.";"Diagnosztikát is végeztek, és arról semmilyen papírt nem kapott csak szóban! Jó lenne, ha már fizetett érte, akkor valamilyen dokumentumot kapna!!"
NMBO086124;"2020. 12. 08.";'K4477';"Nem szeretne nyilatkozni!";"Ez az autó ügyfélnél van, de ameddig Õ nem jelez vissza akkor biztos rendben volt minden!!"
NMLM102232;"2020. 12. 08.";'66266';"Nem szeretne nyilatkozni!";"Inkább most nem értékelne! Van az autó bal elsõ felnijén  egy elég komoly sérülés és a motor háztetõn is van egy kis hiba! Ezeket amikor elhozta azután vette észre!!!"
NMLM101580;"2020. 12. 08.";'25593';"Nem szeretne nyilatkozni!";"Azért nem értékel még, mert szándékában áll visszamenni, mivel megint elõjöttek a problémák!!"
NMLM101722;"2020. 12. 08.";'66275';"Sikeres hívás, kérdõív kitöltve.";"Sajnos csalódott a márkában, amennyiben nem köt rá hosszabbított garanciát akkor legalább 100 ezer forintot költhetett volna erre az autóra!!! A munkafelvevõnek, Marx Gergõnek még plusz 10pontot adna!!!"
NMLZ110601;"2020. 12. 08.";'T1772';"Nem szeretne nyilatkozni!";"A megbeszélt idõpontban visszahívtam, de már hangposta jelentkezett!!"
NMLZ110509;"2020. 12. 08.";'T1772';"Nem szeretne nyilatkozni!";"A megbeszélt idõpontban visszahívtam, de már hangposta jelentkezett!!"
NMLM101596;"2020. 12. 08.";'27838';"Sikeres hívás, kérdõív kitöltve.";"A féktárcsa miatt kellett visszamennie!!"
NMLZ110628;"2020. 12. 08.";'S5019';"Nem szeretne nyilatkozni!";"Ez a telefonszám 12.07. óta csak csörög!!"
NMLM101979;"2020. 12. 08.";'B0667';"Sikeres hívás, kérdõív kitöltve.";"Sajnos nem teljesen elégedett, de már a harmadik Nissan-t veszi nálunk, mert szereti! Talán szakmailag a jövõben javulhatnánk és reméli, hogy a dolgok változni fognak!!!"
NMLZ109610;"2020. 12. 08.";'A6318';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon 12.07.óta csak hangposta jelentkezik!!"
