Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMBO088982;"2021. 05. 17.";'K2528';"Sikeres hívás, kérdõív kitöltve.";"Az ügyfél várónál lenne egy asztal amin tudna dolgozni  akkor tökéletes lenne !! "
NMLZ111502;"2021. 05. 17.";'T1944';"Sikeres hívás, kérdõív kitöltve.";"Még vissza kell menni, mert nincs még meg az alkatrész!!"
NMBO089124;"2021. 05. 17.";'K3328';"Sikeres hívás, kérdõív kitöltve.";"Jövõben is számít a munkánkra csak így tovább !!"
NMBO088713;"2021. 05. 17.";'K3461';"Nem szeretne nyilatkozni!";"Sajnos  nem  lett jó az autó jeladót cseréltünk 8-km után az autó vissza jött a szervizbe ! A szállítást neki kellett fizetni . Azt gondolja,hogy ez nem Nissanos hozzá állás volt.  "
NMBO089129;"2021. 05. 17.";'K3796';"Sikeres hívás, kérdõív kitöltve.";"Drága szerviz !!"
NMBO089104;"2021. 05. 17.";'K4490';"Sikeres hívás, kérdõív kitöltve.";"Csak így tovább minden tökéletes volt !!"
NMLZ113021;"2021. 05. 17.";'T2147';"Sikeres hívás, kérdõív kitöltve.";"Már csak egy alkatrészre vár  ablakemelõ csere lesz .<br />
Tökéletes volt minden !!"
NMLG030238;"2021. 05. 17.";'C1393';"Nem szeretne nyilatkozni!";"Az ügyfél 05.14-re kért visszahívást, de akkor is és ma is csak csörgött!!"
NMLZ113736;"2021. 05. 17.";'T2249';"Sikeres hívás, kérdõív kitöltve.";"Kiemelné,hogy a kampány munkákat is jelezte a szerviz.<br />
Ez nagyon pozitív !!"
NMLG030329;"2021. 05. 17.";'E5831';"Sikeres hívás, kérdõív kitöltve.";"Nagyon szuper volt, hogy bevitte és meg is csináltak az autóját még aznap!! "
NMLG030287;"2021. 05. 17.";'E4393';"Sikeres hívás, kérdõív kitöltve.";"A szerviz várónál nincs egy automata ahol egy kávét vagy frissítõt lehetne inni . Picit a környezet elavult !!  "
NMLZ113639;"2021. 05. 17.";'T2239';"Nem szeretne nyilatkozni!";"Az elsõ mobilon az úrnak nincs ilyen autója, rossz a szám, a második szám pedig kevés mobilszámnak!!"
NMLM106270;"2021. 05. 17.";'B3826';"Sikeres hívás, kérdõív kitöltve.";"Nem láthatta,hogy mit csináltak az autójával !!"
NMBO089152;"2021. 05. 17.";'J3573';"Nem szeretne nyilatkozni!";"Aki bent járt nem értékelné a szerviz munkáját. Ezt hallottam akivel beszéltem !!"
NMLZ112253;"2021. 05. 17.";'B4669';"Sikeres hívás, kérdõív kitöltve.";"A kesztyûtartóból eltûnt a fekete szerviz mappa ö is és a szerviz is keresi. A kolléga nagyon segítõ volt !!"
NMLZ113403;"2021. 05. 17.";'Q3985';"Sikeres hívás, kérdõív kitöltve.";"Picit az idõ volt hosszabb mint amit ígértek !! Amúgy minden rendben volt !"
NMLM106189;"2021. 05. 17.";'S2388';"Nem szeretne nyilatkozni!";"Az úr akivel beszéltem(mobilszám), elmondta hogy már nem Õ intézi ezeket a dolgokat hanem a M1 Flotta!! A 2. városi számon  is ugyanezt az információt kaptam!!"
NMLM106299;"2021. 05. 17.";'B5925';"Sikeres hívás, kérdõív kitöltve.";"Dolgozónk Majoros Ágnes apósa volt a szervizben az Õ autója, de az elsõ mobil a kolléganõnk száma vele beszéltem!!"
NMLM106350;"2021. 05. 17.";'B5935';"Sikeres hívás, kérdõív kitöltve.";"Takarítás belefért volna ebbe az összegbe! Elõször másfél órát mondtak, aztán két tóra lett!! Udvariasak voltak, magasnak érezte a díjakat!! "
NMLG030307;"2021. 05. 17.";'B3668';"Sikeres hívás, kérdõív kitöltve.";"Vásárolt garancia meghosszabbítást ! sajnos azt az infót kapta,hogy sem az alkatrészre sem a munkadíjra nem vonatkozik !! Ezt csak úgy elmondta !!"
