Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ117380;"2021. 11. 22.";'T2733';"Nem szeretne nyilatkozni!";"Ilyen telefonszám nincs, és Õ a saját dolgozónk!!!"
NMBO092783;"2021. 11. 22.";'M0942';"Nem szeretne nyilatkozni!";"Az IP telefon nem engedélyezi a külföldi telefonszám hívását!!"
NMLG032688;"2021. 11. 22.";'E5746';"Nem szeretne nyilatkozni!";"TILOS HÍVNI!!"
NMLZ117247;"2021. 11. 22.";'P6401';"Nem szeretne nyilatkozni!";DOLGOZÓNK!!!!!!!!!!!!!!!!!
NMLG032662;"2021. 11. 22.";'E0907';"Sikeres hívás, kérdõív kitöltve.";"Azért adott most 9-es értékelést, mert az a fajta szívélyesség nem jelent meg, mint az elsõ alkalommal!! A kommunikáció nem volt olyan gördülékeny!!! Más KIA-s szervizzel is van tapasztalata, és szerinte nem kellene azt megvárni, hogy kér egy kávét vagy vizet, ez alap!! Máshol raktak ki önkiszolgáló kávét és be volt készítve ásványvíz!!"
NMLZ116902;"2021. 11. 22.";'T2650';"Nem szeretne nyilatkozni!";"Sajnos nem oldódott meg a problémája, még megy majd vissza amikor az ideje engedi!!!"
NMLM109666;"2021. 11. 22.";'R1235';"Nem szeretne nyilatkozni!";"A hölgy nem ér rá, mert dolgozik és csak 17 óra után alkalmas!!"
NMLM111177;"2021. 11. 22.";'M0764';"Sikeres hívás, kérdõív kitöltve.";"Folyamatos garanciális problémával jár(eddig Budaörsre járt) oda és soha nem csinálják meg, és azt mondják, hogy keresnek erre megoldást!! Egy három éves autónál nem kellene, hogy elöregedjenek a gumik, úgy hogy a garázsban áll az autó!! Ahogy kihozza tavasszal a garázsból és elkezd süti nap, a biztonsági öv jelezi, hogy nincs bekötve az biztonsági öv, és ez még mindig nincs megoldva!! Ezekre a gondokra szeretne megoldást!! A 3. kérdésre én írtam be, mert az úr az elõzõekben leírtak miatt nem akart értékelni!! Itt az M3-on sokkal segítõkészebb volt a kolléga, mint a budaörsi szervizben!!"
NMLZ117169;"2021. 11. 22.";'P6248';"Nem szeretne nyilatkozni!";"Ez a telefonszám 11.18. óta csak csörgött!!"
NMBO092620;"2021. 11. 22.";'K5553';"Nem szeretne nyilatkozni!";"Ez a telefonszám 11.19.óta de. és du. is csak csörgött!!"
NMLZ117131;"2021. 11. 22.";'P7763';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon Mihály Edit jelentkezett és nincs ilyen típusú autója!!"
NMBO092451;"2021. 11. 22.";'J9333';"Nem szeretne nyilatkozni!";"A hölgy bemutatkozásom után annyit mondott, hogy rendel és letette a telefont!!"
NMBO092769;"2021. 11. 22.";'K2767';"Sikeres hívás, kérdõív kitöltve.";"Az idõpontot nagyon nem tudják tartani, nagyon elhúzódott 3,5 óráig tartott az egész!! "
NMBO092776;"2021. 11. 22.";'K4636';"Sikeres hívás, kérdõív kitöltve.";"Még megy vissza a mai napon, mert elõbb  megérkezett az alkatrész!!"
NMBO092788;"2021. 11. 22.";'K4697';"Nem szeretne nyilatkozni!";"Az úr éppen a szervizben van, mert megérkezett az alkatrész, majd utána nyilatkozik!!"
NMLZ116164;"2021. 11. 22.";'80732';"Nem szeretne nyilatkozni!";"Nagyon rossz véleménye van errõl  a szervizünkrõl! Nem akarták garanciába megjavítani, az autót szeptember 23-tól november 11.16-ig nálunk volt a szervizben!  Azon is csodálkozott ennyi idõ után egy kis kedvezményt adhattak volna! Õ járt utána, hogy garan"
NMLZ115787;"2021. 11. 22.";'T2529';"Nem szeretne nyilatkozni!";"Az ügyféllel már beszéltem 11.17-én és akkor sem nyilatkozott, mert nem volt elégedett a munkafelvevõvel!!!"
NMLM111189;"2021. 11. 22.";'A1596';"Sikeres hívás, kérdõív kitöltve.";"Kicsit sokáig tartott a mûszaki vizsga!!"
NMLM111166;"2021. 11. 22.";'A7358';"Nem szeretne nyilatkozni!";"Most egyáltalán nincs megelégedve, nem csináltak semmit, mert kérte hogy nézzék meg a fékeket, és nem csinálták meg, és nem szóltak rá semmit!! Eddig nem volt semmi problémája, de most igen!! Azt sem érti, amikor visszakapta az autót az ajtó kédergumi ki "
NMBO092578;"2021. 11. 22.";'K0236';"Sikeres hívás, kérdõív kitöltve.";"Amiért bevitte az autót azt nem csinálták meg!"
NMLM111175;"2021. 11. 22.";'A9414';"Sikeres hívás, kérdõív kitöltve.";"A hölgy elmondta, hogy a férje járt bent, de szokás szerint minden rendben volt!!"
NMLZ117301;"2021. 11. 22.";'T2055';"Nem szeretne nyilatkozni!";"Az irodavezetõ hölggyel beszéltem és azt mondta, hogy tudomása szerint minden rendben volt, de a kollégája járt a szervizben, de Õ most nincs az irodában!"
NMLZ117322;"2021. 11. 22.";'P5052';"Sikeres hívás, kérdõív kitöltve.";"Nem volt elégedett!! Ott vártak 3,5 órát és másnap ismét vissza kellett menni, mert az akkumulátort ki kellett cserélni! Nálunk vette az autót és az elsõ három évben rendesen mentek a dolgok, és ahogy telt az idõ úgy romlott a szerviz is! A következõ alkalommal biztos, hogy nem idõ fog jönni szervizbe!!"
NMLM111220;"2021. 11. 22.";'M1490';"Nem szeretne nyilatkozni!";"Minden évben egyszer eljönnek a szervizbe, de értékelni nem szeretne és megköszönte, hogy hívtam!!"
NMLZ117276;"2021. 11. 23.";'S6846';"Sikeres hívás, kérdõív kitöltve.";"Egyedül az a problémája, hogy Õk itt vannak Zuglóban velünk szemben, és a számlát azt mondták, hogy majd kipostázzák(alkatrészt vettek), de az akkor a 11.kerületi központba megy!!!"
NMLG032735;"2021. 11. 23.";'C1065';"Sikeres hívás, kérdõív kitöltve.";"Itt a fékbetét csere sokáig tartott!!"
NMLM110826;"2021. 11. 23.";'B6248';"Nem szeretne nyilatkozni!";"A hölgy mai nap délelõttre kért visszahívást, de nem vette fel!!"
NMLZ117302;"2021. 11. 23.";'87350';"Sikeres hívás, kérdõív kitöltve.";"Túl drágák vagyunk, azért nem ajánlaná igazából! Ez Angliában ingyen van!!"
NMLG032672;"2021. 11. 23.";'E7061';"Nem szeretne nyilatkozni!";"Azt mondta az úr, hogy nem kíván ebben részt venni, és már e-mailen már megtette!!"
NMLM111219;"2021. 11. 23.";'B1336';"Sikeres hívás, kérdõív kitöltve.";"Két órát tartott átrakni a felniket!!! Akkor ajánlaná a szervizünket, amennyiben olcsóbb lenne!!"
NMLM111232;"2021. 11. 23.";'B6580';"Nem szeretne nyilatkozni!";"Nincs még ez a dolog elintézve, majd a Nissan központ küldi! Viszont az ügyfél kérdezi, hogy ez mikor lesz?!"
NMLZ116578;"2021. 11. 23.";'17025';"Nem szeretne nyilatkozni!";"Szintén autós cég, és most nem ér rá, mert ügyfelekkel foglalkozik!!"
NMLG032679;"2021. 11. 23.";'C0732';"Nem szeretne nyilatkozni!";"Most nincs ideje, majd kitölti a kérdõívet!!!"
NMLG032675;"2021. 11. 23.";'C1089';"Nem szeretne nyilatkozni!";"Pénteken megy vissza, mert beszélnie kell a szervizvezetõvel és majd utána értékel!!"
NMLG032292;"2021. 11. 23.";'E3642';"Sikeres hívás, kérdõív kitöltve.";"Bõvebb tájékoztatást elvárt volna a javítással kapcsolatban, a munka elvégzése után! "
NMLM108584;"2021. 11. 23.";'A6457';"Sikeres hívás, kérdõív kitöltve.";"Sokáig tartott ez a javítás, viszont tájékoztatták mindig a folyamatban lévõ munkáról, olajlehúzó gyûrûre várt 6 hetet!!"
NMLM111207;"2021. 11. 23.";'B6522';"Sikeres hívás, kérdõív kitöltve.";"Másfél óráig tartott az átszerelés! Azt mondták,hogy 12 ezer forint az átszerelés és plusz 12 ezer forint a tárolás, viszont még valamit felszámítottak 7 ezer forintért, aminek annyira nem örült!!"
NMLM111239;"2021. 11. 23.";'B6582';"Sikeres hívás, kérdõív kitöltve.";"Rendben mentek a dolog, az idõ is rendben volt!!"
NMLM111223;"2021. 11. 23.";'R1341';"Sikeres hívás, kérdõív kitöltve.";"Hosszú ideig tartott, de minden rendben volt!!"
NMLM108163;"2021. 11. 23.";'28381';"Sikeres hívás, kérdõív kitöltve.";"Rohadt drága a szerviz, sokáig tartott 3 órát várt!!"
