Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMBO093456;"2022. 01. 03.";'J5892';"Nem szeretne nyilatkozni!";"Általában elégedett, de most ezzel a visszatérõ problémával most nem!!"
NMLZ117353;"2022. 01. 03.";'S8016';"Sikeres hívás, kérdõív kitöltve.";"Sokáig tartott ez a munka (3 óra volt, de inkább lehetne rövidebb és ugyanúgy kifizetne ezt az összeget)!!"
NMLM112020;"2022. 01. 03.";'B6369';"Nem szeretne nyilatkozni!";"A hölgy Belgiumban van, és nehezen beszélt magyarul, de azt mondta minden rendben volt!!"
NMLZ117785;"2022. 01. 03.";'89862';"Sikeres hívás, kérdõív kitöltve.";"A személyes kommunikáció nem mûködik!! Az autó jelenleg is a szervizben van, mert visszavitték, de egy pozitívum van, hogy kaptak egy csereautót! Várnak, varnak és az autó nem mûködik rendesen!"
NMLM112318;"2022. 01. 03.";'66402';"Sikeres hívás, kérdõív kitöltve.";"Annyi volt, hogy a lakk lejött a fényezésrõl, és azt mondták, hogy zuglóba kell elvinnie, és ez egy kicsit macerás számára!!!"
NMLM112299;"2022. 01. 03.";'A3441';"Sikeres hívás, kérdõív kitöltve.";"Az autót mai napon hozta el egy hét után, de sajnos nem volt lemosva, pedig ezt máskor megcsinálták!!"
NMBO093441;"2022. 01. 03.";'K2913';"Nem szeretne nyilatkozni!";"Megvan elégedve, de most ebédel!!"
NMBO093442;"2022. 01. 03.";'K3558';"Nem szeretne nyilatkozni!";"Ez a kollégája telefonszáma, és õk flottakezelõk!!!"
NMLZ117868;"2022. 01. 03.";'94379';"Nem szeretne nyilatkozni!";"Az elsõ telefonszámon a megadott ügyfél unokabátya jelentkezett, a második szám pedig csak csörgött!!"
NMLZ117879;"2022. 01. 03.";'Q5236';"Sikeres hívás, kérdõív kitöltve.";"Egyéb más munkával kapcsolatban kell visszamennie!!!"
NMLG033027;"2022. 01. 03.";'E7117';"Nem szeretne nyilatkozni!";"Kifizette a pénzt a semmiért, és nem tudja mikor lesz ebbõl valami, azt mondták, hogy még nincs honosítva az autó!! Eddig nem elégedett!! Nem értesítették még, hogy mikor mehet!!"
NMLM111961;"2022. 01. 03.";'B3447';"Nem szeretne nyilatkozni!";"Nem alkalmas, mert éppen edzésre mennek és letette a telefont!"
NMLM111408;"2022. 01. 03.";'B5438';"Nem szeretne nyilatkozni!";"Most nem alkalmas, mert olyan helyen van majd máskor és letette a telefont!!"
NMLG033068;"2022. 01. 03.";'B0471';"Sikeres hívás, kérdõív kitöltve.";"Megérkezett a pici alkatrész és ezért fog visszatérni!!"
NMLG033074;"2022. 01. 03.";'C1228';"Nem szeretne nyilatkozni!";"A hölgy lánya járt az autóval a szervizben, de úgy tudja minden rendben volt!!"
