Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLM113577;"2022. 02. 21.";'66440';"Sikeres hívás, kérdõív kitöltve.";"45 percet várt feleslegesen az autó elkészülte után"
NMLM112325;"2022. 02. 21.";'A7357';"Sikeres hívás, kérdõív kitöltve.";"Szerviz elött nem volt zakatoló hangja a motornak, de szerviz után az lett"
NMLZ118076;"2022. 02. 21.";'B6549';"Sikeres hívás, kérdõív kitöltve.";"Nem köszöntek neki a szervizben és a "
NMLM113544;"2022. 02. 21.";'B4448';"Sikeres hívás, kérdõív kitöltve.";"Nem volt elég személyzet a szervizben, drága volt a szerviz"
NMLZ118927;"2022. 02. 21.";'28236';"Sikeres hívás, kérdõív kitöltve.";"szolgáltatás díját nem tudta mit jelent"
NMLZ119013;"2022. 02. 21.";'28241';"Sikeres hívás, kérdõív kitöltve.";"egész nap nálunk volt az autó, de csak délután jeleztük, hogy van egy frissítés az autón, ami miatt vissza kell jönnie, ezért kevésbé elégedett most. "
NMLZ119048;"2022. 02. 21.";'T2052';"Sikeres hívás, kérdõív kitöltve.";"csak azért ad most 9-et, mert nem tudtuk lemosni az autót, mint korábban, de maximálisan elégedett"
NMLZ118345;"2022. 02. 21.";'R1318';"Nem szeretne nyilatkozni!";"Németh Nándorral e-mailben egyeztetett, majd nem perre ment, inkább nem nyilatkozik."
NMLM112136;"2022. 02. 21.";'A9726';"Sikeres hívás, kérdõív kitöltve.";"Különösen Kretz Balázzsal elégedett."
NMLM111791;"2022. 02. 21.";'B3065';"Sikeres hívás, kérdõív kitöltve.";"12.08 garanciális munkalap most zárt, ahogy emlékszik, minden rendeben volt."
NMLM113592;"2022. 02. 21.";'B6822';"Sikeres hívás, kérdõív kitöltve.";"Vétel elõtti átvizsgálás volt, szerette volna írásban megkapni az állapotfelmérés eredményét, de erre nem volt lehetõség, csak annyit mondtunk neki, hogy rendben van az autó. Nem vette meg, de ha megvette volna, sem ide jött volna késõbb szervizbe."
NMLM113069;"2022. 02. 21.";'B4664';"Sikeres hívás, kérdõív kitöltve.";"Hiányzott a tájékoztatás."
NMBO094399;"2022. 02. 22.";'K3962';"Sikeres hívás, kérdõív kitöltve.";"kávéautómata elnyelte a pénzt, a sziklakert szép lenne ha rendben lenne"
NMLM113546;"2022. 02. 22.";'M1196';"Sikeres hívás, kérdõív kitöltve.";"hidegen ránt,kattog az autó"
NMBO094471;"2022. 02. 22.";'K5633';"Sikeres hívás, kérdõív kitöltve.";"olajhûtõ folyás javítása 2 hónapig tartott"
NMLG033712;"2022. 02. 22.";'C1059';"Sikeres hívás, kérdõív kitöltve.";"extra külsõ-belsõ takarítást kért, de csak alap takarítást kapott"
