Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ109649;"2021. 03. 01.";'S6640';"Nem szeretne nyilatkozni!";"Visszahívást kért 03.01-én délelõttre, de kinyomott két csörgetés után!!"
NMLM103539;"2021. 03. 01.";'K0848';"Sikeres hívás, kérdõív kitöltve.";"Az autó már 5 hete ott van nálunk, de reméli, hogy a Balázs úgy adja ki, hogy most már semmi baja nem lesz!!!"
NMLM104323;"2021. 03. 01.";'B4774';"Nem szeretne nyilatkozni!";"Számokban nem értékelne!! A  munkafelvevõvel semmi problémája nem volt, de a problémája az volt, hogy Õ 2 órát tartózkodott ott, de 3,3 órát fizetett ki a számlán! Elsõre jó benyomásai voltak, itt vette nálunk az autót, de most már meggondolja, hogy ide f"
NMLM104333;"2021. 03. 01.";'B5217';"Sikeres hívás, kérdõív kitöltve.";"Az ügyféllel való bánásmód nála jobb, nincs!!!"
NMLZ112134;"2021. 03. 01.";'C0652';"Sikeres hívás, kérdõív kitöltve.";"Nagyon gördülékenyen ment minden!!!"
NMBO087745;"2021. 03. 01.";'J0760';"Nem szeretne nyilatkozni!";"Az autó jelenleg is nálunk van!!"
NMLZ112227;"2021. 03. 01.";'T1618';"Sikeres hívás, kérdõív kitöltve.";"Jelezné, hogy a belsõ takarítás elmaradt!! Azt gondolja, hogy egy 80 ezer forintos éves szervizbe ennek bele kellene férnie!!"
NMLZ112169;"2021. 03. 01.";'Q0507';"Nem szeretne nyilatkozni!";"Még zajlik a javítás(garanciális)!!"
NMLM104280;"2021. 03. 01.";'B5353';"Sikeres hívás, kérdõív kitöltve.";"Sajnos a szerviz nem találja a hibát! Ez picit elszomorítja!!"
NMLM104217;"2021. 03. 01.";'K4027';"Sikeres hívás, kérdõív kitöltve.";"Annyi lenne a megjegyzése, hogy a számlánál volt kérése, de nem úgy alakult(cég névre szerette volna)!! A jármû mosás utáni tisztaságával kapcsolatban volt észrevétele!!"
NMLG029121;"2021. 03. 01.";'92827';"Nem szeretne nyilatkozni!";"Itt most csak csereautó kifizetés volt!! Egy másik autójukkal inkább van most problémájuk, és már kellemetlen is!! "
NMLG029545;"2021. 03. 01.";'C0595';"Sikeres hívás, kérdõív kitöltve.";"Úgy tudta, hogy az autó mosás is beletartozik, mondták is hogy igen, de ezt nem mondták elõre, és nem is mosták le az autóját(utólag mondták),azonban kapott egy mosási kupont!!<br />
Itt az ügyféllel egyeztettem az email címét, mert a Gablini App alkalmazásba nem tudott belépni, és lehet hogy a hibásan beírt e-mail cím miatt!! Egy h betû helyett z betû volt beírva, de kijavítottam és abban maradtunk a hölggyel, hogy 03.02-án délelõtt felhívom, hogy sikerült-e neki belépni a rendszerbe!!!"
NMLG029314;"2021. 03. 01.";'S2571';"Sikeres hívás, kérdõív kitöltve.";"Flottakezelõk, de semmi negatív visszajelzés nem jött az ügyfelektõl!!"
NMLG029311;"2021. 03. 01.";'S2571';"Sikeres hívás, kérdõív kitöltve.";"Flottakezelõk, de semmi negatív visszajelzés nem jött az ügyfelektõl!!"
NMBO087780;"2021. 03. 01.";'S0101';"Sikeres hívás, kérdõív kitöltve.";"Kért egy belsõ takarítást, amit elfelejtettek megcsinálni!!"
