Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLM100801;"2020. 10. 12.";'B5206';"Nem szeretne nyilatkozni!";"Még sem szeretne nyilatkozni, meggondolta magát!!"
NMLM100694;"2020. 10. 12.";'B3037';"Sikeres hívás, kérdõív kitöltve.";"Nagyon sokáig kellett várni!!!"
NMLM100790;"2020. 10. 12.";'B0907';"Sikeres hívás, kérdõív kitöltve.";"Sorszámot kell kérni a kapunál, de ez bent egyáltalán nem mûködik, akkor nem érti, hogy minek ez??!!"
NMLG028281;"2020. 10. 12.";'E6321';"Sikeres hívás, kérdõív kitöltve.";"Kicsit drága a szerviz!!!"
NMBO085208;"2020. 10. 12.";'15941';"Sikeres hívás, kérdõív kitöltve.";"A szerviz munkáról nem tájékoztatták(eddig mindig)!! Az adatok nem jók a rendszerben, és ezért plusz idõt kellett tölteni a szervizben!!"
NMBO085068;"2020. 10. 12.";'J7723';"Nem szeretne nyilatkozni!";"Ez a javítás még folyamatban, utána hívjam!!"
NMLG028295;"2020. 10. 12.";'A9466';"Sikeres hívás, kérdõív kitöltve.";"Azt szeretné jelezni, hogy nem tetszik neki, hogy Unix-es után gyártott alkatrészeket épít be egy márkaszerviz!!!"
NMLM100816;"2020. 10. 12.";'B3522';"Sikeres hívás, kérdõív kitöltve.";"Valami csavart nem sikerült jól meghúzni, kilazult!!"
NMBO085270;"2020. 10. 12.";'J4427';"Nem szeretne nyilatkozni!";"TILOS HÍVNI!!!!"
NMBO085215;"2020. 10. 12.";'M1365';"Sikeres hívás, kérdõív kitöltve.";"Az utalásos fizetés már másfél éve húzódik, ez az észrevétele a pénzügy felé!!"
NMLM100795;"2020. 10. 12.";'20341';"Nem szeretne nyilatkozni!";"Az dolgozók hozzáállása nagyon romlott az elõzõ évekhez képest!! A hölgy(már régi ügyfél) most egy kicsit becsapva érzi magát mivel a munkalapon olyan munka volt feltüntetve, amit el sem végeztek(az autómosásra gondolt)!! Felmerül benne ezek után, hogy am"
NMLM100782;"2020. 10. 12.";'B4201';"Sikeres hívás, kérdõív kitöltve.";"Sajnos a javítás nem oldotta meg a problémát!!!"
NMBO085229;"2020. 10. 12.";'K4656';"Nem szeretne nyilatkozni!";"Már kitöltötte az e-mailben kapott kérdõívet!!!"
NMLZ109584;"2020. 10. 12.";'S2571';"Sikeres hívás, kérdõív kitöltve.";"Nem volt elégedett, mert az egész folyamat nagyon, nagyon sokáig tartott!!"
NMLZ109601;"2020. 10. 13.";'S3408';"Sikeres hívás, kérdõív kitöltve.";"Rohadt drága a szerviz!!"
NMLG028328;"2020. 10. 13.";'C0891';"Sikeres hívás, kérdõív kitöltve.";"A várakozási idõn lehetne még csökkenteni!!"
NMLM100844;"2020. 10. 13.";'55041';"Sikeres hívás, kérdõív kitöltve.";"Jó lenne ha ráírnák számlára érthetõen(magyarul), hogy az értékek mit takarnak!!"
NMLM100864;"2020. 10. 13.";'A1928';"Sikeres hívás, kérdõív kitöltve.";"A megajánlott ár és a kifizetendõ ár magasabb volt!!!"
NMLM100674;"2020. 10. 13.";'B5060';"Nem szeretne nyilatkozni!";"Az autót még viszi vissza, majd utána!"
NMBO083680;"2020. 10. 13.";'K2139';"Nem szeretne nyilatkozni!";"Az alkatrészre két hónapot várt, és ez annyira nem volt jó!!!"
NMBO085244;"2020. 10. 14.";'M0706';"Nem szeretne nyilatkozni!";"Ez a telefonszám 10.12. óta vagy csak csörög, vagy hangposta jelentkezik!"
NMLM100327;"2020. 10. 14.";'B3386';"Sikeres hívás, kérdõív kitöltve.";"Sajnos nem teljesen elégedett a munkafelvevõ fogékonyságával!! Elmondta, hogy az autóval mi a gond(vészfék). Frissítették a szoftvert, vettek fel jegyzõkönyvet, de nem lett jó!!!"
NMLG028021;"2020. 10. 16.";'E6059';"Sikeres hívás, kérdõív kitöltve.";"A 2. kérdésnél azért adott 4-es értékelést mert már ""idõs"" autó és nem fog vele márkaszervizbe járni!!"
NMLG028361;"2020. 10. 16.";'C0750';"Sikeres hívás, kérdõív kitöltve.";"Igazából elégedett, de volt néhány apróság ami nem illik a Gablini céghez!! Amikor leült a váróba akkor látta, hogy ezek a székek erõsen kifogásolhatóak,(lukas, foltos, erõsen elhasznált)!! Javasolja, hogy tegyenek be a váróba KIA üléseket!! Kapott egy kávét, de az is hideg volt!! Egy szõke hajú kolléganõ rászólt, hogy magát nem felejtették-e el(már akkor két órája ült ott)!!"
NMLG028213;"2020. 10. 16.";'E6307';"Nem szeretne nyilatkozni!";"Nem Õ vitte be az autót hanem a fia, de Õ meg volt elégedve!! Jó lett volna, ha kapott volna errõl a kampány munkáról egy igazolást, hogy el lett végezve!!"
NMLM100875;"2020. 10. 16.";'B2383';"Sikeres hívás, kérdõív kitöltve.";"Más munka kapcsán fog visszamenni!! Máskor telefonálni szoktak, a kötelezõ szerviz elõtt, ezt most is szívesen venné!"
NMLM100905;"2020. 10. 16.";'B5213';"Sikeres hívás, kérdõív kitöltve.";"Más miatt kell visszatérnie nem munka miatt!!"
