Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLM098981;"2020. 08. 31.";'B0067';"Nem szeretne nyilatkozni!";"TILOS HÍVNI!!!!"
NMBO084370;"2020. 08. 31.";'J5986';"Nem szeretne nyilatkozni!";"TILOS HÍVNI!"
NMLG027830;"2020. 08. 31.";'C0658';"Sikeres hívás, kérdõív kitöltve.";"Olyan munkát akartak elvégezni, amik nem szükségesek!!!"
NMLG027865;"2020. 08. 31.";'C0990';"Sikeres hívás, kérdõív kitöltve.";"Nincs olyan kolléga, aki felhívná hogy mikor esedékes a következõ kötelezõ szerviz, ezt nagyon szívesen venné!!!"
NMLG027867;"2020. 08. 31.";'87054';"Sikeres hívás, kérdõív kitöltve.";"Nagyon kedvesek, udvariasak voltak és a megbeszéltek szerint ment minden!!"
NMLG027845;"2020. 08. 31.";'E6147';"Sikeres hívás, kérdõív kitöltve.";"Nagyon szimpatikus számára, hogy érdeklõdnek az ügyfelek elégedettsége felõl!!"
NMLG027829;"2020. 08. 31.";'E3642';"Nem szeretne nyilatkozni!";"Az úr azt mondta, hogy inkább kihagyná ezt a dolgot!!"
NMBO084325;"2020. 08. 31.";'Q0427';"Nem szeretne nyilatkozni!";
NMBO084283;"2020. 08. 31.";'P2810';"Sikeres hívás, kérdõív kitöltve.";"A számla miatt kell visszatérni, az Õ hibájából!"
NMBO084352;"2020. 08. 31.";'J3101';"Nem szeretne nyilatkozni!";"Nem lehet hívni"
NMLG027872;"2020. 08. 31.";'C0978';"Nem szeretne nyilatkozni!";"Két órát ült ott, az ígért kávét nem kapták meg, akkor mit értékeljen?! Hosszúnak találta ezt az idõt, amennyiben lett volna kávé-, és ital automata akkor talán jobban telt volna az idõ is!!Távolság miatt nem tudná ajánlani!! A második kérdést értékelte e"
NMLM099714;"2020. 08. 31.";'B0564';"Sikeres hívás, kérdõív kitöltve.";"Szerette volna ha a holland nyelv helyett más nyelvre átállítják a navigációt!!"
NMBO084303;"2020. 08. 31.";'K3390';"Sikeres hívás, kérdõív kitöltve.";"A határidõ elég sokáig tartott, illeve amit kértek, hogy a féknél van valami furcsa hang az nem szûnt meg!!!"
NMLM099673;"2020. 08. 31.";'A2655';"Sikeres hívás, kérdõív kitöltve.";"Sajnos a javítás tovább tartott, illetve az autót emiatt nem mosták le!!"
NMLM099704;"2020. 08. 31.";'A1863';"Sikeres hívás, kérdõív kitöltve.";"Az árak azok jó erõsek!!"
NMLM099721;"2020. 08. 31.";'A4392';"Sikeres hívás, kérdõív kitöltve.";"Meglepõnek találta, hogy az ablaktörlõ darabja több, mint 10 ezer forint volt, ez egy kicsit sok!!!"
NMLM099736;"2020. 08. 31.";'B1167';"Sikeres hívás, kérdõív kitöltve.";"Habár az autót még nem használták csak holnap fogják elõször!!"
NMLM099702;"2020. 08. 31.";'R1231';"Nem szeretne nyilatkozni!";"Itt a hölgy még át sem vette az autót ott van a telephelyünkön!! Miért került ide hívásra???"
NMLM099758;"2020. 08. 31.";'R0808';"Sikeres hívás, kérdõív kitöltve.";"Tavaly az elsõ szerviznél lemosták az autóját, idén sajnos nem fért bele a közel 120 ezer forintos árba, pedig az autója nagyon koszos volt, ezért adott 1-es értékelést!"
NMLG027864;"2020. 08. 31.";'E6250';"Sikeres hívás, kérdõív kitöltve.";"Rugalmasan ment minden!"
NMLM099016;"2020. 08. 31.";'20575';"Nem szeretne nyilatkozni!";"Dolgozónk Csaszi felesége!!!"
NMLM099672;"2020. 08. 31.";'A1750';"Sikeres hívás, kérdõív kitöltve.";"A katalizátor megvan repedve, ezért kell visszamennie!! Az M3-ra a bejutás egyáltalán nem ügyfélbarát, bonyolult!"
NMLM099719;"2020. 08. 31.";'66234';"Nem szeretne nyilatkozni!";"Most egyáltalán nem ér rá, ezért nem szeretne nyilatkozni, csak a  jövõ héten!!"
NMLM098660;"2020. 08. 31.";'B3572';"Nem szeretne nyilatkozni!";"Azért nem tud nyilatkozni, mert már a kereskedõ vitte be ezt az autót hozzánk a szervizbe!!"
NMLM099691;"2020. 08. 31.";'B4254';"Sikeres hívás, kérdõív kitöltve.";"Nagyon magas árakon dolgozik a szerviz!!!"
NMLZ108354;"2020. 08. 31.";'E2522';"Sikeres hívás, kérdõív kitöltve.";"Annyit mondana, hogy a jövõben ne keressük sem emailben, sem telefonon!!!"
NMLG027858;"2020. 09. 01.";'E5636';"Sikeres hívás, kérdõív kitöltve.";"Nagyon jól átalakították a várakozási helyet, és a jövõben is minket fog választani!!!<br />
"
NMLG027396;"2020. 09. 01.";'C0696';"Sikeres hívás, kérdõív kitöltve.";"A megjegyzését, hosszú lenne elmondani!! A kuplunggal kapcsolatban vannak dolgok, és a múltkor jelezte már a motornál van egy hang, de most a szervizvezetõ meghallgatta, de az ügyfél azt mondja, hogy Õ most is hallja!! Az úr aggódik, hogy mi lesz a motorral, ha megáll?!!!"
NMLM098534;"2020. 09. 01.";'B4870';"Nem szeretne nyilatkozni!";"Egyáltalán nem alkalmas az idõpont, ne is keressem!!"
NMBO083617;"2020. 09. 01.";'P8481';"Sikeres hívás, kérdõív kitöltve.";"Azért kellet visszatérni, mert csak 50%-ban tárták fel és plusz alkatrész kellett, és ez plusz két hét telt el!! Szeretné jelezni, hogy más ilyen kategóriájú szerviz avultatja az óradíjat az autó életkorához és javasolja, hogy mi is gondolkodjunk el ezen!!!"
NMLM099218;"2020. 09. 01.";'R0818';"Nem szeretne nyilatkozni!";"Már másfél hete, a jó alkatrészre vár (220 voltos töltõ cseréje)!!! Ezért nem akar még értékelni, mert csak rosszat mondana!! Kérlek nézzetek utána ennek a dolognak!!"
NMLZ108871;"2020. 09. 01.";'06882';"Nem szeretne nyilatkozni!";"Most nem szeretne értékelni!!!"
NMLZ108819;"2020. 09. 01.";'T0007';"Sikeres hívás, kérdõív kitöltve.";"Sajnos a vizsgálat eredménye negatív, nem tudtuk megoldani!! Viszont az úr fizetett 22.500,- forintot! Viszi máshová ahol már várják az autót!! Amennyiben ott megcsinálják akkor élni fog a jogaival, vagy mondják meg, hogy ezt a hibát mi nem tudjuk megcsinálni!!"
NMLZ108727;"2020. 09. 01.";'Q3598';"Sikeres hívás, kérdõív kitöltve.";"Az elõzõ garanciális munkánál katasztrófa volt a szerviz tapasztalata! Össze-vissza mondtak mindent csak a megoldást nem tudták(klímával kapcsolatban)!!!"
NMLM096459;"2020. 09. 01.";'B4642';"Nem szeretne nyilatkozni!";"Nem szeretne értékelni, mert nagyon negatív minden!!"
NMLG027888;"2020. 09. 01.";'B2566';"Sikeres hívás, kérdõív kitöltve.";"Sajnos nem elégedett!! A munkafelvevõ felhívta, hogy az autót lemossák-e?! Ez megtörtént! Az autó elején egy tenyérnyi lakkréteg lepattogott és ezt jelezte is!! A munkafelvevõ azt mondta, hogy ez elõzõ karcolás lehetett!! Ezt nem fogadta el az úr, és hívta valaki a szervizbõl, aki azt ígérte, hogy hívni fogja, de ez még mindig nem történt meg! Kéri, hogy a szervizvezetõ hívja fel!!!"
NMLZ108672;"2020. 09. 01.";'A6196';"Nem szeretne nyilatkozni!";"Az autón garanciális javítás van! Eddig kicserélték az EGR szelepet lehet, hogy feleslegesen, az nem tudni!! Várja a szerviz hívását, hogy mi lesz a megoldás?!"
NMBO079058;"2020. 09. 01.";'K2960';"Nem szeretne nyilatkozni!";"A Gablini szerviz csak garanciális segítséget adott! Tényleges javítás itt nem volt csak adminisztráció történt!!"
NMLZ108772;"2020. 09. 01.";'P4917';"Nem szeretne nyilatkozni!";"Ez a telefonszám 08.28. óta csak csörög, így elérhetetlen!!"
NMLM099725;"2020. 09. 02.";'B5057';"Nem szeretne nyilatkozni!";"Mobilszámnak kevés, ezért hosszú idõ után foglalt jelzést ad!!!"
NMLM099329;"2020. 09. 02.";'59055';"Nem szeretne nyilatkozni!";"Megy még vissza, mert valami nem jó, és szerviz is lesz, majd utána értékel!!"
NMLZ108854;"2020. 09. 02.";'27969';"Nem szeretne nyilatkozni!";"Ez a telefonszám már a 3. napja csak foglaltat jelez, így elérhetetlen!!"
NMLG027375;"2020. 09. 02.";'B2010';"Nem szeretne nyilatkozni!";"Azt szeretné kérni, hogy a szervizvezetõ hívja fel, és a problémáit elmondhassa!! Nagyon fontos lenne!(Az úr ügyvédrõl illetve fogyasztó védelemrõl is beszélt)!!"
NMBO084375;"2020. 09. 02.";'K0987';"Nem szeretne nyilatkozni!";"Ez a telefonszám 08.31. óta csak csörög!"
NMLM099734;"2020. 09. 02.";'93656';"Nem szeretne nyilatkozni!";"Ez a telefonszám 08.31. óta csak csörög!"
NMBO084341;"2020. 09. 02.";'K4546';"Nem szeretne nyilatkozni!";"Ez a telefonszám 08.31. óta csak csörög, vagy nem kapcsolható, így elérhetetlen!!"
NMLG027922;"2020. 09. 03.";'A5411';"Nem szeretne nyilatkozni!";DOLGOZÓNK!!
NMBO084401;"2020. 09. 03.";'K4556';"Sikeres hívás, kérdõív kitöltve.";"Nagyobb összeget fizetett(gumi vásárlás is volt), és azt mondták, hogy nem lehet kártyával fizetni!! A szervizvezetõ közbejárásával aztán megoldódott a dolog!!!"
NMBO082881;"2020. 09. 03.";'K1661';"Nem szeretne nyilatkozni!";"Kidobták azokat a féklemezkéket, amelyek a nyikorgást megakadályozzák!!!"
NMLZ108076;"2020. 09. 03.";'M1322';"Nem szeretne nyilatkozni!";"Ez a telefonszámár már 09.01. óta csak csörög, így elérhetetlen!"
NMLG027919;"2020. 09. 03.";'C0644';"Sikeres hívás, kérdõív kitöltve.";"Minden évben felhívjuk, megkérdezzük a véleményét, és nem változik semmi!!??"
NMLZ106864;"2020. 09. 03.";'S8174';"Nem szeretne nyilatkozni!";"Az autót elhozta már, de még lesz javítás!!"
NMLZ108316;"2020. 09. 03.";'Q4174';"Sikeres hívás, kérdõív kitöltve.";"Annyit mondana, hogy az M3-on viszont nem volt elégedett!! A gumi szerelés sokáig tartott és nagyon drága volt!!"
NMBO084410;"2020. 09. 03.";'K3585';"Sikeres hívás, kérdõív kitöltve.";"A mûszerfalon van egy hibajel, amit a számítógéppel nem ütöttek ki, és ezért vissza kell jönnie!!"
NMBO084297;"2020. 09. 03.";'98315';"Nem szeretne nyilatkozni!";"Kitöltötte az emailben érkezett kérdõívet, és minden 10-es!!!"
NMLZ108907;"2020. 09. 04.";'T0065';"Nem szeretne nyilatkozni!";"NINCS TELEFONSZÁM!!!"
NMLZ108637;"2020. 09. 04.";'R0938';"Sikeres hívás, kérdõív kitöltve.";"Igazából sokáig tartott, ez a biztosítós dolog!!! A Láda urat meg kell õrizni tökéletes munkafelvevõ!!"
NMLZ108657;"2020. 09. 04.";'S9848';"Nem szeretne nyilatkozni!";
