Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMBO088709;"2021. 04. 26.";'I9953';"Nem szeretne nyilatkozni!";"Külföldi telefonszám hívását az IP-telefon nem engedélyezi!!!"
NMLZ113320;"2021. 04. 26.";'P6454';"Nem szeretne nyilatkozni!";"Sajnos nem P járt bent a szervizben, aki (másik tel.szám.) az pedig nem ért magyarul!!!"
NMLZ113333;"2021. 04. 26.";'P2271';"Nem szeretne nyilatkozni!";"Ez az autó még cégnéven van, de az új tulajdonos vitte már be, és akivel beszéltem nem tudott segíteni!!"
NMLZ113290;"2021. 04. 26.";'J7914';"Sikeres hívás, kérdõív kitöltve.";"Az ügyfél még dönt, hogy a további munkát elvégezteti a szervizzel, de eddig minden rendben volt!"
NMLM105568;"2021. 04. 26.";'K1488';"Nem szeretne nyilatkozni!";"Ez a telefonszám 04.22. óta csak csörög, így elérhetetlen!!"
NMLZ112831;"2021. 04. 26.";'A7515';"Sikeres hívás, kérdõív kitöltve.";"Az alkatrészre elég sokat kellett várni, majdnem három hét volt!!!"
NMBO088673;"2021. 04. 27.";'P2121';"Nem szeretne nyilatkozni!";"Ez a telefonszám 04.23. óta ezt mondja be:""A hívott szám jelenleg nem kapcsolható!"""
NMLZ113286;"2021. 04. 27.";'T2085';"Sikeres hívás, kérdõív kitöltve.";"Minden megfelelt számára, rugalmason mûködött minden!!"
NMLZ113301;"2021. 04. 27.";'T2183';"Sikeres hívás, kérdõív kitöltve.";"Megbeszélt garanciális munka miatt fog visszatérni!!"
NMLG030011;"2021. 04. 27.";'C1100';"Nem szeretne nyilatkozni!";"Ez a telefonszám 04.22. óta csak csörög, így elérhetetlen!!!"
NMLZ112321;"2021. 04. 27.";'T2188';"Sikeres hívás, kérdõív kitöltve.";"A hölgy visszahívást várt volna, így Õ telefonált 6 hét után!! Semmi magyarázatot nem kapott, hogy miért nem telefonáltak 6 hétig!!"
NMLG030055;"2021. 04. 27.";'C0735';"Sikeres hívás, kérdõív kitöltve.";"Azért nem tudja ajánlani, mert családon illetve barátainak nincs ilyen típusú autója és õk is márkaszervizbe hordják az autójukat!!!"
NMLM105623;"2021. 04. 27.";'M1339';"Sikeres hívás, kérdõív kitöltve.";"Volt egy kisebb probléma amit nem csináltak meg, az egyik kipufogó kijjebb áll és ezt nem csinálták meg Zuglóban, itt az M3-on említette csak nem volt rá ideje még megnézni! Egy jó kávé automata vagy dohányzó hely kialakítása, a külsõ részen(asztalos rész) igazán jobbá tenné a közérzetét a szervizben a várakozás ideje alatt(habár Õ feltalálja magát, addig autót nézeget, stb.)!!"
NMLM105428;"2021. 04. 27.";'M1494';"Sikeres hívás, kérdõív kitöltve.";"Garanciális ügyben fog visszatérni!!"
NMLG030044;"2021. 04. 27.";'E4907';"Nem szeretne nyilatkozni!";"Nem sikerült a vizsga elnapolták, és ezért csak 04.28-án megy az autóért, és abban maradtunk, hogy amikor kész után fogom hívni!!"
NMLG030043;"2021. 04. 27.";'E6571';"Sikeres hívás, kérdõív kitöltve.";"Olajcserénél nem tüntették fel, hogy milyen olajat tettek az autóba, a munkafelvevõ vagy hívja fel, vagy az ügyfél fogja keresni!"
NMLG029575;"2021. 04. 27.";'C0750';"Sikeres hívás, kérdõív kitöltve.";"Nagyon elégedett volt a kollégákkal és munkájukkal! Viszont három órát várt, talán lehetne egy automata(kávé, üdítõ, víz) a várakozás idejére!! A Szõke úr nagyon rendes volt!!"
NMLG029741;"2021. 04. 27.";'E5825';"Nem szeretne nyilatkozni!";"Egy nem szerviz probléma, alkatrészre vár  az autó(ha jól értettem egy lámpa) Nagyon, nagyon nehezen értettem, mert az úr nem beszél jól magyarul csak töredékeket értettem!! "
NMLG029986;"2021. 04. 27.";'E5825';"Nem szeretne nyilatkozni!";"Egy nem szerviz probléma, alkatrészre vár  az autó(ha jól értettem egy lámpa) Nagyon, nagyon nehezen értettem, mert az úr nem beszél jól magyarul csak töredékeket értettem!! "
NMLG030064;"2021. 04. 27.";'C1366';"Sikeres hívás, kérdõív kitöltve.";"Nagyon, nagyon lassú a wifi, nem tudott dolgozni!!"
