Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLG028022;"2020. 09. 14.";'C1022';"Sikeres hívás, kérdõív kitöltve.";"Köszöni az itt dolgozóknak a segítségét!!"
NMLG028002;"2020. 09. 14.";'E6270';"Sikeres hívás, kérdõív kitöltve.";"Semmi automata nincs(a környéken még egy bolt sincs) és három óráig ott tartózkodik, és sokat is fizetett!!"
NMLM100039;"2020. 09. 14.";'R0463';"Sikeres hívás, kérdõív kitöltve.";"Valami megint zörög és megy vissza, de elégedett a fiúkkal!!"
NMLM100081;"2020. 09. 14.";'A1863';"Sikeres hívás, kérdõív kitöltve.";"Ez most nagyon- nagyon sokáig tartott most ez a szervizelés!!"
NMLM100130;"2020. 09. 14.";'S2173';"Nem szeretne nyilatkozni!";"Elõzetesen azt mondták, hogy 60-65 ezer forint, de 97 ezer forint lett és miért lett ennyi, amikor ez napokkal ezelõtt volt és nem a takarítónõt kérdezte, hanem a munkafelvevõt!! Ezek után a hölgy azt mondta, hogy nem akar számszerûleg értékelni!!"
NMBO083711;"2020. 09. 14.";'M1423';"Nem szeretne nyilatkozni!";"Ez a telefonszám 09.09. óta csak csörög, vagy kinyom!!"
NMBO084622;"2020. 09. 14.";'M1316';"Nem szeretne nyilatkozni!";
NMBO082953;"2020. 09. 14.";'K4510';"Sikeres hívás, kérdõív kitöltve.";"Próbáljunk vízpumpát tartani, hogy ne kelljen 10 hetet várni!! Csereautót azért kapott!"
NMLM100147;"2020. 09. 14.";'B5118';"Sikeres hívás, kérdõív kitöltve.";"Nem kapott visszajelzést, hogy mikor mehet az autóért, ez negatív volt!!"
NMLM100093;"2020. 09. 14.";'B3817';"Sikeres hívás, kérdõív kitöltve.";"Sajnos a mosást nem sikerült megcsinálni!!"
NMLM100094;"2020. 09. 14.";'B1398';"Sikeres hívás, kérdõív kitöltve.";"A tulajdonos rehabilitáción van és annyit ud, hogy nem volt probléma, de az autót nem látta!! Hozom-viszem szolgáltatás volt!!"
NMLZ109055;"2020. 09. 14.";'I5048';"Nem szeretne nyilatkozni!";"TILOS HÍVNI!"
NMLZ108683;"2020. 09. 14.";'B1751';"Nem szeretne nyilatkozni!";"A javítás még folyamatban és utána szívesen válaszol a kérdéseimre!!"
NMBO084608;"2020. 09. 14.";'K3421';"Nem szeretne nyilatkozni!";"Sajnos azzal nem volt elégedett, hogy egy garanciális autóért 93 ezer forintot kellett fizetnie!! Nem kommunikáltak semmit és ez okozott problémát!!!"
NMBO084610;"2020. 09. 14.";'J7645';"Sikeres hívás, kérdõív kitöltve.";"Szeretné jelezni, hogy az ablaktörlõ lapát már amikor megvette nem volt jó és most a NISSAN a garanciális cseréjét elutasította!!!!"
NMBO084589;"2020. 09. 14.";'H8971';"Nem szeretne nyilatkozni!";"Már kitöltötte a kérdõívet!!"
