Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ104772;"2020. 02. 24.";'C0906';"Sikeres hívás, kérdõív kitöltve.";"Gyakorlatilag kétszer lett módosítva a határidõ!! Kicsit drága lett a végösszeg!!!"
NMBO080892;"2020. 02. 24.";'K1625';"Sikeres hívás, kérdõív kitöltve.";"Igazából volt egy elõzõ szerviz és ott történt egy hiba, mert az egyik csõ nem volt a helyén, de megcsinálták!!"
NMBO080606;"2020. 02. 24.";'M0476';"Nem szeretne nyilatkozni!";"Ezzel az úrral már beszéltem 02.06-án és akkor sem nyilatkozott és most sem!!!"
NMLZ104952;"2020. 02. 24.";'S6801';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon a kollégánk jelentkezett be Zuglóból(Miskolczi Zsolt)!!"
NMLG026330;"2020. 02. 24.";'H3164';"Sikeres hívás, kérdõív kitöltve.";"Az az észrevétele, hogy a nem jeleztek vissza, csak délután és amikor csak Õ telefonált a munkával kapcsolatban! Volt egy nagytestû szerelõ, beült az autóba és úgy, hogy nem tettek be ülésvédõ fóliát, el is tört a támlában valami tartó rács, de azt kicserélték! Sajnos a munkavégzés után rosszabb lett mint volt az autó, mint amikor odavitte, kemény, ropog, akad a váltás!!!"
NMLZ104668;"2020. 02. 24.";'S6597';"Sikeres hívás, kérdõív kitöltve.";"Az úr annyit mondott, hogy nagyon elégedett volt, írjam be, de nagyon drága volt a szerviz!"
NMLM095160;"2020. 02. 24.";'B3793';"Sikeres hívás, kérdõív kitöltve.";"Nagyon gyors volt ügyintézés és a munkavégzés is!!!"
NMLM095138;"2020. 02. 24.";'B4508';"Nem szeretne nyilatkozni!";"Itt csak egy átvizsgálás volt és munkavégzés nem!!!"
NMLM095142;"2020. 02. 24.";'R0929';"Sikeres hívás, kérdõív kitöltve.";"Nincs megelégedve, mert amikor megvette ezt az autót akkor nem ilyen szervizárakat mondtak neki, ez egy rablás!!!"
NMLM094437;"2020. 02. 24.";'A7653';"Nem szeretne nyilatkozni!";"A szerviz hibájából a kuplung leégett nincs mit értékelni!!!!"
NMLM093019;"2020. 02. 24.";'96997';"Sikeres hívás, kérdõív kitöltve.";"A javítás nagyon sokáig tartott és az adminisztráció is hosszú idõ volt!!!!"
NMLZ105029;"2020. 02. 24.";'P8958';"Nem szeretne nyilatkozni!";"Nem szeretne értékelni, mert nem szeretne rosszat mondani, de jót sem!!!"
NMLZ104393;"2020. 02. 24.";'M0489';"Sikeres hívás, kérdõív kitöltve.";"Ami szerelés vagy javítás volt, az Õ megítélése szerint gyalázatos volt!!!!"
NMLZ103024;"2020. 02. 24.";'K2200';"Nem szeretne nyilatkozni!";
NMBO080932;"2020. 02. 24.";'K4102';"Nem szeretne nyilatkozni!";"Most dolgozik, erre nincs ideje!!!"
NMLZ103119;"2020. 02. 24.";'P3203';"Sikeres hívás, kérdõív kitöltve.";"A javítás több, mint 4,5 óráig tartott, és a kommunikációban javulhatnánk!!!"
