Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLG026576;"2020. 03. 16.";'C0903';"Sikeres hívás, kérdõív kitöltve.";"Köszönik az udvarias kiszolgálást!!!"
NMLM095608;"2020. 03. 16.";'B4566';"Sikeres hívás, kérdõív kitöltve.";"Garanciális javítás kapcsán megy vissza, és kicsit drága a szerviz!!!"
NMLG026575;"2020. 03. 16.";'E4702';"Sikeres hívás, kérdõív kitöltve.";"A 3. kérdésnél a hölgy nem adott értékelést, én írtam be mivel másképp nem küldi el a rendszer!!! <br />
Nem volt igazából elégedett, nem szépen mosták le az autót, és a tolató radart igazából nem nézték meg, ugyanúgy rossz és kifizetett 72 ezer forint!"
NMLZ105561;"2020. 03. 16.";'S7330';"Sikeres hívás, kérdõív kitöltve.";"Számára pozitív volt, hogy lemosták az autóját, egy nagy piros pont!!!"
NMBO081369;"2020. 03. 16.";'M1038';"Nem szeretne nyilatkozni!";"Külföldi telefonszám hívását az IP telefon nem engedélyezi!!!"
NMBO081398;"2020. 03. 16.";'M1039';"Nem szeretne nyilatkozni!";"Az úr elmondta, hogy már hívtam a múlt héten, értékelt!"
NMLM095605;"2020. 03. 16.";'M1339';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvevõ nagyon álmos volt reggel, a büfé kínálata nem elég megfelelõ!! Hiányolja, hogy a várakozási idõ alatt, igazán megkörnyékezhetnék más autómárka eladásával! A szerelõk  koszos és használt ruházattal jelennek meg a büfében tekintve!!"
NMBO081392;"2020. 03. 16.";'M1242';"Nem szeretne nyilatkozni!";"Veszélyhelyzeti értekezleten ül, és most ennek a hívásomnak nincs prioritása!!"
NMLZ097971;"2020. 03. 16.";'M1242';"Nem szeretne nyilatkozni!";"Veszélyhelyzeti értekezleten ül, és most ennek a hívásomnak nincs prioritása!!"
NMLZ105307;"2020. 03. 16.";'M1242';"Nem szeretne nyilatkozni!";"Veszélyhelyzeti értekezleten ül, és most ennek a hívásomnak nincs prioritása!!"
NMBO081377;"2020. 03. 16.";'K1543';"Sikeres hívás, kérdõív kitöltve.";"Nagyon sokat fizetett! A  20%-os kedvezményt a szerviz végén a számla kiállításakor kellene közölni az ügyféllel, hanem komolyan kéne venni és elõre fel kell hívni az ügyfél figyelmét!!!"
NMBO081396;"2020. 03. 16.";'M1297';"Sikeres hívás, kérdõív kitöltve.";"A mûszerfal még mindig kijelzi a szerviz-kulcsot, valószínû elfelejtették kivenni!!!"
NMLG026503;"2020. 03. 16.";'E5183';"Nem szeretne nyilatkozni!";"TILOS HÍVNI ÕKET!!!!"
NMBO080019;"2020. 03. 16.";'K3969';"Sikeres hívás, kérdõív kitöltve.";"Kelemen úrral elégedett volt, és aki átvette a munkát azzal nem!!! A múlt héten csütörtökön jelezték, hogy kész lehet érte menni! Csütörtökön délután jelezte, hogy csak pénteken tudnak érte menni, az autó még fél 11 kor a mosóban voltl, nem volt kész, és ezért délután vissza kellett mennie!!! Csúnyán lett az autó átadva! Januárban vitték be az autót és másfél hónapot kellett az autóra várni!!!"
NMLZ105291;"2020. 03. 16.";'P4521';"Nem szeretne nyilatkozni!";"Az úr kérte, hogy 03.09-én hívjuk vissza, de azóta csak hangposta jelentkezik mindkét telefonszámon!!"
NMBO081367;"2020. 03. 16.";'A9636';"Nem szeretne nyilatkozni!";"A javítás még folyamatban van, utána beszéljünk, ha kész az autó!!!"
NMBO081349;"2020. 03. 16.";'K2286';"Sikeres hívás, kérdõív kitöltve.";"Annyi lenne a megjegyzése, hogy a belsõ takarításra várnia kellett!!!"
NMBO081346;"2020. 03. 16.";'K2308';"Sikeres hívás, kérdõív kitöltve.";"Amit alkatrész beépítettek az ismét elromlott, majd valamikor megy vissza!!!!"
NMBO081353;"2020. 03. 16.";'K4155';"Nem szeretne nyilatkozni!";"Ez a javítás még alkatrészre vár, utána beszéljünk!!!"
NMLZ105283;"2020. 03. 16.";'K0453';"Sikeres hívás, kérdõív kitöltve.";"Nagyon hosszú volt az idõ (3 hét), amíg a javítás elkezdõdött!!"
NMLZ103877;"2020. 03. 16.";'K0453';"Sikeres hívás, kérdõív kitöltve.";"Nagyon hosszú volt az idõ (3 hét), amíg a javítás elkezdõdött!!"
NMLZ104568;"2020. 03. 16.";'S6461';"Nem szeretne nyilatkozni!";"A javítás még folyamatban van, utána beszéljünk!!"
NMLG025507;"2020. 03. 16.";'E5183';"Nem szeretne nyilatkozni!";"TILOS HÍVNI ÕKET!!!"
