Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLM097013;"2020. 05. 18.";'R0236';"Nem szeretne nyilatkozni!";"Odament fél 8-ra reggel a megbeszélt idõpontra, és 10 óra elmúlt, hogy megkapta az autót!! Három óráig tartott a gumi csere, és nagyon-nagyon koszos volt a gumi, és most nagyon elégedetlen volt!!!!"
NMLM097045;"2020. 05. 18.";'R0914';"Nem szeretne nyilatkozni!";"Itt az elszámolással volt gondja!!"
NMBO082310;"2020. 05. 18.";'J9158';"Nem szeretne nyilatkozni!";"TILOS HÍVNI!"
NMBO082407;"2020. 05. 18.";'K3707';"Sikeres hívás, kérdõív kitöltve.";"A Gablini cég az árakat csökkenthetné, nagyon drágán dolgozik!!!"
NMLZ106424;"2020. 05. 18.";'E0262';"Nem szeretne nyilatkozni!";"Az úrral beszéltem és azt mondta, hogy mindig csak 17 óra után alkalmas!!!"
NMLZ106213;"2020. 05. 18.";'E0262';"Nem szeretne nyilatkozni!";"Az úrral beszéltem és azt mondta, hogy mindig csak 17 óra után alkalmas!!!"
NMLM096665;"2020. 05. 18.";'A9708';"Nem szeretne nyilatkozni!";"Sajnos nem elégedett! Az autót megjavítottuk, háromszor kellett visszamennie és ez nagyon negatív! Voltak más gondok is garancia meghosszabbítás, egyéb de ezt hagyjuk!!!"
NMBO082434;"2020. 05. 18.";'K2932';"Nem szeretne nyilatkozni!";"A javítást megvárta, de olyan hosszú ideig tartott, hogy emiatt nem szeretne értékelni!"
NMLZ104725;"2020. 05. 18.";'K2587';"Sikeres hívás, kérdõív kitöltve.";"A határidõvel volt pici gondja, és a kommunikációval, mivel állandóan Õ érdeklõdött!!!"
NMLZ106679;"2020. 05. 18.";'P8255';"Nem szeretne nyilatkozni!";"Sajnos voltak problémák az ezt megelõzõ munkákkal kapcsolatban! Tavaly augusztus óta húzódnak a dolgok, talán most lesz valami, de eddig ennyi negatívumot nem tapasztalt a Gablini cégnél!!"
NMLM097042;"2020. 05. 19.";'B0773';"Sikeres hívás, kérdõív kitöltve.";"Sajnos most a zuglói szervizbe fog menni, mert beletolattak az autójába!!"
NMLM097049;"2020. 05. 19.";'64141';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drága a szerviz!"
NMLZ106671;"2020. 05. 19.";'S7950';"Sikeres hívás, kérdõív kitöltve.";"Köszöni a munkafelvevõnek a munkáját, maximálisan megvolt elégedve vele!! A takarítással nem volt igazán megelégedve, mert vizesen kapta vissza az autóját!!"
NMLZ106698;"2020. 05. 19.";'S2385';"Sikeres hívás, kérdõív kitöltve.";"Van egy probléma amit nem tudnak megállapítani, és most már lejár a garancia és most már fizetõs lesz, és ezzel nincs megelégedve, de ezt még a garancia idõben is jelezte(giminyomás visszajelzõ)!!"
NMBO082465;"2020. 05. 19.";'66212';"Sikeres hívás, kérdõív kitöltve.";"Annyit mondana, hogy féktárcsát is cseréltünk,  ami a férje szerint teljesen felesleges volt!! Ez egy picit rossz szájízt adott a dolgoknak!!!"
NMLZ106686;"2020. 05. 19.";'S7951';"Nem szeretne nyilatkozni!";
NMLZ106624;"2020. 05. 19.";'Q1218';"Sikeres hívás, kérdõív kitöltve.";"A Peugeot-val vannak problémák, a szervizzel maximálisan elégedett!!!"
NMBO082385;"2020. 05. 19.";'K4255';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvevõ munkáját külön kiemelné!!!"
NMBO082014;"2020. 05. 19.";'K0102';"Nem szeretne nyilatkozni!";"Ez a telefonszám 05.15.óta csak csörög, így elérhetetlen!!!"
