Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLM103593;"2021. 02. 01.";'B5582';"Nem szeretne nyilatkozni!";"Az IP telefon nem engedélyezi a külföldi telefonszám hívását!!"
NMLZ111521;"2021. 02. 01.";'A5411';"Nem szeretne nyilatkozni!";DOLGOZÓNK!!!
NMLM103159;"2021. 02. 01.";'B4817';"Nem szeretne nyilatkozni!";DOLGOZÓNK!!!
NMLG029292;"2021. 02. 01.";'C0896';"Nem szeretne nyilatkozni!";" Három hétig nem volt autójuk és csereautót se tudtak biztosítani, ezzel nem volt elégedett!! A szervizeléssel azért megvolt elégedve!!"
NMLG029136;"2021. 02. 01.";'C0896';"Nem szeretne nyilatkozni!";"Három hétig nem volt autójuk és csereautót se tudtak biztosítani, ezzel nem volt elégedett!! A szervizeléssel azért megvolt elégedve!!"
NMLG029304;"2021. 02. 01.";'E5796';"Sikeres hívás, kérdõív kitöltve.";"Nagyon jól esett neki, hogy lemosták az autóját!!"
NMLG029290;"2021. 02. 01.";'E5558';"Nem szeretne nyilatkozni!";"Õsszel volt ott éves szervizen, és azt mondták, hogy a mûszaki vizsgánál megcsinálják a fékbetét cserét, megrendelik az alkatrész!! Meg is rendelték csak rosszat és ezért nem, töltötte ki az emaile-s kérdõívet sem, mert ezért nagyon ""nyûgös"" volt!!"
NMLG029257;"2021. 02. 01.";'E4200';"Sikeres hívás, kérdõív kitöltve.";"Nem tudja kinek ajánlani, mert elfogytak a rokonai és ismerõsei!!"
NMLM103565;"2021. 02. 01.";'B1306';"Sikeres hívás, kérdõív kitöltve.";"Mûszaki vizsgához kapcsolódóan vissza kell még menni(alkatrésszel kapcsolatban)!!"
NMLZ111480;"2021. 02. 01.";'T1938';"Sikeres hívás, kérdõív kitöltve.";"A kommunikációval volt gondja, a problémája annyi volt,hogy a bal hátsó lámpát nem cserélték ki és nem szóltak elõre, hogy az nem érkezett meg hozzá az alkatrész!"
NMLZ111158;"2021. 02. 01.";'R1072';"Sikeres hívás, kérdõív kitöltve.";"Nagyon hasznos lenne, ha lehetne autót kölcsönözni!! Véleménye szerint akár egy tízéves autó is megfelelne erre a célra!!"
NMBO079866;"2021. 02. 01.";'K2472';"Sikeres hívás, kérdõív kitöltve.";"Az új szervizvezetõre adott ilyen értékelést, tartsuk meg ezt az embert!!"
NMBO087266;"2021. 02. 01.";'M1258';"Sikeres hívás, kérdõív kitöltve.";"Drága a szerviz! A második kérdésnél a szerviz-szolgáltatásra adott 1-es értékelést, és holnapi nap folyamán megy vissza a szervizbe, mert nem jó amit csináltak!!!"
NMLZ111596;"2021. 02. 01.";'S0181';"Sikeres hívás, kérdõív kitöltve.";"Az alkatrészeket nem kapta vissza, amit kicseréltek. Ezt a szerviz a jövõben megkérdezhetné!!"
NMLM103569;"2021. 02. 01.";'U0101';"Nem szeretne nyilatkozni!";"A hölgy azt mondta, hogy már kitöltötte a kérdõívet!!"
NMBO086881;"2021. 02. 01.";'H0094';"Sikeres hívás, kérdõív kitöltve.";"A javítás alatt levették az akkumulátorról a sarut és holnap megy vissza, mert a rádiót újra kell kódolni!!!"
NMBO086896;"2021. 02. 01.";'J7716';"Nem szeretne nyilatkozni!";"Azért nem szeretne még értékelni, mert még nincs tapasztalata, hogy a javítás jó lett-e? Azt azért elmondja, hogy az alkatrészre három hetet várt, ami nem volt jó!!!"
NMLZ111705;"2021. 02. 01.";'T1977';"Sikeres hívás, kérdõív kitöltve.";"Telefonon azt mondták, hogy 30 ezer forint, aztán amikor bement 35 ezer lett! A számla vége pedig 43 ezer forint lett, és ez elég furcsa!!"
NMLZ109643;"2021. 02. 01.";'B3559';"Sikeres hívás, kérdõív kitöltve.";"Sajnos az elõzõ kolléganõ, aki felvette még augusztusban a munkát azzal nem volt elégedett!! Az új kolléga egy hét alatt rendezett mindent!!"
NMLZ110919;"2021. 02. 01.";'K0645';"Nem szeretne nyilatkozni!";"Ezen a számon egy férfi jelentkezik, és nincs Nissan típusú autója!!"
NMBO087251;"2021. 02. 02.";'M0753';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon vagy hangposta jelentkezik, vagy nem elérhetõ 01.29. óta!!"
NMBO087030;"2021. 02. 02.";'M1387';"Sikeres hívás, kérdõív kitöltve.";"Nem tudták megcsinálni, visszafog menni és várja a hívásunkat a szervizbõl!!"
NMLZ111642;"2021. 02. 02.";'M1422';"Nem szeretne nyilatkozni!";"""Ezen a számon elõfizetõ nem kapcsolható"", de ezt már 2020.09.21. és 2021.01.06-án is megtettem, ezért jelöltem be a ""Nem szeretne nyilatkozni"", mert jó lenne már megkérdezni, a jó telefonszámot, amikor ott áll elõtted az ügyfél!!!"
NMLZ111700;"2021. 02. 02.";'T1976';"Sikeres hívás, kérdõív kitöltve.";"Más szerviznél elhajtották Õket(dísztárcsa és gumiszõnyeg kapcsán), de ez itt nem volt gond!! A navigáció frissítéssel kapcsolatban nem kapott teljeskörû információt, de megcsinálta magának!!"
NMLM103553;"2021. 02. 02.";'P7786';"Sikeres hívás, kérdõív kitöltve.";"A mûszaki vizsga sajnos nem sikerült, mert a szélvédõn van egy pici kõfelverõdés(ami ki lett javítva)és ezért nem ment át a vizsgán, és most a zuglói szervizbe ki fogják cserélni a szélvédõt!!"
NMLM103444;"2021. 02. 02.";'B0773';"Sikeres hívás, kérdõív kitöltve.";"A kocsi hibájából már nem lesz jó, de amit csináltak azzal nincs gond!!"
