Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMBO090608;"2021. 08. 02.";'I3513';"Nem szeretne nyilatkozni!";"Az autó bár nem volt bejelentve de 1 hétig volt nálunk ! Akkor volt rá idõ,hogy megjavítsák !!
"
NMLZ114912;"2021. 08. 02.";'B0542';"Sikeres hívás, kérdõív kitöltve.";"Sajnos nem elégedett a Gablinivel !!<br />
Nagyon lassú volt az ügyintézés !<br />
Az árak nagyon magasak  a m.felvevõ a telefont nem veszi fel amikor érdeklõdne pedig négyen ülnek ott ?<br />
Õ érti,hogy kell Aston Martin de vannak még Nissanos ügyfelek is !!!"
NMLZ115119;"2021. 08. 02.";'S9174';"Sikeres hívás, kérdõív kitöltve.";"Idõpontra ment, de várnia kellett 20 percet, és a egyedül volt a munkafelvevõ!!"
NMBO090444;"2021. 08. 02.";'J3496';"Sikeres hívás, kérdõív kitöltve.";"Eddig a Király úrhoz járt sajnos már nincs ! Az új kolléga nincs még azon a szinten.<br />
A másik észrevétele,hogy a számlán szerepel ingyen mosás az most sem történt meg !!?"
NMBO090453;"2021. 08. 02.";'B4701';"Nem szeretne nyilatkozni!";"Kitölti a kérdõívet amiben leírja a panaszait hogy Gablini úr  lássa !!!"
NMLG031207;"2021. 08. 02.";'E6543';"Sikeres hívás, kérdõív kitöltve.";"Volt egy pici félreértés de csak ennyi !"
NMLG031197;"2021. 08. 02.";'E4632';"Sikeres hívás, kérdõív kitöltve.";"Picit drága a szerviz !!"
NMLG031202;"2021. 08. 02.";'E6799';"Sikeres hívás, kérdõív kitöltve.";"Drága a szerviz !<br />
A m.felvevõ elég szétszórt volt !!"
NMLM108217;"2021. 08. 02.";'J9205';"Sikeres hívás, kérdõív kitöltve.";"A m.felvevõ munkája 11.pont !!!"
NMLM108258;"2021. 08. 02.";'B1921';"Sikeres hívás, kérdõív kitöltve.";"A navigációval kapcsoltban azt jelezné ,hogy az sd kártya elég elavult és miért nincs frissebb kártya az autóhoz ??"
NMBO090486;"2021. 08. 02.";'98654';"Nem szeretne nyilatkozni!";
