Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLM098348;"2020. 07. 07.";'B4865';"Nem szeretne nyilatkozni!";"Az IP telefon nem engedélyezi a külföldi telefonszám hívását!!!"
NMBO083378;"2020. 07. 07.";'K4400';"Nem szeretne nyilatkozni!";
NMLM098298;"2020. 07. 07.";'B4716';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvevõ nem volt kedves, nem igazából volt jó a szolgáltatás! Remélem azért megértette a kérdéseimet, mert elég nehezen kommunikáltunk, mert töri a magyart a kínai vagy koreai! "
NMLM098284;"2020. 07. 07.";'R0431';"Sikeres hívás, kérdõív kitöltve.";"Garanciális munka miatt kell majd visszatérni!!!"
NMLZ107026;"2020. 07. 07.";'J9430';"Nem szeretne nyilatkozni!";"Itt ezt a számot kaptam:30 623 8601 Szutor Krisztián! Ezen beszéltem az úrral és elmondta, hogy még mindig nincs kész az autó, egyelõre rosszak a tapasztalatok, és információt sem kap, nem tájékoztatják semmirõl!!"
NMLZ106363;"2020. 07. 07.";'A9725';"Sikeres hívás, kérdõív kitöltve.";"Hosszú ideig tartott a javítás az alkatrész ellátás miatt!!"
NMLM098269;"2020. 07. 07.";'B4853';"Nem szeretne nyilatkozni!";"Majd az emailben kapott kérdõívet szeretné kitölteni, most szóban nem szeretne!!"
NMLM098180;"2020. 07. 07.";'R0432';"Sikeres hívás, kérdõív kitöltve.";"Tegnapi nap folyamán már kitöltötte a kérdõívet, és ott is leírta, hogy baromi drágák vagyunk!!"
NMLM098303;"2020. 07. 07.";'A2345';"Sikeres hívás, kérdõív kitöltve.";"Egy órát kellett várnia, mire elkezdték a munkát, és ez nem megszokott!!     "
NMLM098202;"2020. 07. 07.";'B3525';"Sikeres hívás, kérdõív kitöltve.";"Garanciális munka miatt!!"
NMLG027342;"2020. 07. 07.";'E5753';"Nem szeretne nyilatkozni!";"Még nem oldódott meg a problémája!!"
NMLG027365;"2020. 07. 07.";'C0962';"Sikeres hívás, kérdõív kitöltve.";"A mosás miatt adott ilyen értékelést!!!"
NMBO079440;"2020. 07. 07.";'K2308';"Sikeres hívás, kérdõív kitöltve.";"Az alkatrészre nagyon sokat kellett várni!! A Nissan technológiai megoldásai elég gyermeteg!!"
NMLM096790;"2020. 07. 07.";'B2802';"Sikeres hívás, kérdõív kitöltve.";"A kolléga eléggé kapkodott és az adminisztrációban voltak problémák!!!"
NMLZ107621;"2020. 07. 07.";'P4355';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drágán dolgozunk, ezért adott 9-es értékelés!!"
NMLZ107622;"2020. 07. 07.";'S7329';"Sikeres hívás, kérdõív kitöltve.";"A kommunikációban nagyon leromlott a Gablini cég olyan, mint egy óvoda!!!"
NMBO083329;"2020. 07. 07.";'J1085';"Nem szeretne nyilatkozni!";"Az autót még régebben itt vásárolta, és most úgy érzi, hogy 9 ezer forintért nem csináltak semmit, nagyon csalódott!!"
NMBO083316;"2020. 07. 07.";'K3543';"Sikeres hívás, kérdõív kitöltve.";"Sajnos az amerikai Nissan Leaf-hez nem értenek, de azért a szerviz minfrn próbál megtenni!!"
NMLZ107651;"2020. 07. 07.";'88438';"Nem szeretne nyilatkozni!";"Akkor telefonáljak, ha megjön a riasztó addig nincs mit mondania!!!!"
NMLZ107671;"2020. 07. 07.";'B3848';"Nem szeretne nyilatkozni!";"Ez a telefonszám 07.02. óta csak csörög, így elérhetetlen!!"
NMBO082753;"2020. 07. 07.";'A0030';"Sikeres hívás, kérdõív kitöltve.";"Az autó három hétig volt nálunk és amikor elkészült másnap vissza kellett vinni!! Az biztos, hogy ide többet nem fog jönni!!!!"
NMLM098189;"2020. 07. 07.";'B4209';"Sikeres hívás, kérdõív kitöltve.";"Annyit szeretne mondani, hogy az M3-on minden rendben van, viszont a zuglói szerviz az egy káosz!! Biztosítási ügyintézés, kommunikáció az rémes!!!Jövõ héten fog menni Zuglóba, de akkor  rögtön a szervizvezetõhöz fog menni!!"
