Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLM098988;"2020. 08. 03.";'I7096';"Nem szeretne nyilatkozni!";"M3 DOLGOZÓNK!!!!!"
NMLM098912;"2020. 08. 03.";'B2821';"Nem szeretne nyilatkozni!";"Ez a telefonszám 07.30. óta csak csörög, így elérhetetlen!"
NMLZ108096;"2020. 08. 03.";'P8161';"Nem szeretne nyilatkozni!";"Most nem szeretne értékelni, mert két hétig szabadságon van!!"
NMLM099002;"2020. 08. 03.";'B3553';"Sikeres hívás, kérdõív kitöltve.";"Garanciális javítás kapcsán!!"
NMLM099052;"2020. 08. 03.";'R1067';"Sikeres hívás, kérdõív kitöltve.";"Az összeg miatt adott 1-es értékelést, nagyon nagyon magasak az árak!! Az átrozsdásodásra garanciát vállalnak, és mégis átvizsgálták 8 ezer forintért miért?? Kéri, hogy a szervizvezetõ hívja fel és magyarázza el, hogy ez miért kell egy 15ezer km-es autónak??!!!"
NMBO083915;"2020. 08. 03.";'J5756';"Sikeres hívás, kérdõív kitöltve.";"Sajnálattal látta, hogy a szervizben a zárt térben senki nem használja a maszkot beleértve a munkatársakat is!!!"
NMLZ108156;"2020. 08. 03.";'S9425';"Sikeres hívás, kérdõív kitöltve.";"Igaz, hogy még nem vette át az autót majd csak holnap megy érte, de eddig rendben volt minden!!!"
NMLZ108214;"2020. 08. 03.";'13720';"Nem szeretne nyilatkozni!";"A szerviz elvégzett egy diagnosztikát 5 perc alatt 28 ezer forintért, elég furcsa!! Kéri, hogy a szervizvezetõ hívja fel, hogy miért fizetett ennyit??!!"
NMLZ108211;"2020. 08. 03.";'S9491';"Sikeres hívás, kérdõív kitöltve.";"A tájékoztatásban javulhatnánk!!!"
NMBO083814;"2020. 08. 03.";'J9433';"Nem szeretne nyilatkozni!";"Ezt az autót már egy éve eladták!!!"
NMLG027607;"2020. 08. 03.";'H1122';"Nem szeretne nyilatkozni!";"Ez a telefonszám 07.30. óta csak csörög, így elérhetetlen!!!"
NMLM098308;"2020. 08. 03.";'A6613';"Sikeres hívás, kérdõív kitöltve.";"A szervizben mindenki nagyon kedves csak a javítást nem tudjuk megoldani!! Sajnos a hiba összetett és a szerviz csak széttárja a karját!!"
NMLM098989;"2020. 08. 03.";'B4962';"Nem szeretne nyilatkozni!";"Ez a telefonszám 07.30. óta csak csörög, vagy folyamatos foglaltat jelez!!!"
NMLZ108262;"2020. 08. 03.";'B0587';"Nem szeretne nyilatkozni!";"NINCS TELEFONSZÁM!!!!!"
NMLM099062;"2020. 08. 03.";'09403';"Nem szeretne nyilatkozni!";DOLGOZÓNK!!!!
NMLZ108255;"2020. 08. 03.";'17120';"Nem szeretne nyilatkozni!";"TILOS HÍVNI!!!!"
NMLZ107360;"2020. 08. 04.";'M1514';"Nem szeretne nyilatkozni!";"Most nagyon nem alkalmas, és még úgy is jön vissza, mert nem kapott meg minden alkatrészt!!"
NMLM099025;"2020. 08. 04.";'M1514';"Nem szeretne nyilatkozni!";"Most nagyon nem alkalmas, és még úgy is jön vissza, mert nem kapott meg minden alkatrészt!!"
NMLZ107522;"2020. 08. 04.";'J9557';"Sikeres hívás, kérdõív kitöltve.";" "
NMLZ105528;"2020. 08. 04.";'S7294';"Sikeres hívás, kérdõív kitöltve.";"Nagyon jó a változás, Budaörsön és Zuglóban, nagyon rendesek voltak, gördülékenyen ment minden, nagyon örül ennek a változásnak!! Egy alkatrész miatt vissza kell térnie!!"
NMLM099028;"2020. 08. 04.";'M0850';"Sikeres hívás, kérdõív kitöltve.";"Az elsõ kérdésre én írtam be a 10-es értékelést, mert még nem tudja, hogy mi az eredménye a munkának így nem értékelte!!"
NMLM097601;"2020. 08. 04.";'M1415';"Sikeres hívás, kérdõív kitöltve.";"Nem kapott elég információt az egész dologról(meddig tart, mennyibe kerül) nem kapott csereautót erre az idõre!! Egy egyéves szerviznél szerinte nem elég csak az olajcsere, szeretné ha mást is lecserélnének!!"
NMLZ108245;"2020. 08. 04.";'S9521';"Nem szeretne nyilatkozni!";"Ezen a számon egy hölgy jelentkezik és nincs ilyen típusú autója!!!"
NMLZ106054;"2020. 08. 04.";'A9028';"Nem szeretne nyilatkozni!";"Az autó elkészült csak még nem vette át!! Intézik az adminisztrációt, mert motor csere volt, ha ez meg van akkor utána beszéljünk!!!"
NMLZ108189;"2020. 08. 04.";'B0667';"Nem szeretne nyilatkozni!";"Ez a javítás még folyamatban van, a jövõ héten megy még vissza!!"
NMLZ108213;"2020. 08. 04.";'Q8118';"Sikeres hívás, kérdõív kitöltve.";"A jövõben lehetne az autóhoz egy jármûkísérõ lap, hogy mit végeztek el!! Ez nagyon jó lenne!!"
NMBO083940;"2020. 08. 04.";'K2232';"Nem szeretne nyilatkozni!";"Megy vissza a jövõ héten, utána hívjam!!"
NMBO083927;"2020. 08. 04.";'K4472';"Nem szeretne nyilatkozni!";"Most még nem szeretne értékelni!!"
NMBO083938;"2020. 08. 04.";'K4474';"Nem szeretne nyilatkozni!";"Az úrnak a lánytestvéré ez a telefonszám és nem a hölgy járt bent, hanem a testvére!!!"
NMBO081954;"2020. 08. 04.";'65996';"Sikeres hívás, kérdõív kitöltve.";"Az autó három hónapig alkatrészre várt, és ez nagyon negatív volt számára, de inkább ez a NISSAN Importõr hibája!!!"
NMLG027278;"2020. 08. 04.";'A7878';"Nem szeretne nyilatkozni!";"Az az észrevétele, és azt tapasztalta, hogy szakember hiányában vagyunk!! Olyan szerel autót akinek egy OKJ-s vizsgája van! A másik észrevétele az, hogy egy alkatrészre négy hetet kell várni ez elfogadhatatlan!!"
NMLG027627;"2020. 08. 04.";'A7878';"Nem szeretne nyilatkozni!";"Az az észrevétele, és azt tapasztalta, hogy szakember hiányában vagyunk!! Olyan szerel autót akinek egy OKJ-s vizsgája van! A másik észrevétele az, hogy egy alkatrészre négy hetet kell várni ez elfogadhatatlan!!"
NMLG027606;"2020. 08. 04.";'E5796';"Nem szeretne nyilatkozni!";"Ez a telefonszám 07.31. óta csak csörög, így elérhetetlen!!"
NMBO083291;"2020. 08. 04.";'S2571';"Sikeres hívás, kérdõív kitöltve.";"Nem volt lemosva az autó, máskor pedig leszokták mosni!! A második kérdésre azért ad 1-es értékelést, mert neki a gödöllõi szerviz messze van, és ide nem járhat a garancia alatt!!"
NMLG027642;"2020. 08. 04.";'E3820';"Sikeres hívás, kérdõív kitöltve.";"Valamiért állandóan a hengerfejezést említik és nem fog visszamenni 08.17-én!!"
NMLG027500;"2020. 08. 04.";'E6199';"Nem szeretne nyilatkozni!";"Nem tud most értékelni, mert éppen alszik!!"
NMLM098984;"2020. 08. 04.";'A3675';"Nem szeretne nyilatkozni!";"Az úr ennyit mondott, hogy a javítás folyamatban!"
NMLZ107335;"2020. 08. 04.";'27983';"Sikeres hívás, kérdõív kitöltve.";"Az autó nagyon hosszú idõt töltött a szervizben, hol nem volt alkatrész, hol villamosság szerelõ, és egyéb okok voltak!!"
NMLZ106485;"2020. 08. 04.";'27983';"Sikeres hívás, kérdõív kitöltve.";"Az autó nagyon hosszú idõt töltött a szervizben, hol nem volt alkatrész, hol villamosság szerelõ, és egyéb okok voltak!!"
NMLM099023;"2020. 08. 04.";'B4503';"Sikeres hívás, kérdõív kitöltve.";"Ezek után TILOS HÍVNI  õket!!!!"
NMLM098997;"2020. 08. 04.";'R1154';"Sikeres hívás, kérdõív kitöltve.";"Azt szeretné kérni, hogy a szervizvezetõ hívja fel!! Van öt darab autójuk és kérdezné Tõle, hogy valamilyen kedvezmény lenne-e ezekre az autókra??!!!!"
NMLZ107432;"2020. 08. 04.";'S8778';"Nem szeretne nyilatkozni!";"Az autó jelenleg is ott van nálunk, nyilatkozni nem szeretne, de nagyon  nem elégedett, amennyiben a szerviz hozzáállása nem pozitív irányba mozdul el, akkor a fogyasztóvédelemhez fog fordulni! Kéri, hogy a szervizvezetõ vegye fel kapcsolatot!! Itt a fele"
NMLZ108277;"2020. 08. 04.";'B3275';"Nem szeretne nyilatkozni!";"Itt a hölgy mondta, hogy csak pénzügyi jóváírás volt, javítás nem csak tavaly!!!"
NMLM098331;"2020. 08. 05.";'R0869';"Sikeres hívás, kérdõív kitöltve.";"Nem volt egyértelmû, hogy mikor lehet menni, mikor érkezik meg az alkatrész, a kommunikáció az hiányzott!!"
NMLZ108318;"2020. 08. 05.";'R0715';"Nem szeretne nyilatkozni!";"Itt nem volt más csak jóváíró számla készítése, lezárása!!"
NMLZ108331;"2020. 08. 05.";'S5061';"Nem szeretne nyilatkozni!";"JÓVÁÍRÓ SZÁMLA!!!! Ez ügyben már beszéltünk!!"
NMLZ108342;"2020. 08. 05.";'M1428';"Nem szeretne nyilatkozni!";"JÓVÁÍRÓ SZÁMLA!!!! Ez ügyben már beszéltünk!!"
NMBO083736;"2020. 08. 05.";'K3730';"Sikeres hívás, kérdõív kitöltve.";"Elvitte az autó egy másik szervizbe, ez után a látogatás után!! Majdnem kicseréltettek vele egy 500 ezer forintos alkatrészt, és kiderült, hogy a szerelõ rosszul dugott vissza valamit!! Másfél hetet vártak erre a szervizre!!"
NMBO083908;"2020. 08. 05.";'H7350';"Nem szeretne nyilatkozni!";"Ez a telefonszám 08.03. óta csak csörög, így elérhetetlen!!"
