Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ112019;"2021. 03. 22.";'P6138';"Nem szeretne nyilatkozni!";"Ilyen telefonszám nincs!!!"
NMLM103197;"2021. 03. 22.";'M1097';"Nem szeretne nyilatkozni!";"Ez a telefonszám""jelenleg nem elérhetõ"" 03.18.óta!!"
NMLM104745;"2021. 03. 22.";'K3927';"Sikeres hívás, kérdõív kitöltve.";"A tavalyi év februárjáig nyúlik vissza ez a történet! Van egy kulcs nélküli nyitás funkciója az autónak,  amit cserélni kéne és erre azóta sem került sor erre!! Azóta pedig már háromszor járt nálunk és ebben az ügyben kéri, hogy hívják fel telefonon, mert szeretné, hogy ezt megcsinálják!!!"
NMLM104735;"2021. 03. 22.";'M1417';"Nem szeretne nyilatkozni!";"Már kitöltötte az e-mailes kérdõívet!!!"
NMLM104750;"2021. 03. 22.";'M1076';"Sikeres hívás, kérdõív kitöltve.";"Még nem tudja, hogy mikor de vissza fog még menni(lengés csillapító)!!!"
NMLG029719;"2021. 03. 22.";'E5613';"Sikeres hívás, kérdõív kitöltve.";"Nagyon rugalmas volt a szerviz, és megoldották a problémáját!!!"
NMLG029716;"2021. 03. 22.";'E6150';"Sikeres hívás, kérdõív kitöltve.";"Elfelejtették kireszetelni az olaj szervizt, ezért még a mai napon felveszi a kapcsolatot a szervizzel!!!"
NMLZ112632;"2021. 03. 22.";'Q5893';"Nem szeretne nyilatkozni!";"Dolgozónk Pataki Dániel telefonszáma!!!!"
NMLG029598;"2021. 03. 22.";'E6525';"Sikeres hívás, kérdõív kitöltve.";"Köszöni a rugalmasságot, és a folyamatos tájékoztatást!!!"
NMLG029755;"2021. 03. 22.";'C0912';"Nem szeretne nyilatkozni!";"Kutya drága volt ez a történet, amikor minden anyagot felszámolnak az ilyen csere, olyan csere, és nem szeretne értékelni számokban!!! Ez volt az elsõ és most az utolsó, és meg fogja oldani ezt máshol! A kollégák viszont rendesek voltak!!!"
NMLM104796;"2021. 03. 22.";'M1540';"Sikeres hívás, kérdõív kitöltve.";"A kolléga aki felvette a munkát a stílusa nem megfelelõ, lekezelõ. Amikor átvette az autót nem mûködött navigáció. Azt mondta a munkafelvevõ, hogy újból vinni  kell az az autót, úgy gondolja, hogy egy ilyen fiatal autónál ez nem megfelelõ!! A mosdó az nem igazán volt tiszta, az ülõke kifejezetten mocskos volt, illetve a belsõ takarítás nem volt megfelelõ!!"
NMLG029750;"2021. 03. 22.";'C1115';"Sikeres hívás, kérdõív kitöltve.";"Semmiképpen nem ajánlaná! Egy minimális javításért nagyon magas díjat használnak!! Döbbenet, hogy 3/4 órás munkáért mit számolnak fel!!!<br />
 A szervizt bonyolító úr azt mondta, hogy valamilyen gépezetük nem mûködött rendesen! Technikailag sem mûködik rendesen ez a cég!"
NMLM104805;"2021. 03. 22.";'B5730';"Sikeres hívás, kérdõív kitöltve.";"Volt egy nagy szerviz az volt 163 ezer forint! Amikor kész lett az autó akkor mondták, hogy ki kell még cserélni a fékeket!! Azt nehezményezte, hogy miért nem szóltak neki még akár telefonon is, hogy ezt még ki kell cserélni, mert akár meg is csinálhatták volna myg ott volt a szervizben!!!"
NMBO087661;"2021. 03. 22.";'K1339';"Nem szeretne nyilatkozni!";"Ez a telefonszám már 03.18.óta csak csörög, így elérhetetlen!!!"
