Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ118054;"2022. 01. 24.";'B2303';"Nem szeretne nyilatkozni!";DOLGOZÓNK!!!
NMLM112800;"2022. 01. 24.";'26958';"Sikeres hívás, kérdõív kitöltve.";"Régen odajárt a zuglói szervizben és ott azért voltak ""huncutságok"", és azért jár most ide az M3-ra!!"
NMLZ118343;"2022. 01. 24.";'T2863';"Nem szeretne nyilatkozni!";"A hölgyet csak 17 óra után lehetne hívni, mert telefonos munkája van!!"
NMLZ118305;"2022. 01. 24.";'T2857';"Nem szeretne nyilatkozni!";"Egy hölgy visszahívott, és Õ nem a nevezett személy, ez az Allé kft. telefonszáma!!"
NMLZ118183;"2022. 01. 24.";'27910';"Sikeres hívás, kérdõív kitöltve.";"Papírpótlás miatt kellett visszamennie 10 perc alatt végeztek!"
NMBO094031;"2022. 01. 24.";'K3561';"Nem szeretne nyilatkozni!";"A hölgy elmondta, hogy neki azt mondták, hogy a PEUGEOT HUNGÁRIÁHOZ kell mennie, de azt mondta, hogy a szervizben mindenki rendesen volt, a hozzáállással nem volt probléma!!"
NMLM112791;"2022. 01. 24.";'66529';"Nem szeretne nyilatkozni!";"Az ügyfél mai nap délelõttre kért visszahívást, de kétszer kinyomott!!"
NMLZ117908;"2022. 01. 24.";'89862';"Nem szeretne nyilatkozni!";"Inkább ne kérdezzem, mert még mindig ott van a szervizben!"
NMLG032097;"2022. 01. 24.";'E6957';"Sikeres hívás, kérdõív kitöltve.";"Sajnos a számítógépen frissített, és amit addig leírtam elveszett, úgy hogy ezt emlékezetbõl írom: Amikor ott járt 2-3 hónappal ezelõtt akkor az alkatrészt rendelték meg!! Amennyiben ezt tudja, akkor nem Kia-t vesz!! Aztán egy hónap múlva szóltak neki, hogy vissza kellene mennie, mert hang- és képfelvételt kell készíteni!! Visszament a saját költségén Gyöngyösrõl!! A Sepsei Nándorral megvolt elégedve, de a másik munkafelvevõvel nem(elég furán nézett ki a piros kötött pulóverével) nem hozzáértõ és nem ügyfélbarát!! Minden alkalommal amikor ott hagyta az autóját akkor mindig ott hagyták a nyitott területen benne a kulccsal egy nyitott telepen!!"
NMBO093812;"2022. 01. 24.";'J1856';"Nem szeretne nyilatkozni!";"A férjjel beszéltem, de a feleség járt a szervizben de Õ nem elérhetõ! Elmondta, hogy a kesztyûtartót nem tudták kicserélni, és ajánlatot kaptak a szerviz elvégzésére is, de még átgondolják!"
NMBO093813;"2022. 01. 24.";'Q4948';"Sikeres hívás, kérdõív kitöltve.";"Sajnos már kb. 4 hónapja vár alkatrészre, de ez már tényleg bosszantó, érthetetlen!!"
NMLZ118327;"2022. 01. 24.";'J1766';"Nem szeretne nyilatkozni!";"Itt csak egy diagnosztika volt  és más semmi, mit értékeljen ezen!?"
NMLZ118224;"2022. 01. 24.";'85793';"Sikeres hívás, kérdõív kitöltve.";"Éppen most vásároltak nálunk egy új autót!!"
NMLG033300;"2022. 01. 24.";'A9744';"Sikeres hívás, kérdõív kitöltve.";"Már kétszer cserélték az oxigén szondát, most elég kemény költségbe került!! "
NMLZ116725;"2022. 01. 24.";'Q5448';"Nem szeretne nyilatkozni!";"Az ügyintézés nagyon kedves volt, van egy ügyük ami másfél éve húzódik az ülés felgyûrõdött és akkor még csak másfél éves volt és kérte akkor hogy ezt garanciába, visszajött a válasz, hogy nem volt rendeltetésszerû az ülés használat és ezzel kapcsolatban "
NMLM112097;"2022. 01. 24.";'A8338';"Nem szeretne nyilatkozni!";"Az ügyfél 01.28-án megy vissza a szervizbe, és utána hívjam!!"
NMLZ118154;"2022. 01. 24.";'Q4319';"Nem szeretne nyilatkozni!";"Az ügyfél visszahívást kért, de 1x kinyomott utána pedig nem vette fel!"
NMBO093614;"2022. 01. 24.";'J2382';"Nem szeretne nyilatkozni!";"Éveken keresztül idejárt egy másik autóval, és ezzel az autóval! Most azt tapasztalja, hogy az információ elvész a kollégák között, nem tudtak egymás tevékenységérõl! Most ez szokatlan volt számára, mert rossz benyomásai voltak!! Ezt most ez nagyon rosszu"
NMBO093996;"2022. 01. 25.";'J7090';"Nem szeretne nyilatkozni!";"TILOS HÍVNI!!"
NMBO093967;"2022. 01. 25.";'J9673';"Nem szeretne nyilatkozni!";"Az IP telefon nem engedélyezi a külföldi telefonszám hívását!!"
NMLM112777;"2022. 01. 25.";'R0753';"Nem szeretne nyilatkozni!";"TILOS HÍVNI!!"
NMLM112544;"2022. 01. 25.";'B6714';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvevõ elmondta, hogy a héten kezdett, és elnézést kért az esetleges kellemetlenségekért! Nagyon nehéz a visszajutás a városba, lehetne valami járatot szervezni!!"
NMLZ118284;"2022. 01. 25.";'K2279';"Nem szeretne nyilatkozni!";"Nem lenne most szerencsés nyilatkoznia!!"
NMLZ117550;"2022. 01. 25.";'K2279';"Nem szeretne nyilatkozni!";"Nem lenne most szerencsés nyilatkoznia!!"
NMBO093972;"2022. 01. 25.";'J8152';"Sikeres hívás, kérdõív kitöltve.";"Nem kapta vissza a szervizfüzetet, õ elkezdte hívni, de egyszerûen nem vette fel és nem hívta vissza, és egy üzenetet kapott, hogy nem találja!! Mind a mai napig nincs meg a szervizfüzet, és ezért vissza kellene mennie!!"
NMBO093771;"2022. 01. 25.";'J8152';"Sikeres hívás, kérdõív kitöltve.";"Nem kapta vissza a szervizfüzetet, õ elkezdte hívni, de egyszerûen nem vette fel és nem hívta vissza, és egy üzenetet kapott, hogy nem találja!! Mind a mai napig nincs meg a szervizfüzet, és ezért vissza kellene mennie!!"
NMLG033277;"2022. 01. 25.";'E6483';"Nem szeretne nyilatkozni!";"Az ügyfél mára kért visszahívást, de nem vette fel!!"
NMLM112666;"2022. 01. 25.";'B6441';"Nem szeretne nyilatkozni!";"Az ügyfél mára kért visszahívást, de nem vette fel!!"
NMLZ116361;"2022. 01. 25.";'R1338';"Sikeres hívás, kérdõív kitöltve.";"Szeptember vége óta húzódó javítás volt! Már panasz levelet is írt, és felháborítónak tartja ezt a hosszú javítást!(Egészségügyben dolgozó orvos)! Nem is hívták, nem keresték, hanyagságból húzódott ez idáig!! Aztán az ügyfél is covidos lett!!"
NMLZ118408;"2022. 01. 25.";'T2870';"Nem szeretne nyilatkozni!";"A hölgy csak 1. kérdésre adott 2-es értékelést, és aztán elmondta, hogy Õ egy nyugdíjas nincs ennyi pénze, hogy megcsinálják az autóját 150 ezer plusz a munkadíj!! Így is kifizetett 22 ezer forintot a nagy semmiért a diagnosztikáért, amit eddig is tudott,"
NMLM112688;"2022. 01. 25.";'B5576';"Sikeres hívás, kérdõív kitöltve.";"Picit sokat kellett várni(valami torlódás volt) másfél két órát töltött ott!!"
NMBO094046;"2022. 01. 25.";'S0366';"Sikeres hívás, kérdõív kitöltve.";"Korábban is járt már nálunk, és akkor jobban elmagyarázták, hogy mit miért csináltak!! Korábban 20-30 ezer forinttal kevesebbet fizetett ilyen munkáért!!"
NMBO094048;"2022. 01. 25.";'K4067';"Nem szeretne nyilatkozni!";"Az ügyfél visszahívott, aztán én visszahívtam , de nem akart értékelni!"
NMLM111819;"2022. 01. 25.";'28193';"Sikeres hívás, kérdõív kitöltve.";"Szerviz elõtti napon jön az sms, de jó lenne hogyha bele lenne írva az idõpont is óra, perc ne csak a dátum!!!"
