Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLG029398;"2021. 04. 06.";'27634';"Nem szeretne nyilatkozni!";Dolgozónk!!!!
NMLG029811;"2021. 04. 06.";'E4594';"Nem szeretne nyilatkozni!";"Nem értékelt, mert már a múlt héten kitöltötte az emailes kérdõívet!!"
NMLG029857;"2021. 04. 06.";'E5007';"Sikeres hívás, kérdõív kitöltve.";"Sokat kell várni, amíg foglalkoznak az ügyféllel!!"
NMLZ112643;"2021. 04. 06.";'27689';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon szintén autós márka-szerviz jelentkezik, és már 03.29-én beszéltem az úrral!!"
NMLZ112585;"2021. 04. 06.";'27689';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon szintén autós márka-szerviz jelentkezik, és már 03.29-én beszéltem az úrral!!"
NMLZ112844;"2021. 04. 06.";'27689';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon szintén autós márka-szerviz jelentkezik, és már 03.29-én beszéltem az úrral!!"
NMLZ112762;"2021. 04. 06.";'27689';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon szintén autós márka-szerviz jelentkezik, és már 03.29-én beszéltem az úrral!!"
NMLM105099;"2021. 04. 06.";'B2712';"Sikeres hívás, kérdõív kitöltve.";"Kampány miatt fog visszatérni!!"
NMLM104576;"2021. 04. 06.";'R0614';"Sikeres hívás, kérdõív kitöltve.";"Minden gördülékeny volt!!"
NMLM105129;"2021. 04. 06.";'B3793';"Sikeres hívás, kérdõív kitöltve.";"Tavaly szintén nálunk volt éves szervizen, és viszont nem szerepel a szerviz könyvben(online)!!"
NMLM105164;"2021. 04. 06.";'58654';"Sikeres hívás, kérdõív kitöltve.";"Egy picit nehezen voltak elérhetõek a kollégák, állítólag valamilyen továbbképzés volt!!"
NMLZ112796;"2021. 04. 06.";'R0748';"Nem szeretne nyilatkozni!";"Az antenna vége az elroncsolódott(szerinte ez durva mechanikai behatás eredménye), recsegett a rádió otthon vette észre és emiatt nagyon szomorú! A munkához képest elég boros volt az ár, soknak tartja a kalkulációt, karosszéria munka nem volt csak fényezé"
NMLM104501;"2021. 04. 06.";'A7960';"Nem szeretne nyilatkozni!";"Az ügyfél elmondta, hogy az alkatrész megjött, javításra vár idõpontot, egyeztet és megy vissza a szervizbe, utána értékelne!!"
NMBO088273;"2021. 04. 06.";'K2265';"Sikeres hívás, kérdõív kitöltve.";"Az ár nagyon magas!!!"
NMBO088272;"2021. 04. 06.";'K2543';"Sikeres hívás, kérdõív kitöltve.";"A Király úr munkáját külön kiemelné!!!"
NMLM105160;"2021. 04. 06.";'R0200';"Nem szeretne nyilatkozni!";"A hölggyel beszéltem, de hírtelen le kellett tennie a telefon(szerintem rendõröket látott), de elõtte elmondta, hogy még holnap újból megy a szervizbe!!!"
NMLZ112236;"2021. 04. 07.";'J9382';"Sikeres hívás, kérdõív kitöltve.";"Az ajtó amit cserélték, a polírozás az látszik nagyon csíkos és ez abszolút, de nem szép!  Azért hozta szakszervizbe, hogy itt minõségi munkát fognak végezni! A visszapillantó tükrön -Jeruzsálembõl  hozott egy feszületet,-  és a szélvédõt úgy helyezték vissza, hogy most ezt nem lehet onnan levenni a visszapillantó tükörrõl!!!!!"
NMBO088305;"2021. 04. 07.";'J6627';"Sikeres hívás, kérdõív kitöltve.";"Más javítás ügyben megy vissza!!"
NMLZ112779;"2021. 04. 07.";'M1407';"Sikeres hívás, kérdõív kitöltve.";"Nem jó kilométer értéket írtak be a szervizkönyvbe és ezért kellene visszamennie!!"
NMLM105124;"2021. 04. 07.";'B5775';"Nem szeretne nyilatkozni!";"Itt egy hölgy vette fel a telefont és nagyon, de nagyon nehezen beszélt magyarul azt mondta, annyit értettem, hogy Lénárd András volt ezzel az autóval!!"
NMLM105135;"2021. 04. 07.";'B5773';"Nem szeretne nyilatkozni!";"Ez a telefonszám 04.01. óta vagy nem elérhetõ, vagy folyamatosan csak foglaltat jelez!!"
NMBO088257;"2021. 04. 07.";'J9839';"Sikeres hívás, kérdõív kitöltve.";"Az alkatrész nem jött meg, ezért kell visszamennie!!!"
NMLM105196;"2021. 04. 07.";'R0986';"Sikeres hívás, kérdõív kitöltve.";"A tetõkárpit, és egyéb javítás miatt kell még visszamennie a zuglói szervizbe!!!"
NMLZ112827;"2021. 04. 07.";'K4131';"Sikeres hívás, kérdõív kitöltve.";"A kommunikációban javulhatnánk!!"
NMLZ112556;"2021. 04. 07.";'19375';"Sikeres hívás, kérdõív kitöltve.";"A kommunikációban javulhatnánk!!"
NMLZ112846;"2021. 04. 07.";'P3774';"Sikeres hívás, kérdõív kitöltve.";"Sajnos az alkatrész megrendelésénél félreértések voltak!! Az ígérték, hogy fogják hívni, és ez nem történt meg!!! Másnap Õ telefonált, hogy mi újság van!!!"
NMBO088335;"2021. 04. 07.";'J9907';"Sikeres hívás, kérdõív kitöltve.";"Az szeretné jelezni, hogy elõzetesen megvolt beszélve, hogy 100 ezer forint lesz a szerviz és ehhez képest jelentõsen többet fizetett!!"
NMLZ112873;"2021. 04. 07.";'S7141';"Sikeres hívás, kérdõív kitöltve.";"Tavaly még felajánlották neki a buszjegyet, de sajnos az idén nem!!!"
NMLZ112862;"2021. 04. 07.";'Q7200';"Sikeres hívás, kérdõív kitöltve.";"Sajnos a térkép frissítése lemaradt, de jövõ hétre kapott idõpontot, de ugye megint vissza kell mennie!!!"
NMBO088298;"2021. 04. 07.";'K1994';"Sikeres hívás, kérdõív kitöltve.";"A számlára rá lett írva, hogy ingyenes mosás, de ez nem történt meg!!!"
NMLZ112304;"2021. 04. 07.";'A9827';"Nem szeretne nyilatkozni!";"Jobb ha nem is hallják, hogy mi történt itt!!"
NMLZ112758;"2021. 04. 07.";'A9827';"Nem szeretne nyilatkozni!";"Jobb ha nem is hallják, hogy mi történt itt!!"
NMLM104858;"2021. 04. 08.";'R1164';"Nem szeretne nyilatkozni!";"Ez a telefonszám 04.06. óta csak csörög, így elérhetetlen!!"
NMLM105221;"2021. 04. 08.";'B5758';"Sikeres hívás, kérdõív kitöltve.";"Csak így tovább a Ford szervizben nem így kezelték Õt, és ez nagyon jól esett!!!"
NMLZ112870;"2021. 04. 08.";'14751';"Nem szeretne nyilatkozni!";"Nem szeretne értékelni!!!"
NMLZ112603;"2021. 04. 08.";'P9223';"Nem szeretne nyilatkozni!";"Nem szeretne értékelni!!!"
NMLM105238;"2021. 04. 08.";'R1124';"Sikeres hívás, kérdõív kitöltve.";"A múltkor is ez volt az észrevétele, de akkor sem történt semmi! A szerelõvel nem tud az ügyfél közvetlenül beszélni, Õ nem mehet le és a szerelõ nem jöhet fel!!!"
NMBO088338;"2021. 04. 09.";'M0294';"Nem szeretne nyilatkozni!";"Ez a telefonszám 04.07. óta csak csörög, annak ellenére, hogy visszahívást kért!!!"
NMLZ112568;"2021. 04. 09.";'R0823';"Sikeres hívás, kérdõív kitöltve.";"Nagyon kedves volt a Hortobágyi úr!! Nem mûködött a számlázási program!!"
NMLZ112821;"2021. 04. 09.";'T2128';"Nem szeretne nyilatkozni!";"Igaz, hogy az elsõ kérdésre 1-es értékelést adott, de tovább nem értékelte, mert a következõket mondta el: Amikor az ügyfél belép és nem köszönnek, itt egy kis tréninget kellene tartani a kollégáknak!! ""Álltak ott mint, egy darab sz.r és nem történt semmi"
NMLM105283;"2021. 04. 09.";'B5791';"Sikeres hívás, kérdõív kitöltve.";"Nagyon készségesek voltak!!"
NMLZ113027;"2021. 04. 09.";'T2148';"Nem szeretne nyilatkozni!";"Igazából nem Õ intézte ezt a dolgot, mert csak letették a kulcsot elvitték és azt tudja, hogy vissza is hozták!! Tehát itt a telefonszám egyáltalán nem volt jó!!"
NMBO088269;"2021. 04. 09.";'U0083';"Nem szeretne nyilatkozni!";"Ez a telefonszám 04.07. óta csak csörög annak ellenére, hogy visszahívást kért!!!"
NMLZ112933;"2021. 04. 09.";'T2142';"Sikeres hívás, kérdõív kitöltve.";"Az árnál volt egy pici eltérés!!!"
NMLM105303;"2021. 04. 09.";'Q8631';"Sikeres hívás, kérdõív kitöltve.";"Nem ahhoz van szokva, hogy egy gumicsere másfél óráig tartson!! Úgy, hogy idõre ment!!!"
NMLM105281;"2021. 04. 09.";'B1325';"Sikeres hívás, kérdõív kitöltve.";"Eddig mindig lemosták az autót, de most sajnos nem!!!"
NMLM105210;"2021. 04. 09.";'B4335';"Nem szeretne nyilatkozni!";"A tegnapi visszahívás ellenére, ma sem vették fel a telefont!!!"
NMLM105227;"2021. 04. 09.";'97000';"Sikeres hívás, kérdõív kitöltve.";"Szeretné jelezni, hogy az autót most vették, és volt egy kérdése, hogy a szélvédõnél mi az pont elõl? Azt a választ kapta, hogy tábla felismerõ rendszer! Hát nem hanem eseményt rögzítõ kamera, magyarul rosszat mondott neki a munkafelvevõ!!!"
NMLZ112905;"2021. 04. 09.";'J4303';"Nem szeretne nyilatkozni!";"Ez a telefonszám 04.07. óta vagy foglalt vagy hangposta vagy csak csörög!!"
