Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLG029582;"2021. 03. 08.";'B2877';"Sikeres hívás, kérdõív kitöltve.";"Valami kis kedvezményt esetleg beállíthatnának, mivel rendszeresen járnak hozzánk!!"
NMLG029607;"2021. 03. 08.";'E6318';"Sikeres hívás, kérdõív kitöltve.";"Miért nem javítanak légkondicionálót??"
NMLG029616;"2021. 03. 08.";'C0522';"Sikeres hívás, kérdõív kitöltve.";"A munkadíj egy kicsit hajmeresztõ!!!"
NMLG029533;"2021. 03. 08.";'C0726';"Sikeres hívás, kérdõív kitöltve.";"Ez az autó nálunk volt karbantartásos szervizen, de a megvásárlása óta egy kormány problémával küzd(kormány szervó) ami visszatérõ hiba!! Ez a legnagyobb problémája, és épp most ír levelet a KIA Magyarországnak a mai nap folyamán elküldi, és a cégünknek is elküldi másolatban!! Érzi, hogy mindent megtesznek, de valaki hátha kimondja, hogy ezt a problémát igazán nem sikerült kijavítani!! Sajnos nem szívesen használja így ezt az autót!!"
NMLZ112240;"2021. 03. 08.";'A8028';"Nem szeretne nyilatkozni!";"Az elsõ mobilszám nem jó azon egy hölgy jelentkezik és nincs ilyen típusú autó!! A 2. szám pedig 03.05. óta csak csörög, így elérhetetlen!!"
NMLG029600;"2021. 03. 08.";'C1127';"Sikeres hívás, kérdõív kitöltve.";"Sajnos az autóját nem mosták le, eddig más típusú autója volt és abban a szervizben mindig lemosták!!!"
NMLM104487;"2021. 03. 08.";'P6675';"Sikeres hívás, kérdõív kitöltve.";"A tájékoztatásban lehetne egy picit javulnunk!!"
NMLZ112391;"2021. 03. 08.";'P8018';"Nem szeretne nyilatkozni!";"Vizsga nem volt, jön vissza a szervizbe!!!"
NMBO087799;"2021. 03. 08.";'S0097';"Nem szeretne nyilatkozni!";"Ez a telefonszám 03.04. óta csak csörög, így elérhetetlen!!!"
NMBO087822;"2021. 03. 08.";'K4654';"Sikeres hívás, kérdõív kitöltve.";"Iszonyatosan drágán dolgozik a Gablini cég, máshol pont a felébe kerül!!!"
NMBO087851;"2021. 03. 08.";'S0278';"Sikeres hívás, kérdõív kitöltve.";"Egy hete jelezte, hogy jön a szervizbe!! Õ jött is a szervizbe csak nem alkatrész nem volt ehhez a nagy szervizhez!! Ez elég furcsa volt!!"
