Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ117204;"2021. 11. 15.";'K4029';"Nem szeretne nyilatkozni!";Dolgozónk!!!!
NMLM111120;"2021. 11. 15.";'B4528';"Nem szeretne nyilatkozni!";"Az IP telefonon nem engedélyezi a külföldi telefonszám hívását!!"
NMLM110946;"2021. 11. 15.";'R0788';"Sikeres hívás, kérdõív kitöltve.";"Nagyon gondosan átnézték az autót, olyan hiba is felmerült amirõl nem is tudott!!"
NMLG032514;"2021. 11. 15.";'B1503';"Nem szeretne nyilatkozni!";"A hölgy visszahívást kért még 11.12-én, de azóta csak foglaltat jelzett és szétkapcsolta a vonalat!!"
NMLZ117070;"2021. 11. 15.";'Q1773';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvételnél nagyon lassan mennek a dolgok, nagyon lassú a számítógépes program!!"
NMLZ117083;"2021. 11. 15.";'T2694';"Sikeres hívás, kérdõív kitöltve.";"A szerviz szolgáltatástól többet várt!!"
NMBO092477;"2021. 11. 15.";'K2421';"Sikeres hívás, kérdõív kitöltve.";"Az autónak volt még egy olyan problémája tavaly, hogy a turbó tömítést kellett volna kicserélni, és ez tavaly 250 ezer bruttó ár lett volna, és ez az idén már 800 ezer forint lenne!! Az ügyfél kérne egy hívást, vegyék fel vele a kapcsolatot, hogy most ez valóban ennyi lenne??!"
NMBO092628;"2021. 11. 15.";'K5557';"Sikeres hívás, kérdõív kitöltve.";"Az egyik dolog szerinte munkaerõ hiányosnak tûnt a munkafelvételnél!! Az nem érti, hogy miért csak Citroënre és Peugeot-ra van szerviz kedvezmény(neki öreg autója van)??!!"
NMLZ117112;"2021. 11. 15.";'B1449';"Sikeres hívás, kérdõív kitöltve.";"Rábeszélték a lapátcserére, de sajnos nem az adja a hangot, és a problémája megmaradt, és ezért majd valamikor megy vissza!!"
NMLZ117103;"2021. 11. 15.";'J9429';"Sikeres hívás, kérdõív kitöltve.";"Lehet kedvesebb a munkafelvevõ!!"
NMLZ117072;"2021. 11. 15.";'K5185';"Sikeres hívás, kérdõív kitöltve.";"Valójában a problémát nem csinálták meg, a diagnosztikát ki kellett fizetni és igazából lepattintották õket!!!"
NMLZ117097;"2021. 11. 15.";'T2695';"Nem szeretne nyilatkozni!";"Majd a késõbbiekben viszi vissza az autót, mert most csak egy diagnosztika volt!!"
NMLM110892;"2021. 11. 15.";'A5751';"Sikeres hívás, kérdõív kitöltve.";"Megy vissza még a jövõ héten! Minden úgy mûködik, ahogy a ""nagy könyvben le van írva""!!"
NMLM110533;"2021. 11. 15.";'B6219';"Sikeres hívás, kérdõív kitöltve.";"Újabb gondok jelentkeztek és vissza kellett mennie!!"
NMLZ117114;"2021. 11. 15.";'S4792';"Sikeres hívás, kérdõív kitöltve.";"Kicsit sokat kellett várnia!!!"
NMLM110992;"2021. 11. 15.";'B6543';"Sikeres hívás, kérdõív kitöltve.";"Annyi, hogy ha valamit mond az ügyfél, akkor azt írják rá az ajánlati lapra(elsõ rugókat akart cseréltetni), és a két rugó fel sem került az ajánlati lapra!"
NMLM111002;"2021. 11. 15.";'B6546';"Sikeres hívás, kérdõív kitöltve.";"Amikor átvette az autót kijelezte még, hogy szerviz szükség, de a kolléga kijött és megcsinálta az ügyfélnek a nullázást"
NMLM110970;"2021. 11. 15.";'B6274';"Sikeres hívás, kérdõív kitöltve.";"Kampány miatt fog visszatérni, mert még nincs alkatrész!!"
NMLG032494;"2021. 11. 15.";'E3107';"Sikeres hívás, kérdõív kitöltve.";"Még egy kicsit ""füstös"" így fogalmazott az ügyfél, és egy kicsit sokallta a szerviz munkadíjat!! "
NMLG032559;"2021. 11. 15.";'E6267';"Sikeres hívás, kérdõív kitöltve.";"Nagyon kellemes volt, hogy nagyon hamar kapott idõpontot, más szervizekhez képest, és ezért döntött mellettünk!!!"
NMLG032501;"2021. 11. 15.";'C1083';"Sikeres hívás, kérdõív kitöltve.";"Az ügyféllel már 11.09-én is beszéltem!!!"
NMLG032560;"2021. 11. 16.";'C0530';"Sikeres hívás, kérdõív kitöltve.";"A fékkel kapcsolatos árajánlat elég húzós volt! Amikor kér egy árajánlatot, akkor ne csak azt írják le, hogy fékbetét hanem a márkáját és típusát illetve eredeti-e vagy után gyártott!!"
NMLG032579;"2021. 11. 16.";'C0650';"Nem szeretne nyilatkozni!";"Halasszuk ezt el, mert még megy vissza a szervizbe, mert valami nem sikerült!!"
NMLG032591;"2021. 11. 16.";'C1085';"Nem szeretne nyilatkozni!";"Megy vissza a szervizbe, mert megjelent a mûszerfalon a narancs sárga felkiáltó jel!!"
