Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ110465;"2021. 01. 18.";'K0933';"Nem szeretne nyilatkozni!";"Nem záródott még le ez a dolog, mert még nincs meg a forgalmi!!!"
NMLZ111367;"2021. 01. 18.";'S4918';"Sikeres hívás, kérdõív kitöltve.";"A 2. kérdésnél a lámpa javításra nem kapott árajánlatot!!"
NMBO086993;"2021. 01. 18.";'K4900';"Sikeres hívás, kérdõív kitöltve.";"Azt mondták, hogy a javítás másfél óra lesz, és nem tájékoztatták a másfél órás csúszásról!!"
NMBO086496;"2021. 01. 18.";'K4477';"Nem szeretne nyilatkozni!";"Az elsõ mobilon egy hölggyel beszéltem és Õ elmondta, hogy flottakezelõk(a 2. mobil is az Õ számuk)!!"
NMBO086936;"2021. 01. 18.";'K4351';"Sikeres hívás, kérdõív kitöltve.";"Annyit mondana, hogy szakmailag a javítása rendben!! Az más kérdés, hogy az autóban 28 ezer kilométer van és a szilentnél a gumi szétment!! Nem örül ennek, de ez van!!!"
NMBO087007;"2021. 01. 18.";'K4477';"Nem szeretne nyilatkozni!";"Az elsõ mobil nem, mert az elõbb leírtam, hogy az SEM-463 rendszámú autó tulajdonosának a telefonszáma, a másik két szám pedig a flottakezelõ száma, és elmondta a hölgy, hogy biztos minden rendben volt!!"
NMLM101862;"2021. 01. 18.";'Q4395';"Nem szeretne nyilatkozni!";"Az ügyfél elmondta, hogy itt csak vásárlás volt, javítás nem!!!"
NMBO085511;"2021. 01. 18.";'K4698';"Sikeres hívás, kérdõív kitöltve.";"Tökéletes volt minden, az autó rendben és már akart is írni, hogy megköszönje a munkánkat!!!"
NMBO087028;"2021. 01. 19.";'K4911';"Sikeres hívás, kérdõív kitöltve.";"Decemberben kezdõdött egy probléma(akkumulátort cseréltek), azt nem tudták megoldani, ott akkor nem volt  elégedett, hogy mi lesz az autóval és a holnapi napon megy vissza, mert most sem jó!!!"
NMLM103131;"2021. 01. 19.";'M1061';"Sikeres hívás, kérdõív kitöltve.";"A 2. kérdésnél a mf.: 10-es, szerviz-szolgáltatás: 1-es!! A Nissan Gablininél addig kell az ügyfél amíg megveszik az autót!!"
NMLM103181;"2021. 01. 19.";'M1061';"Sikeres hívás, kérdõív kitöltve.";"A 2. kérdésnél a mf.: 10-es, szerviz-szolgáltatás: 1-es!! A Nissan Gablininél addig kell az ügyfél amíg megveszik az autót!!"
NMLM103170;"2021. 01. 19.";'I8091';"Nem szeretne nyilatkozni!";"A hölgy elmondta, hogy már kitöltötte a kérdõívet!!!"
NMLM102821;"2021. 01. 19.";'B4822';"Sikeres hívás, kérdõív kitöltve.";"A fékbetét teljesen elkopott, de nem nálunk csináltatta meg, hanem máshol és hozzá kellett pótolni az olajat, mert fél literrel kevesebb volt, és csak azért jár ide, mert az autója még garanciális!!"
NMLM103217;"2021. 01. 19.";'R1109';"Nem szeretne nyilatkozni!";"Nem szeretne értékelni, ezért nem töltötte ki a kérdõívet sem!!!"
NMLG029166;"2021. 01. 19.";'E6469';"Nem szeretne nyilatkozni!";"Ez a telefonszám 01.15. óta csak csörög!!"
NMLG029081;"2021. 01. 19.";'92827';"Nem szeretne nyilatkozni!";"Ez a városi telefonszám 01.15. óta csak csörög!!"
NMLG029206;"2021. 01. 19.";'E6481';"Sikeres hívás, kérdõív kitöltve.";"A rendszerben nem volt meg az adat, ezért egy kicsit tovább tartott!!"
NMLM103094;"2021. 01. 19.";'B2286';"Sikeres hívás, kérdõív kitöltve.";"Az lenne a megjegyzése, hogy a Fõnix program nem adott neki kedvezményt pedig az most nagyon jó lett volna!!"
NMBO084940;"2021. 01. 19.";'B1991';"Nem szeretne nyilatkozni!";"Az autóval csak augusztusban volt nálunk 2. éves szervizen!!"
NMBO085162;"2021. 01. 19.";'J9132';"Sikeres hívás, kérdõív kitöltve.";"A javítás után el kellett vinne egy gumishoz, mert annyi kosz és sár maradt a felnin, és megint ki centrírozták az autót!! A szerelõk munkájára adta a 4-es értékelést!!"
NMBO087052;"2021. 01. 19.";'K2242';"Nem szeretne nyilatkozni!";
NMBO087069;"2021. 01. 19.";'K4913';"Sikeres hívás, kérdõív kitöltve.";"Jelezné, hogy a jobb oldali tükre tönkre ment és nem tudják megcsinálni garanciában, azt mondták, hogy 242 ezer forint lenne!!"
NMBO086367;"2021. 01. 19.";'B1303';"Sikeres hívás, kérdõív kitöltve.";"Sajnos nem elégedett!! A lökhárító fedelet vagy a szerviz vagy az assistance elhagyta és mindenki egymásra mutogat!! A kommunikáció nagyon rossz, és amit még megjegyezne, hogy a Lengyel Tamás sem volt a helyzet magaslatán!! Szerviz csereautót nem kapott, a három hétre neki több százezer forint volt a bérautó!!"
