Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLG031408;"2021. 08. 16.";'A8826';"Nem szeretne nyilatkozni!";"Ez a telefonszám létezik, csak nem Kurucz László telefonszáma!!!!"
NMLZ115395;"2021. 08. 16.";'I5048';"Nem szeretne nyilatkozni!";"Ezt az ügyfelet tilos hívni!!"
NMLZ115402;"2021. 08. 16.";'S8813';"Sikeres hívás, kérdõív kitöltve.";"Sajnos elég távoli idõpontot kapott(08.25.) az újbóli visszatéréshez(klíma szereléssel kapcsolatban)!!!"
NMLZ115414;"2021. 08. 16.";'T2476';"Sikeres hívás, kérdõív kitöltve.";"Kár, hogy nincs Peugeot nincs már kiállítva a szalonban, és ezért most megy az M3-ra, mert autót szeretne vásárolni!!"
NMLM108753;"2021. 08. 16.";'B6250';"Nem szeretne nyilatkozni!";"Egy úrral beszéltem, de nem Õ járt a szervizben, Õ csak kapcsolattartó, de úgy tudja, mindennel megvolt elégedve az ügyfél!!"
NMBO090935;"2021. 08. 16.";'K5341';"Nem szeretne nyilatkozni!";"Ez a telefonszám 08.11. óta ""jelenleg nem elérhetõ""!!!"
NMLM108681;"2021. 08. 16.";'M1579';"Nem szeretne nyilatkozni!";"Ez a telefonszám 08.11. óta csak ezt mondja be:""a hívott szám jelenleg nem elérhetõ""!!!!"
NMBO090974;"2021. 08. 16.";'K1625';"Sikeres hívás, kérdõív kitöltve.";"Annyi lenne, hogy borzasztóan nehéz volt elérni a szervizt és nem volt információja, továbbították ide-oda!!"
NMLG031367;"2021. 08. 16.";'C0648';"Nem szeretne nyilatkozni!";"Már kérte, hogy nem szeretne ilyen marketing dolgokban részt venni!!"
NMLG031385;"2021. 08. 16.";'C1332';"Sikeres hívás, kérdõív kitöltve.";"Egyetlenegy hátrány volt, hogy a wifi-jel az nem igazán volt elérhetõ, pedig ott várakozott elég sokáig, és nem érte el a a munkahelyi levelezését!!"
NMLG031161;"2021. 08. 16.";'E6692';"Sikeres hívás, kérdõív kitöltve.";"Garanciális üggyel kezdõdött a dolog!! Annyi, hogy ez a motor blokk csere négy hétig tartott, de ez nem feltétlenül a szerviz hibája!! Sajnos csere ill. bérautót nem kapott!!"
NMLG031378;"2021. 08. 16.";'E6745';"Nem szeretne nyilatkozni!";"Az úr éppen nyaral, de már beszéltem vele 07.13-án!!"
NMLG031250;"2021. 08. 16.";'E5138';"Sikeres hívás, kérdõív kitöltve.";"Az autóját most sem mosták le, pedig már ezt leírtam 08.09-én is amikor beszéltem az ügyféllel!!"
NMLG031151;"2021. 08. 16.";'E6782';"Sikeres hívás, kérdõív kitöltve.";"Lambda szonda probléma is volt, és elég sokáig tartott, de amit elvégeztek az jól el lett végezve!! Az 1. kérdést nem tudja értékelni(én jelöltem be, mert különben nem menti el a rendszer a sikeres hívásomat!! Nem nekünk szól: nem biztos, hogy életszerû amit követelnek a cégünktõl(kampány visszahívással kapcsolatban)l!! Nagyon kedvesek a kollégáink!!!"
NMLM107845;"2021. 08. 16.";'B5489';"Nem szeretne nyilatkozni!";"Miért nem kaptak róla semmilyen papírt errõl a visszahívási kampányról!! Szeretné, ha ez ügyben válaszolna neki valaki, írásban vagy levélben!(Az ügyféllel egész végig úgy beszéltem, hogy közben  zenélt a be nem kapcsolt biztonsági öve)!!!!"
NMBO090955;"2021. 08. 16.";'H4111';"Sikeres hívás, kérdõív kitöltve.";"Az úr azt mondta, hogy most nem ér rá, írjam be a legjobbat, most nagyon rendesek voltak!"
NMBO090978;"2021. 08. 16.";'J7905';"Sikeres hívás, kérdõív kitöltve.";"Hiányolta a Király urat, mert évekig ugye hozzájártak, de nem kapott felvilágosítást!!"
NMBO090958;"2021. 08. 16.";'K5239';"Sikeres hívás, kérdõív kitöltve.";"Eléggé keserves a bejutás a városba, és ez jó lenne, ha megoldásra találna!!"
NMLZ115397;"2021. 08. 16.";'Q1661';"Nem szeretne nyilatkozni!";"Ennél az ügyfélnél hangposta jelentkezett, és elmondta, hogy ezt a telefont nagyon régóta nem használja telefonként, vagy üzenetet lehet küldeni, vagy e-mailt!!"
NMLZ115262;"2021. 08. 16.";'B1398';"Sikeres hívás, kérdõív kitöltve.";"Amióta megvan radar problémája van, mindig bejelez az elsõ radar 4-5 méterrel bejelez!! Videója van róla, de nem csinált belõle probléma, és ezt nem rendszeresen csinálja csak alkalomszerûen az elsõ!! Volt erre egy visszahívás, de nem javult meg teljesen csak némileg!! De amúgy egy rossz szava nincsen, mert mindenki nagyon rendes volt!!"
NMLM108684;"2021. 08. 16.";'R0806';"Sikeres hívás, kérdõív kitöltve.";"Azt hiányolja, hogy nem mossák le az autót mostanában a munkafelevõnek még fejlõdnie, kellene a kapcsolattartásból(milyen a fogadási, és beszéd stílusa)!! "
NMLG031370;"2021. 08. 16.";'A7228';"Sikeres hívás, kérdõív kitöltve.";"Annyi volt még, hogy az elõzõ héten 6 éves szervizre vitte és szerette volna ha levizsgáztatják, de kiderült hogy csak szerdán lehet, ezért kellett a következõ szerdán visszamennie!!!"
NMBO091005;"2021. 08. 16.";'K0187';"Nem szeretne nyilatkozni!";"Most hagyjuk még, mert vissza kell vinnie az autót!!"
NMBO090992;"2021. 08. 16.";'K2165';"Sikeres hívás, kérdõív kitöltve.";"Kiterjesztett garanciával rendelkezett és most járt le, és vissza kellett mennie egy 50 ezer forintos alkatrész miatt 2 hetet kellett várni!! "
NMBO090919;"2021. 08. 16.";'K4555';"Nem szeretne nyilatkozni!";"A legfontosabb, probléma, hogy 10 hónapja vásárolta, és már kétszer volt vele szervizben. Most augusztus elején az autópályán lett rossz.
15600 km van az autóban, és valami itt nincs rendben! Azt mondták, hogy üzem anyag betáplálási probléma, és az autó n"
NMLZ115451;"2021. 08. 16.";'P7301';"Sikeres hívás, kérdõív kitöltve.";"Mai napon ismét volt már a szervizben!!"
NMBO091007;"2021. 08. 16.";'K5368';"Sikeres hívás, kérdõív kitöltve.";"Az elsõ jobb oldali ajtónál zörgõ hang van, és ez ügyben megy!!"
NMLG031392;"2021. 08. 17.";'C1059';"Nem szeretne nyilatkozni!";"A hölgy azt mondta, hogy most nem alkalmas, kérdeztem, hogy mikor alkalmas, és azt mondta most nem!!"
NMLG031395;"2021. 08. 17.";'E6644';"Sikeres hívás, kérdõív kitöltve.";"Itt közlekedési megoldás az nem a legjobb, de a várakozási helyen azért eltölthetõ kellemesen az idõ!!"
NMLZ115377;"2021. 08. 17.";'E5825';"Nem szeretne nyilatkozni!";"Még nincs kész teljesen az autó, majd inkább utána!!"
NMLG031154;"2021. 08. 17.";'E6783';"Nem szeretne nyilatkozni!";"Alkalmam nem volt megkérdezni, hogy mikor hívhatom, mert azt mondta nem most rá és letette a telefont!!"
NMBO090980;"2021. 08. 17.";'K0521';"Sikeres hívás, kérdõív kitöltve.";"Megkérte, hogy töltsék fel az autót, de ez nem sikerült! "
NMLZ115033;"2021. 08. 17.";'Q1403';"Sikeres hívás, kérdõív kitöltve.";"Tegnap már beszéltem az úrral  csak nem vettem észre, mert duplázó volt!!"
