Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ109116;"2020. 11. 23.";'00535';"Nem szeretne nyilatkozni!";"Jóváíró számla volt, nem tudok mit kérdezni!!"
NMLG028342;"2020. 11. 23.";'C0698';"Sikeres hívás, kérdõív kitöltve.";"Több, mint két óra hosszáig volt ott, se egy automata, vagy esetleg megkínálhatták volna egy kávéval!!!"
NMLG028693;"2020. 11. 23.";'C1171';"Sikeres hívás, kérdõív kitöltve.";"Több volt a várakozási idõ, mint amit mondtak!!"
NMLG028698;"2020. 11. 23.";'E3483';"Nem szeretne nyilatkozni!";
NMLG028689;"2020. 11. 23.";'E3531';"Nem szeretne nyilatkozni!";"A hivott szám nem elérhetõ!!"
NMLG028705;"2020. 11. 23.";'E5007';"Sikeres hívás, kérdõív kitöltve.";"Megvolt beszélve egy idõpont és mégis várnia kellett félórát , de nem vette tragikusan, utána elnézést kértek!!!"
NMLG028704;"2020. 11. 23.";'E6389';"Sikeres hívás, kérdõív kitöltve.";"Várj az alkatrészt, és hívását a munkafelvevõtõl!!!"
NMLG028049;"2020. 11. 23.";'27634';"Nem szeretne nyilatkozni!";DOLGOZÓNK!!!
NMLG028714;"2020. 11. 23.";'E6391';"Nem szeretne nyilatkozni!";"Tegnap küldte vissza kitöltve az e-mailt!!"
NMLG028721;"2020. 11. 23.";'24253';"Nem szeretne nyilatkozni!";"DOLGOZÓNK, PÉNZÜGY!!!"
NMLG028685;"2020. 11. 23.";'C0622';"Sikeres hívás, kérdõív kitöltve.";"Külsõs emberként azt vette észre, hogy nem az ügyfelek elõtt kell az ügyes-bajos dolgokat megbeszélni!! "
NMLG028746;"2020. 11. 23.";'C0960';"Sikeres hívás, kérdõív kitöltve.";"Nagyon szeret idejárni, kedvesek barátságosak, szolgálatkészek! Váratlan helyzetbe került és orvosolták a problémáját is!!"
NMLG028686;"2020. 11. 23.";'C0923';"Nem szeretne nyilatkozni!";"Másodszori hivásnál kinyomott!!"
NMLG028749;"2020. 11. 23.";'E6400';"Sikeres hívás, kérdõív kitöltve.";"Távolság miatt adott a 2. kérdésnél 7-es értékelést!!"
NMLZ110214;"2020. 11. 23.";'27421';"Nem szeretne nyilatkozni!";"Ez a telefonszám 11.13. óta csak csörög!"
NMLZ108797;"2020. 11. 23.";'27983';"Sikeres hívás, kérdõív kitöltve.";"Az autó három hónapig áll!! Nem kommunikálnak, amit kér azt nem javítja meg!! Eddig elégedett volt az M3-on, de itt rosszak a tapasztalatai!!!!!"
NMLZ109988;"2020. 11. 23.";'P7638';"Sikeres hívás, kérdõív kitöltve.";"Az autó két hétig volt nálunk!! Az akkumulátor kapcsán nem kapott teljes körû tájékoztatást és a kommunikáció is hiányos volt!!"
NMBO085812;"2020. 11. 23.";'K1322';"Nem szeretne nyilatkozni!";"Már kitöltötte az e-mailt!!"
NMBO084833;"2020. 11. 23.";'I3329';"Sikeres hívás, kérdõív kitöltve.";"Az alkatrészre két hónapot kellett várnia!"
NMBO085931;"2020. 11. 23.";'I3329';"Sikeres hívás, kérdõív kitöltve.";"Az alkatrészre két hónapot kellett várnia!"
NMLZ110232;"2020. 11. 23.";'J9429';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvevõvel nem volt elégedett!!!"
NMLZ110277;"2020. 11. 23.";'Q3123';"Sikeres hívás, kérdõív kitöltve.";"Amióta a szervizben volt, nyikorog a fék és megy vissza!!"
NMLZ109118;"2020. 11. 24.";'18535';"Nem szeretne nyilatkozni!";"JÓVÁÍRÓ SZÁMLA!!"
NMLM101610;"2020. 11. 24.";'R1164';"Nem szeretne nyilatkozni!";"Ez a telefonszám 11.19. óta csak csörög, ill. nem elérhetõ!!"
NMBO085993;"2020. 11. 24.";'R0530';"Sikeres hívás, kérdõív kitöltve.";"Iszonyatos árakon dolgozik a Gablini cég!!!"
NMLM101743;"2020. 11. 24.";'B5325';"Nem szeretne nyilatkozni!";"Már megválaszolta a kérdõíves e-mailt!!"
NMLM101758;"2020. 11. 24.";'R0983';"Sikeres hívás, kérdõív kitöltve.";"Azért adott 4-es, mert azt mondták, hogy beállítják a következõ intervallumot, és nem tették meg!!"
NMLM101791;"2020. 11. 24.";'B0863';"Sikeres hívás, kérdõív kitöltve.";"Alkatrészre vár és ezért kell még vissza mennie!!"
NMLM101770;"2020. 11. 24.";'B5329';"Sikeres hívás, kérdõív kitöltve.";"Árakat magasnak tartotta, habár az árat nem beszélték meg elõre!! A 2. kérdésre az ügyfél csak a munkafelvevõt értékelte 5-ösre!! A nagyon magas ár emiatt nem értékelte, nem volt ezzel elégedett!! Kér egy hívást az illetékestõl, miért került ez ennyibe, mert most költöztek erre a környékre és csak jókat hallott errõl a szervizrõl!!!"
NMLM101782;"2020. 11. 24.";'R0964';"Sikeres hívás, kérdõív kitöltve.";"A km-t számlálót nem állították vissza!!"
NMLM101847;"2020. 11. 24.";'B1110';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drága a szerviz, és azért kellett még visszamennie(a szerviz területén belül), mert mégis csak nem volt jó a világítás!!"
NMLM101817;"2020. 11. 24.";'R0236';"Sikeres hívás, kérdõív kitöltve.";"Ott hagyott 220 ezer forintot, és ezért elvárta volna,hogy legalább lemosták volna és kitakaríthatták volna belülrõl is!!"
NMLM101841;"2020. 11. 24.";'R1124';"Sikeres hívás, kérdõív kitöltve.";"Õ ebben a szervizben még nem járt, de máshol mindig elmondta a szerelõnek, hogy mit tapasztal, mit szeretne! Jó lenne, ha a jövõben esetleg lemehetne a javítási mûhelybe és ott megbeszéli a szerelõvel!!"
NMLM101798;"2020. 11. 24.";'B3739';"Sikeres hívás, kérdõív kitöltve.";"A sorompónál a beléptetõ rendszer egy kicsit zavaros, macerás!!! Amikor ki akar menni ebben a vírus idõben össze-vissza kell tapogatni a kijelzõt, ahelyett hogy addig az õr felnyitná a sorompót míg kimegy gyalogosan!!"
NMLM101654;"2020. 11. 24.";'R0513';"Sikeres hívás, kérdõív kitöltve.";"Nagyon megemelkedett a kötelezõ szervizdíj, nagyon magasak az árak!!"
NMLM101816;"2020. 11. 24.";'R0761';"Sikeres hívás, kérdõív kitöltve.";"Kiemelné a Kretz úr hozzáállását és teljes mértékben elégedett a munkájával!!"
NMBO086065;"2020. 11. 24.";'R0286';"Nem szeretne nyilatkozni!";"""A hívott szám az elõfizetõ kérésére nem kapcsolható!"""
NMLM101874;"2020. 11. 24.";'R1175';"Sikeres hívás, kérdõív kitöltve.";"Az idõtartam amit mondtak az kevesebb lett és értesítették telefonon is!!"
