Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLM106966;"2021. 06. 21.";'B6027';"Sikeres hívás, kérdõív kitöltve.";"A szerviz korrekt volt amit tudott megcsinált ! <br />
Bár jelezték,hogy az ION  annyira nem ismerik  !!"
NMBO089925;"2021. 06. 21.";'K5235';"Sikeres hívás, kérdõív kitöltve.";"Csak annyi,hogy a közlekedési lehetõség elég problémás amikor az ember elhagyja a szervizt !"
NMLM107034;"2021. 06. 21.";'A9132';"Sikeres hívás, kérdõív kitöltve.";"A navigáció frissítés most sem történt meg ! Azt a válasz kapja nincs frissebb változat  kérdés akkor miért van !! <br />
Jelezte,hogy a gyári box  Zörög nem tudnak vele mit csinálni !! <br />
Szerinte romlott a szerviz minõsége az évekkel ezelõtti szinthez képest !!!<br />
Csere autó már nincs hát,,,,,, !!"
NMLG030719;"2021. 06. 21.";'C0515';"Sikeres hívás, kérdõív kitöltve.";"A KIA fejlesztõknek: az autó, a motor vagy mûszerfal rezonál, és ezt nem sikerült megcsinálni!! Garanciális munka miatt tér még vissza!!"
NMLG030722;"2021. 06. 21.";'C0608';"Sikeres hívás, kérdõív kitöltve.";"Nem volt mosó folyadék a kocsiba, és meg sem kérdezték, hogy feltöltsék-e!!"
NMLZ114266;"2021. 06. 21.";'P8979';"Sikeres hívás, kérdõív kitöltve.";"A szerviz mindent megtenne csak importõr november óta húzza az idõt !!"
NMLG030723;"2021. 06. 21.";'E5434';"Sikeres hívás, kérdõív kitöltve.";"Elvitte a vizsgára, gondolta hogy azért elõtte megnézik. Aki átvette, azt mondta hozza be félórával elõtte! Nem megfelelõ volt a kolléga hozzáállása! Jövõ héten viszi vissza és akkor fog csak vizsgázni! Az elõzõ kollégával nem volt elégedett, egy kicsit jobb hozzáállást várna tõle!!"
NMLM107038;"2021. 06. 21.";'R1170';"Nem szeretne nyilatkozni!";"Ez a telefonszám 06.16. óta csak csörgött, aztán 06.18-án visszahívást kért 06.21-re, de csörgetés közben kinyomott!!"
NMLG030731;"2021. 06. 21.";'E6673';"Sikeres hívás, kérdõív kitöltve.";"Garanciális javítás miatt tér vissza!! Az idõ faktor egy kicsit, hosszú volt, de jelezték, és ha még ezt is kiküszöbölik akkor még elégedettebb lesz!!"
NMLG030728;"2021. 06. 21.";'E6710';"Sikeres hívás, kérdõív kitöltve.";"Nagyon szimpatikus volt, hogy lemosták az autót!!"
NMBO089853;"2021. 06. 21.";'K3194';"Sikeres hívás, kérdõív kitöltve.";"Csak így tovább  !!"
NMBO089864;"2021. 06. 21.";'K4346';"Sikeres hívás, kérdõív kitöltve.";"Sajnos nem elégedett régen más volt most mindenki olyan nyers volt  !<br />
Vásárolt itt már több autót kedvezmény nem tudnak adni Kér valamit nem tudnak segíteni furcsák !!"
