Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLM098025;"2020. 06. 29.";'H2002';"Nem szeretne nyilatkozni!";"TILOS HÍVNI!!!!"
NMBO083126;"2020. 06. 29.";'K1989';"Nem szeretne nyilatkozni!";"Ez a telefonszám 06.25. óta csak csörög, így elérhetetlen!!!"
NMLZ107510;"2020. 06. 29.";'S8890';"Sikeres hívás, kérdõív kitöltve.";"Kicsit drága az óradíj, és mindenféleképpen ide kell járnia!! A  2. kérdésre a m.felvevõre 10-es értékest adott!!"
NMLG027258;"2020. 06. 29.";'E5759';"Sikeres hívás, kérdõív kitöltve.";"Jelzett egy garanciális problémát, de nem igazából néztek utána, hogy mi is igazából a probléma, és nem kapott semmilyen választ csak azt, hogy ez még elmegy egy darabig!!! Ezt nehezményezte, illetve furcsállotta!"
NMLG027307;"2020. 06. 29.";'E5460';"Sikeres hívás, kérdõív kitöltve.";"Telefonon tájékoztatták az összegrõl és köszönõ viszonyban nem volt, mint amikor odaért, erre oda kellene figyelni!! Viszont a végösszegre már odafigyeltek és korrigálták!!"
NMBO083177;"2020. 06. 29.";'E4784';"Sikeres hívás, kérdõív kitöltve.";"Szeretné a Király úr munkáját, mert nagyon vevõ központú, tökéletes!!"
NMLG027136;"2020. 06. 29.";'E2542';"Nem szeretne nyilatkozni!";"Ez a telefonszám 06.25. óta csak csörög, így elérhetetlen!!!"
NMBO083182;"2020. 06. 29.";'J9273';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drágán dolgozunk, és valószínû ide többet nem jön!!"
NMBO083188;"2020. 06. 29.";'K3572';"Nem szeretne nyilatkozni!";"Alapvetõen elégedett volt, de egy picit a tájékoztatásban illetve a kommunikációban javulhatnánk!!"
NMBO083201;"2020. 06. 29.";'P4863';"Nem szeretne nyilatkozni!";"Sajnos a hiba nem szûnt meg, kapott egy magas árajánlatot, de amúgy elégedett volt!!"
NMLM097979;"2020. 06. 29.";'R0978';"Sikeres hívás, kérdõív kitöltve.";"Nagyon elhúzódó, rossz tapasztalatai voltak, magasak az árak!!! Egyáltalán nem volt megelégedve ezzel a szervizeléssel!!!"
NMLM097702;"2020. 06. 29.";'B4780';"Nem szeretne nyilatkozni!";"Most nem szeretne szóban értékelni, nem alkalmas, majd amit kapott emailben azt kifogja a héten tölteni amennyiben alkalma nyílik rá!!!"
NMLZ107301;"2020. 06. 29.";'B4541';"Sikeres hívás, kérdõív kitöltve.";"Csinálják továbbra is, mert ez most így jó!!!"
NMLG027298;"2020. 06. 29.";'E5708';"Sikeres hívás, kérdõív kitöltve.";"Vár még egy árajánlatot és reméli, hogy még a mai napon megkapja!!!"
NMBO083193;"2020. 06. 29.";'K2433';"Sikeres hívás, kérdõív kitöltve.";"Sajnos nem elégedett!! A Nissan Navarát legszívesebben vissza vinné!! Ezzel kapcsolatban csak annyit mondani, hogy a budaörsi használt-autós kollégát Õ még ma kirúgná!! Amit tapasztalt vele kapcsolatban az nem kereskedelemhez méltó, röviden ennyi!!"
NMBO083042;"2020. 06. 29.";'K0213';"Nem szeretne nyilatkozni!";
NMBO083214;"2020. 06. 29.";'J7266';"Sikeres hívás, kérdõív kitöltve.";"Az lenne a kérése, hogy az SD-kártyát hozzák át Zuglóból, hogy megtudják csinálni a Király úrék!!!"
NMLM097993;"2020. 06. 30.";'B4822';"Nem szeretne nyilatkozni!";
NMBO083238;"2020. 06. 30.";'B4155';"Sikeres hívás, kérdõív kitöltve.";"Itt elég nehéz volt a kommunikáció, de azt mondta, hogy szerviz oké, szuper!!"
NMLZ107557;"2020. 06. 30.";'66030';"Nem szeretne nyilatkozni!";"Eddig amit elvégeztek inkább nem értékel, mert az nem lenne jó! Viszi vissza az autót, mert a hibakód ugyanúgy megjelent, majd utána értékel!!"
NMLM098064;"2020. 06. 30.";'A9460';"Nem szeretne nyilatkozni!";"Nem akar értékelni, azért nem válaszolt az emailre sem!!"
NMLZ107546;"2020. 06. 30.";'K1787';"Sikeres hívás, kérdõív kitöltve.";"Az e-mailben kapott kérdõívet szándékosan nem töltötte ki!! Iszonyatosan drága a szerviz, fizetett 110 ezer forintot! A szerviz a számlára odaírja, hogy klíma+! Azt sem tudja mi az?! Alig várja, hogy a garancia leteljen és itt befejezi a szervizelést!!!"
NMLZ107582;"2020. 06. 30.";'P8002';"Sikeres hívás, kérdõív kitöltve.";"A határidõben volt némi csúszás, és ebbe plusz az ebédidõ is beleesett!!"
NMLZ107539;"2020. 06. 30.";'P8020';"Sikeres hívás, kérdõív kitöltve.";"Sajnos vissza kell mennie, mert Zuglóban nem volt SD-kártya! Erre a jövõben lehetne jobban figyelni!!"
NMLM098033;"2020. 06. 30.";'A8557';"Sikeres hívás, kérdõív kitöltve.";"A nagyobb munka még folyamatban van, de ez itt rendben volt!!"
NMLG027315;"2020. 06. 30.";'E5502';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drága a szerviz, az ígért ár dupláját kellett volna fizetnie!!"
NMLM098074;"2020. 06. 30.";'B4821';"Nem szeretne nyilatkozni!";
NMLM098065;"2020. 06. 30.";'B4831';"Sikeres hívás, kérdõív kitöltve.";"Annyit, hogy a szervizkönyvbe nem bélyegezték be a javítást!!"
