Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLG029773;"2021. 03. 29.";'E6537';"Sikeres hívás, kérdõív kitöltve.";"Segítõkészek voltak!!!"
NMLG029806;"2021. 03. 29.";'C0684';"Sikeres hívás, kérdõív kitöltve.";"Annyi megjegyzése, hogy ez már a többedik éve idehordja, idõpontra ment és nem mosták le most sem és tavaly sem, és mindig azt mondják, hogy tele van a mosó!!"
NMLZ112679;"2021. 03. 29.";'C1317';"Sikeres hívás, kérdõív kitöltve.";"A zuglói szervizbe nagyon nehézkes a bejutás és még az út minõsége sem jó!!! A gödöllõi szervizt választaná!!!"
NMLG029813;"2021. 03. 29.";'E6092';"Sikeres hívás, kérdõív kitöltve.";"Amennyiben legközelebb megy akkor a vezetõ oldali lábtörlõnél a fém kampót azt tegyék vissza, mert most nem tették vissza!!!"
NMLZ112370;"2021. 03. 29.";'27689';"Nem szeretne nyilatkozni!";"Õ már a múltkor is mondta, hogy flottát kezelnek, nem tud felvilágosítást adni, hívjuk azt aki bent járt!!!"
NMLZ112617;"2021. 03. 29.";'27689';"Nem szeretne nyilatkozni!";"Õ már a múltkor is mondta, hogy flottát kezelnek, nem tud felvilágosítást adni, hívjuk azt aki bent járt!!!"
NMLG029775;"2021. 03. 29.";'B1023';"Sikeres hívás, kérdõív kitöltve.";"A 3. kérdésnél nem ajánlaná senkinek, mert nincs kinek!!!!!"
NMLM104941;"2021. 03. 29.";'A8812';"Sikeres hívás, kérdõív kitöltve.";"Rá párnapra elromlott a kézi fék és csütörtökön megy vissza megcsinálják!!"
NMLM104959;"2021. 03. 29.";'R1089';"Nem szeretne nyilatkozni!";"Már kitöltötte, az e-mailt, de az autó alja sáros volt, és hogyan tudták akkor átvizsgálni, ezt volt egy kicsit rossz ""szájíz"" volt!!!"
NMLM104975;"2021. 03. 29.";'B1343';"Sikeres hívás, kérdõív kitöltve.";"Amikor sokan vannak akkor a másik kolléga besegíthetne!!!"
NMBO088186;"2021. 03. 29.";'M0616';"Sikeres hívás, kérdõív kitöltve.";"A szerviz-szolgáltatásra nagyon gyenge értékelést tudna adni!!! Az okmányirodába kellene elmenni , mert még amikor megvette az autót rosszul írták be a forgalmiba hogy az autó dizel-es pedig benzines!!!"
NMLM104497;"2021. 03. 29.";'B5588';"Sikeres hívás, kérdõív kitöltve.";"Problémája van, mert amikor nálunk vette nem tudta kipróbálni egyéb okok miatt!! Kicserélték a két elsõ lengõkart és az autó még mindig nem jó, ráz!! A használt autós kollégákkal nagyon megvolt elégedve!!!"
NMLM104990;"2021. 03. 29.";'M1509';"Sikeres hívás, kérdõív kitöltve.";"Kért mosást, és négy órát várt és a mosásért is pluszban fizetett és ugyan az a madár szar rajta volt az autón, mint elõtte!! A kommunikációra egy kicsit odafigyelhetnének!! Itt a munkafelvevõre 7-es értékelést adott!!!"
NMBO088141;"2021. 03. 29.";'K2631';"Sikeres hívás, kérdõív kitöltve.";"A jövõben a tájékoztatásban javulhatnánk!!"
NMLZ112113;"2021. 03. 29.";'P3043';"Sikeres hívás, kérdõív kitöltve.";"A kommunikációban és az alkatrész ellátásban javulhatnánk!"
NMLZ112447;"2021. 03. 29.";'P3043';"Sikeres hívás, kérdõív kitöltve.";"A kommunikációban és az alkatrész ellátásban javulhatnánk!"
NMLM104955;"2021. 03. 29.";'B5747';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon 03.24. óta csak hangposta jelentkezett, így elérhetetlen!!"
NMBO088197;"2021. 03. 29.";'K5069';"Sikeres hívás, kérdõív kitöltve.";"Elég sokat várt, a pénztárnál technikai probléma volt!!!"
NMLZ112732;"2021. 03. 29.";'T2113';"Sikeres hívás, kérdõív kitöltve.";"Az autót nem mosták le, a kormányon és az ülésen rajta hagyták a koszos fóliát és ez egyáltalán nem volt számára pozitív jelenség!!"
NMLM105052;"2021. 03. 29.";'B5745';"Sikeres hívás, kérdõív kitöltve.";"Visszamegy amikor megérkezik az alkatrész!!<br />
<br />
<br />
<br />
"
NMLZ109724;"2021. 03. 29.";'A9625';"Nem szeretne nyilatkozni!";"Az úr azt mondta, hogy most a munkánkat nem szeretné értékelni!!"
NMLG029803;"2021. 03. 29.";'E5394';"Sikeres hívás, kérdõív kitöltve.";"Sajnos nem elégedett, volt egy kampányt amit elvégeztek, de nem lett jó, vissza kellett térnie!! Nagyon drága a szerviz, máshol ennek a feléért is megcsinálták volna!!"
NMLG029791;"2021. 03. 29.";'A9895';"Sikeres hívás, kérdõív kitöltve.";"Sajnos most nem mosták le az autót, pedig eddig mindig lemosták!!"
NMBO088120;"2021. 03. 30.";'K5060';"Nem szeretne nyilatkozni!";"Ez a telefonszám 03.25. óta csak csörgött, így elérhetetlen!!!"
NMBO088153;"2021. 03. 30.";'M1365';"Sikeres hívás, kérdõív kitöltve.";"Egy elõzõ látogatás során  (1-2 hete) repedt volt a téli alumínium felni és azóta nem kapott semmi visszajelzést!!!"
NMLM105015;"2021. 03. 30.";'59082';"Sikeres hívás, kérdõív kitöltve.";"Nem hangolták össze a kerekeket, nem ellenõrizték a nyomást, nem volt letakarítva, koszos volt!! Kéri, hogy a munkafelvevõ vegye fel vele a kapcsolatot, hogy most akkor mi a teendõ!!!"
NMBO087181;"2021. 03. 30.";'J5621';"Sikeres hívás, kérdõív kitöltve.";"Soha többé nem vesz Infinitit!!"
NMBO088122;"2021. 03. 30.";'M1362';"Sikeres hívás, kérdõív kitöltve.";"Mindennel elégedett volt!!"
NMBO088218;"2021. 03. 30.";'65589';"Sikeres hívás, kérdõív kitöltve.";"Ettõl eltekintve(hogy vissza kellett mennie) nagyon gyorsan és rugalmasan megoldották ezt a problémát!! Garanciális javítások miatt fog majd még visszatérni a szervizbe!!!"
NMLZ112785;"2021. 03. 30.";'Q8823';"Sikeres hívás, kérdõív kitöltve.";"Egy állapotfelmérésre kérnek 35 ezer forintot és nem mondják, meg, hogy a fék tárcsát és féket kellene cserélni! A múltkor is hívtam és elmondta, nem történt semmi, át sem vizsgálják rendesen az autót!! Semmit nem jeleznek, hogy ki kéne valamit lassan cserélni, vagy odafigyelni rá!! Nagyon rossz szájízzel ment már a Gablinihez, ezért elmegy máshoz!!! Nagyon,nagyon sokat kérnek mindenért!!!"
NMLM105006;"2021. 03. 30.";'B5755';"Sikeres hívás, kérdõív kitöltve.";"Szoftver frissítés történt-e az autón ezt nem tudja, és kéri, hogy a munkafelvevõ hívja fel!!!"
NMLG029780;"2021. 03. 30.";'E6538';"Sikeres hívás, kérdõív kitöltve.";"Amennyiben erre fog járni akkor biztos, hogy ezt fogja választani!! Gyöngyösi szervizben ablakon keresztül látja, hogy az autóján dolgoznak, és ez bizalomkeltõ!! A 3. kérdést feltettem, de nem értékelte, hanem az elõbb leírtakat mondta!!"
NMLM105004;"2021. 03. 30.";'T1817';"Sikeres hívás, kérdõív kitöltve.";"Garanciális munka miatt megy vissza a holnapi nap folyamán!!!"
NMBO088216;"2021. 03. 30.";'U0061';"Sikeres hívás, kérdõív kitöltve.";"Ezt a 7-8szoros árát lejjebb lehetne egy kicsit szorítani, mert marha drágán dolgozunk!!!"
NMBO087864;"2021. 03. 30.";'K5025';"Nem szeretne nyilatkozni!";"Már beszélt egy úrral ezzel a munkával kapcsolatban 03.12-én!!!"
NMBO087586;"2021. 03. 30.";'S2571';"Sikeres hívás, kérdõív kitöltve.";"A szervizkönyvbe azért nem pecsételték bele ezt az elvégzett munkát, mert nem találták pedig ott volt a kesztyûtartóban!! Ez nehezményezte!!"
NMLM105037;"2021. 03. 30.";'B0951';"Sikeres hívás, kérdõív kitöltve.";"Hétfõi napon vissza kellett vinni az autót, mert ugyanaz a hiba elõjött és jelenleg is ott van a szervizben!!!"
NMLZ112606;"2021. 03. 30.";'08693';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon 03.24. óta csak hangposta jelentkezett, így elérhetetlen!!!"
NMLM105008;"2021. 03. 30.";'B5763';"Nem szeretne nyilatkozni!";"Az elsõ mobilszámon kollégánk Szoták Bálint jelentkezett, a második mobilszám""átmenetileg ki van kapcsolva a forgalomból""!!"
NMLZ112703;"2021. 03. 30.";'S3015';"Nem szeretne nyilatkozni!";"Az úr visszahívott, és elmondta, hogy az e-mailes kérdõívet már kitöltötte!!!"
NMLM104952;"2021. 03. 30.";'58601';"Sikeres hívás, kérdõív kitöltve.";"Az úr elmondta, hogy a kérdõívet is kitöltötte!!"
NMLM104930;"2021. 03. 30.";'B2440';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drága a szerviz!!"
NMBO088131;"2021. 03. 30.";'K5009';"Nem szeretne nyilatkozni!";"Kitöltötte már az e-mailt, de elmondta, hogy nagyon köszöni minden fantasztikus volt, mindenre kapott választ, teljesen kimerítõ volt a kiszolgálás!!!"
NMLM105001;"2021. 03. 30.";'P4583';"Nem szeretne nyilatkozni!";"Az úr elmondta, hogy nem ez az autó volt szervizelésen, hanem egy Aston Martin, és nem tudja, mi volt ott a tapasztalat!!!"
NMBO088232;"2021. 03. 30.";'P8020';"Sikeres hívás, kérdõív kitöltve.";"Külön szeretné kiemelni a budaörsi és a zuglói munkafelvevõ hölgyek segítõkészségét és munkáját(Ágnes és Viktória)!!!!"
NMBO087886;"2021. 03. 30.";'K3585';"Sikeres hívás, kérdõív kitöltve.";"A szerviz foglalkozik az autóval azzal semmi gond!! Az autóval, mint konstrukcióval annál több gond van! A szervizvezetõ segítõkész, de csalódott, hogy egy 9 milliós autóval ennyi a probléma!!!"
NMBO088001;"2021. 03. 30.";'K4994';"Nem szeretne nyilatkozni!";"Az autóban kicserélték az érzékelõt, sajnos a hiba ugyanaz!!! Annyit azért jelene,hogy Gyõrbõl három nap amíg megérkezik az alkatrész az nagyon hosszú idõ!!!"
NMBO085192;"2021. 03. 30.";'K4185';"Nem szeretne nyilatkozni!";"A javításnak még nincs vége, vár alkatrészre, megy még vissza a szervizbe majd utána értékel!!!"
NMBO087948;"2021. 03. 31.";'K2472';"Sikeres hívás, kérdõív kitöltve.";"További alkatrészek miatt fog még visszamenni!!!"
NMLM104535;"2021. 03. 31.";'B5700';"Sikeres hívás, kérdõív kitöltve.";"Várnia kellett az alkatrészre!!! Szerinte három hetet várt amíg ez a dolog elkészült!! Szerinte rövidebb idõ alatt is meg lehetett volna megcsinálni!!!"
NMLM105074;"2021. 03. 31.";'B1501';"Sikeres hívás, kérdõív kitöltve.";"Nagyon kedvesek, rendesek voltak a munkafelvevõ és a szervizvezetõ is(kontyos hajú)!!!"
NMLM105058;"2021. 03. 31.";'R1026';"Sikeres hívás, kérdõív kitöltve.";"Az anyagárak nagyon magasak a szervizhez képest!!!"
NMLM105038;"2021. 03. 31.";'R0659';"Nem szeretne nyilatkozni!";"Visszahívtam kétszer is a megbeszélt idõpontban, de nem vette fel 03.29. óta!!!"
NMLZ112801;"2021. 03. 31.";'T2123';"Nem szeretne nyilatkozni!";"Jelzett az autóval kapcsolatban hibákat, amit garanciában fognak javítani! Várja a hívást, hogy mikor viheti az autót!!!"
NMLZ112777;"2021. 03. 31.";'S9093';"Nem szeretne nyilatkozni!";"Ezt az ügyfelet már 2020.07.09-én is hívtuk és akkor sem volt jó ez a szám!!""Ezen a számon elõfizetõ nem kapcsolható!"" Szerintem már meg kellett volna kérdezni, illetve egyeztetni ezt a telefonszámot, amikor az ügyfél ott áll a munkafelvevõvel szemben!!!"
NMLZ112757;"2021. 03. 31.";'23066';"Sikeres hívás, kérdõív kitöltve.";"Azt tapasztalta,  hogy a munkafelvevõ nagyon leterhelt volt!!!!"
NMLZ112364;"2021. 03. 31.";'K1097';"Sikeres hívás, kérdõív kitöltve.";"Jelezte, hogy mindkét visszapillantó tükre nyikorog!!! Azt mondták, hogy letelt a garancia és forduljon a NISSAN-hoz!! Ezt meg is fogja tenni!!!"
NMBO087054;"2021. 03. 31.";'27391';"Nem szeretne nyilatkozni!";"Az elsõ mobilszámon a Nissan Centrum Kft. dolgozója jelentkezik, és a második telefonszámon sem tudtak segíteni!!!"
NMBO088178;"2021. 03. 31.";'K2154';"Nem szeretne nyilatkozni!";"Ez a telefonszám 03.29.óta csak csörög, így elérhetetlen!! Az elsõ, külföldi telefonszámot pedig az IP telefon nem támogatja!!!"
NMBO088243;"2021. 03. 31.";'J8605';"Nem szeretne nyilatkozni!";"A második mobilszámon(progressbõl néztem) egy úr jelentkezett aki az üzembentartó, de nem Õ járt bent! Aki bent járt a szervizben(nagyon elfoglalt) elmondta neki, hogy jelezte a féktárcsa plusz fékbetét javítást, de ez nem történt meg!! A jövõben a szervi"
NMLM105063;"2021. 04. 01.";'B4606';"Sikeres hívás, kérdõív kitöltve.";"Tavalyhoz képest drasztikusan több lett az ár!!"
NMBO088150;"2021. 04. 01.";'28009';"Nem szeretne nyilatkozni!";
NMLZ112776;"2021. 04. 01.";'A5431';"Nem szeretne nyilatkozni!";"Ez a telefonszám 03.30. óta csak csörög, így elérhetetlen!!!"
NMBO088195;"2021. 04. 01.";'A1237';"Nem szeretne nyilatkozni!";"Tavaly fizetett a javításért 800 ezer forintot, és a hiba most ugyanaz! Nem érti ennek az okát valószínû, hogy eladja ezt az autót!!"
NMBO088251;"2021. 04. 01.";'28181';"Sikeres hívás, kérdõív kitöltve.";"A szervizzel elégedett, de azzal nem hogy az átutalásra 3,5 órát várt és ez itt mindig probléma!!"
NMBO088258;"2021. 04. 01.";'K1201';"Sikeres hívás, kérdõív kitöltve.";"A hölgy annyit jelezne, hogy telefonált és a munkafelvevõ rögtön jelezte, hogy a garancia letelt késõn telefonált!! Aztán szóváltásba keveredett vele és a munkafelvevõ letette rá a telefont!! Aztán a hölgy ismét telefonált és a Király úr vette fel, és Õ maximálisan mindenben segítõ volt!! A hölgy annyit mondott, hogy majdnem átment a Hoványhoz!!!"
NMLZ112799;"2021. 04. 01.";'P4355';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drága lett a gumi átszerelés, tavaly 8 ezer forint volt, most 14 ezer lett!!"
NMLG029832;"2021. 04. 01.";'B0983';"Sikeres hívás, kérdõív kitöltve.";"Kért egy javítást! Ez a hátsó plató dobozon lévõ zárszerkezet! Azt mondták neki, hogy nem tudják megjavítani, menjen haza csiszolja le és fesse le talán jó lesz?!!! Azért a szerviztõl többet várt volna el, mint amit mondott!!"
NMLG029833;"2021. 04. 01.";'E5505';"Sikeres hívás, kérdõív kitöltve.";"Sajnos nem elégedett!! A gumi átszerelésnél beletört egy csavar, azt mondták hogy addig járjon vele így és majd telefonálnak!! Ez nem történt meg, és a feleség felhívta a szervizt és ismét azt mondták még nincs alkatrész!! Jelezné, hogy aki ott volt munkafelvevõ elég flegmán viselkedett!!"
NMLM105088;"2021. 04. 01.";'B5619';"Nem szeretne nyilatkozni!";
