Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMBO083755;"2020. 10. 26.";'K4454';"Nem szeretne nyilatkozni!";"Külföldi telefonszám hívását az IP telefon nem engedélyezi!"
NMLG028371;"2020. 10. 26.";'C0547';"Sikeres hívás, kérdõív kitöltve.";"Nem hívták, fel hogy esedékes a szerviz, pedig nagyon jó dolog lenne továbbra is!"
NMLG028390;"2020. 10. 26.";'E3107';"Sikeres hívás, kérdõív kitöltve.";"Az akkumulátort miért nem mérték be, a mûszaki elõtt, és ez számára megdöbbentõ, mert 4 nappal a mûszaki után már nem mûködik az akkumulátor!!! Az ügyfél kérte, hogy írjam le, hogy már 10 éve jár hozzánk és soha semmilyen problémája nem volt eddig!!"
NMLG028408;"2020. 10. 26.";'C0888';"Sikeres hívás, kérdõív kitöltve.";"Magasnak találta az árakat! Itt a feleséggel beszéltem, de a férj volt a szervizben!!"
NMLZ109800;"2020. 10. 26.";'R0638';"Sikeres hívás, kérdõív kitöltve.";"Mindennel elégedett, de az árral egyáltalán nem elégedett, nagyon- nagyon magas!!"
NMLM101117;"2020. 10. 26.";'R1080';"Sikeres hívás, kérdõív kitöltve.";"Egy dolgot hiányolt, hogy nem ajánlották fel, hogy belülrõl is kitakarítják az autóját, kívülrõl lemosták!!"
NMLM101048;"2020. 10. 26.";'R0703';"Nem szeretne nyilatkozni!";"Nem szeretne értékelni, mert ami probléma felmerült, azt rendezték!!"
NMLM101205;"2020. 10. 26.";'A5411';"Nem szeretne nyilatkozni!";DOLGOZÓNK!!!
NMLM101202;"2020. 10. 26.";'B2492';"Nem szeretne nyilatkozni!";"Állítólag valahol beikszelte, hogy nem kér reklámot!!"
NMLM101135;"2020. 10. 26.";'B5247';"Sikeres hívás, kérdõív kitöltve.";"Nem száz százalékosan hozta el az autót, és a kommunikációval volt gond (14 órára ígérték a telefont, de helyette 18 órakor telefonáltak) és ezen lehetne javítani!!"
NMLG028406;"2020. 10. 26.";'E6342';"Nem szeretne nyilatkozni!";"A hívott szám az elõfizetõ kérésre nem kapcsolható!!"
NMBO084930;"2020. 10. 26.";'K2379';"Nem szeretne nyilatkozni!";"Ez a telefonszám 10.21. óta csak csörög!!"
NMLM101127;"2020. 10. 26.";'B1549';"Sikeres hívás, kérdõív kitöltve.";"A határidõben jelentõs csúszás volt!!!"
NMBO083324;"2020. 10. 26.";'J9949';"Sikeres hívás, kérdõív kitöltve.";"A pollenszûrõt feleslegesen cseréltük ki!!!"
NMLZ109596;"2020. 10. 26.";'A4416';"Nem szeretne nyilatkozni!";
NMLZ109888;"2020. 10. 26.";'A6693';"Nem szeretne nyilatkozni!";"Az autót kb. egy éve már eladta!! A munkafelvevõ nem egyeztetett se nevet, se telefonszámot!!!"
NMLZ109874;"2020. 10. 26.";'Q3979';"Sikeres hívás, kérdõív kitöltve.";"Szeretné, hogy a szervizvezetõ nézzen utána, mert szerinte nem kapta meg a 20%-os kedvezményt!! Várja a hívását!!!"
NMLZ109816;"2020. 10. 26.";'25935';"Nem szeretne nyilatkozni!";"A hölgy most sem, és 09.21-én sem akart értékelni!!!"
NMLM101123;"2020. 10. 26.";'66425';"Sikeres hívás, kérdõív kitöltve.";"A komplett pollenszûrõ hiányzik az autóból.!! Ezt jelezzük a PEUGEOT felé, ilyet még nem látott!!!"
NMBO085484;"2020. 10. 26.";'S9043';"Nem szeretne nyilatkozni!";"Az úr azt mondta, hogy a cégének fordít, de nem Õ járt bent a szervizben !!!"
NMLM101218;"2020. 10. 27.";'R1056';"Nem szeretne nyilatkozni!";"Hívtam a megbeszélt idõpontban, de nem vette fel!"
