Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLM108524;"2021. 10. 25.";'B4822';"Nem szeretne nyilatkozni!";"Tilos hívni!!!!"
NMLZ116417;"2021. 10. 25.";'Q0420';"Sikeres hívás, kérdõív kitöltve.";"Amikor leadta, akkor közölte, hogy nagyon kell neki az autó és bármit megtesz!!Utalt egy összeget(250 ezer) alkatrész beszerzésre!!Az átadás elõtt kiderült, hogy a hátsó lökhárító mégsem érkezett meg hozzánk, és még egyszer vissza kell mennie, mert most fogják készre megcsinálni!! Õt ebbõl már kár érte!! Õ mindent megtett, hogy gyorsan fusson végig a dolog, de ebbõl mégis egy hónap lett, mindig Õ telefonált, és a vége mégsem úgy sült el, ahogy Õ elképzelte!!"
NMBO092137;"2021. 10. 25.";'K5115';"Nem szeretne nyilatkozni!";"Ez a telefonszám 10.21. óta csak csörgött, aztán ma a felesége felvette, de nem tudta adni a férjét, mert Õ járt a szervizben!!"
NMLZ116630;"2021. 10. 25.";'S4228';"Sikeres hívás, kérdõív kitöltve.";"Felrakták az új gumit és nagyon koszos maradt a dísztárcsa!!"
NMLZ116640;"2021. 10. 25.";'T2646';"Sikeres hívás, kérdõív kitöltve.";"Megint elõjött a probléma! Jó lenne ha lenne egy kávégép, vagy víz adagoló!!"
NMLM110077;"2021. 10. 25.";'M1566';"Nem szeretne nyilatkozni!";"Az úr azt mondta, hogy a lánya vitte a szervizbe az autót és nem volt semmi probléma!!"
NMLG032225;"2021. 10. 25.";'C0803';"Sikeres hívás, kérdõív kitöltve.";"Részükrõl ennyi volt a dolog!!"
NMLZ116745;"2021. 10. 25.";'K1263';"Nem szeretne nyilatkozni!";"Felháborító, ami történt! A hölgy nagyon nem elégedett!! A hölgy nagyon mérges, de normálisan orvosolni kellene ezt  a dolgot!!"
NMLZ115983;"2021. 10. 25.";'K1263';"Nem szeretne nyilatkozni!";"Felháborító, ami történt! A hölgy nagyon nem elégedett!! A hölgy nagyon mérges, de normálisan orvosolni kellene ezt  a dolgot!!"
NMBO092001;"2021. 10. 25.";'K1374';"Nem szeretne nyilatkozni!";"Az autó 10 napot volt a szervizben! Elõzetesen bejelentette az idõpontot, és egy kolléga vitte el az autót, és azt mondták, hogy nincs bejelentve ez az autó! Mégis megtalálták az idõpontot kiderült, hogy a szervizvezetõnél jelentette be!! Nincs alkatrész "
NMLG031061;"2021. 10. 25.";'E5054';"Sikeres hívás, kérdõív kitöltve.";"Az ügyféllel már beszéltem 10.20-án!!"
NMLG031879;"2021. 10. 25.";'E6877';"Nem szeretne nyilatkozni!";"Az ügyfél elmondta, hogy már beszéltem vele úgy két hete, és akkor értékelt!!"
NMLM110328;"2021. 10. 25.";'R0122';"Nem szeretne nyilatkozni!";"Ez a telefonszám 10.21. óta nem elérhetõ!!"
NMLM110334;"2021. 10. 25.";'R1315';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon 10.22. óta mindig kinyomnak!!"
NMLG032284;"2021. 10. 25.";'R1405';"Nem szeretne nyilatkozni!";"Dolgozónk Gödöllõn!!"
NMLG032276;"2021. 10. 25.";'E6811';"Nem szeretne nyilatkozni!";"""A hívott szám jelenleg nem kapcsolható!"" Ezt mondja be már a 3. napja!!"
NMLM110451;"2021. 10. 25.";'65996';"Sikeres hívás, kérdõív kitöltve.";"Nem szívesen hallják az ügyfelek, hogy az elõzõ ügyfélrõl pejoratívan beszélnek, mert amit kiteszi a lábát akkor róla is elkezdenek beszélni!!"
NMLM110419;"2021. 10. 25.";'T1978';"Sikeres hívás, kérdõív kitöltve.";"A kommunikáció egy kicsit nehézkes, most se hívták vissza!!"
NMBO092272;"2021. 10. 25.";'I4977';"Sikeres hívás, kérdõív kitöltve.";"Megvolt egy kicsit rémülve, mert a csere után nem akart indulni, de most már rendben!"
NMBO092245;"2021. 10. 25.";'K5519';"Nem szeretne nyilatkozni!";"A hölgy azt mondta, hogy a lánya majd válaszol az e-mail-es kérdésekre, mert Õ most éppen úton van és nem ér rá!!"
NMBO092262;"2021. 10. 25.";'J5075';"Nem szeretne nyilatkozni!";"Annyit szeretne mondani, hogy minden rendben volt, elégedett,de kért egy belsõ takarítást amit nem csináltak meg!!"
NMLG032304;"2021. 10. 25.";'J4513';"Nem szeretne nyilatkozni!";"Ezt az autót már réges-régen eladták!!"
NMLM110471;"2021. 10. 25.";'95267';"Nem szeretne nyilatkozni!";"Többször mentek vissza a kézifékkel, mert mindig bejelzett amíg még az autó garanciális volt, és most is bejelzett villogott!!  Másfél, és két éve is jelezték, és mindig ki lett ütve a hibakód, soha nem tudták, hogy mi a hiba!! Most már érdekes, hogy tudt"
NMLZ116594;"2021. 10. 25.";'J9794';"Nem szeretne nyilatkozni!";"Augusztus óta ment ez a javítás és most lett kész októberre!! Ez most ez neki csalódás volt!!"
NMLZ116366;"2021. 10. 25.";'J9794';"Nem szeretne nyilatkozni!";"Augusztus óta ment ez a javítás és most lett kész októberre!! Ez most ez neki csalódás volt!!"
NMLM110470;"2021. 10. 25.";'B1679';"Sikeres hívás, kérdõív kitöltve.";"Az elsõ kérdésre én írtam be, mivel nem adott egyértelmû választ!! Ez volt az 5. szervize mindig idevitte, volt egy karbantartási szerzõdése, de most lett vége!! Majd 130 ezer forintos számlát kapott, de a kolléga felháborodottan mondta, hogy errõl nem tud, és ez plusz három negyedórájába telt!! Õ szereti, ha valami pontos, felhívták, hogy ablaktörlõ lapátot kellene cserélni, csak nem egyezett a telefonba mondottak a számlán szereplõvel!! "
NMLZ116666;"2021. 10. 26.";'Q7293';"Sikeres hívás, kérdõív kitöltve.";"Buszjegynek örült volna"
NMLZ116821;"2021. 10. 28.";'K5526';"Nem szeretne nyilatkozni!";"Itt a fõnökkel beszéltem, de nem Õ járt a szervizben hanem a kollégája, de nagyon megvoltak elégedve, és ezentúl ide hozzánk fognak járni!!"
NMLZ116818;"2021. 10. 28.";'T2664';"Sikeres hívás, kérdõív kitöltve.";"Itt a hölgy elmondta, hogy nem Expert van hanem Traveller!!!"
NMLM108074;"2021. 10. 28.";'B1918';"Sikeres hívás, kérdõív kitöltve.";"A 2. és a 3. kérdésre adott válaszok csak a mostani látogatására érvényesek, mert az elõzõnél nem volt elégedett!!"
NMBO092243;"2021. 10. 28.";'K1553';"Nem szeretne nyilatkozni!";"Ez a telefonszám 10.22. óta csak csörgött!!"
NMBO091911;"2021. 10. 28.";'K1847';"Nem szeretne nyilatkozni!";"Nem tudtunk beszélni, mert az úr nem beszél magyarul!"
NMLZ116662;"2021. 10. 28.";'85809';"Nem szeretne nyilatkozni!";"Valaki elrontotta az egész megrendelést, és addig egyeztették, hogy csak mûszaki vizsgára történt a bejegyzés, és most pedig még ott van az autó éves szervizen, de eddig mindennel megvolt maximálisan elégedve!!"
NMLM110474;"2021. 10. 28.";'P7294';"Sikeres hívás, kérdõív kitöltve.";"Évek óta idejárnak, és most 2,5 órát vár egy gumicserére! A munkafelvevõ pultnál nagyon sokan álltak és a másik pultoknál ott volt másik két dolgozó(inkább elmentek beszélgetni egy másik dolgozóval) és mégsem segíttek be ennek a kollégának, ez régebben nem így volt!!"
NMLM109263;"2021. 10. 28.";'B6127';"Nem szeretne nyilatkozni!";"A hölggyel már beszéltem 10.14-én és nem volt elégedett, mert a szalonból vették meg az autót és nem volt elégedett!!"
NMLG032310;"2021. 10. 28.";'C1141';"Sikeres hívás, kérdõív kitöltve.";"Röviden értékelt, mert éppen Ausztriában van és üdül!!"
NMLG032309;"2021. 10. 28.";'C0867';"Nem szeretne nyilatkozni!";"Nem Õ járt bent, nincs személyes tapasztalata!!"
NMLZ116121;"2021. 10. 28.";'99547';"Nem szeretne nyilatkozni!";"Az elmondta, hogy van öt autójuk, de nem Õ járt ezzel az autóval a szervizben!!"
