Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ118161;"2022. 01. 10.";'J5067';"Nem szeretne nyilatkozni!";DOLGOZÓNK!
NMLM112342;"2022. 01. 10.";'B2303';"Nem szeretne nyilatkozni!";DOLGOZÓNK!!!
NMBO093743;"2022. 01. 10.";'65823';"Sikeres hívás, kérdõív kitöltve.";"Volt a fizetéssel kapcsolatos probléma, de rugalmasak voltak!!"
NMBO093742;"2022. 01. 10.";'U0049';"Sikeres hívás, kérdõív kitöltve.";"Picit hosszabb lett az idõ, mint amit e-mailben kapott!! Mosás nélkül hozta el, de Õ kifutott az idõbõl!!"
NMLZ118118;"2022. 01. 10.";'A9609';"Sikeres hívás, kérdõív kitöltve.";"A szerviz könyvbe nem írtak be semmit, és ezért kell visszamenni!! Az M3-on a kuplung cserét  gyalázatos módon csinálták meg, és vissza fog menni!!"
NMLM112297;"2022. 01. 10.";'B6685';"Sikeres hívás, kérdõív kitöltve.";"Nem bánta meg, hogy minket választott!!"
NMLM112526;"2022. 01. 10.";'U0237';"Sikeres hívás, kérdõív kitöltve.";"""Elnyomkodták"" az autóját és ezért kell visszamennie!!"
NMBO093303;"2022. 01. 10.";'T1826';"Sikeres hívás, kérdõív kitöltve.";"Jelenleg az autó garanciális javítási munkán van Peugeot Fábián-nál!! A munkafelvevõvel nagyon megvolt elégedve!!"
NMBO093242;"2022. 01. 10.";'J9252';"Nem szeretne nyilatkozni!";"Az elsõ szám mobilszámnak kevés a második számon pedig a központ jelentkezik!!"
NMBO093205;"2022. 01. 10.";'K1228';"Sikeres hívás, kérdõív kitöltve.";"Nagyon pici az ügyfélváró!!"
NMBO091317;"2022. 01. 10.";'K5409';"Nem szeretne nyilatkozni!";"A hölgy akivel beszéltem a Lagermaxnál dolgozik és nem hanem egy ügyfelük járt a szervizben!!!"
NMBO093437;"2022. 01. 10.";'K5629';"Sikeres hívás, kérdõív kitöltve.";"Egy kicsit sokat kellett várni amikor az autót leadta!!<br />
"
NMLZ117963;"2022. 01. 10.";'97900';"Sikeres hívás, kérdõív kitöltve.";"Három alkalommal volt és egy alkalommal nem azt az árat fizette, mint amit elõzõleg mondtak!! Most nem volt megelégedve!!"
NMLM112119;"2022. 01. 10.";'A9621';"Nem szeretne nyilatkozni!";"A veje járt fenn az autóval, nem tud nyilatkozni, másik számot nem kaptam!!"
NMLM112122;"2022. 01. 10.";'B4205';"Nem szeretne nyilatkozni!";
NMLM112128;"2022. 01. 10.";'B3897';"Sikeres hívás, kérdõív kitöltve.";"Vár még mindig egy matricázásra(engard gyári matricája), visít a tetõablaka. de ez már március óta!! Kártérítési problémája is van felénk!! Sárga szõnyeg helyett kéket kapott!! Ígértek neki egy kis kompenzációt, de az nevetséges volt!! Magával a szervizes kollégákkal semmi  baja nincsen!!! Régebben a Vlad Tiborral intézte ezeket a dolgokat, és most pedig az utódjával!!"
NMBO093575;"2022. 01. 10.";'J4211';"Nem szeretne nyilatkozni!";"""A hívott szám átmenetileg ki van kapcsolva a forgalomból!"""
NMBO093589;"2022. 01. 10.";'K5681';"Sikeres hívás, kérdõív kitöltve.";"Már 7 éve jár hozzánk! Ez az új fajta bejelentkezési mód nem igazán tetszik neki, és full személytelenné vált!! "
NMLZ118020;"2022. 01. 10.";'B6654';"Sikeres hívás, kérdõív kitöltve.";"Félórát kellett várni, egy gumiszõnyegért ott ült két óra hosszát!! Nem értettem pontosan, de valamilyen rugót is kellett volna cserélni!!"
NMLM112517;"2022. 01. 10.";'U0093';"Sikeres hívás, kérdõív kitöltve.";"Kicsit tovább tartott, mint ahogy jelezték a kollégák!!"
NMLM112230;"2022. 01. 10.";'R1323';"Sikeres hívás, kérdõív kitöltve.";"Sajnos a térkép szoftvert nem tudták frissíteni, mert nem volt ott a kolléga!! Ez egy fájó pont!!"
NMLZ118077;"2022. 01. 10.";'T2834';"Nem szeretne nyilatkozni!";"Az úr nem tudja, hogy ki járt bent a szervizben ezzel az autóval, és most nincs ideje ezzel foglalkozni!"
NMLG032237;"2022. 01. 11.";'E6448';"Sikeres hívás, kérdõív kitöltve.";"Ennyi pénzért még azt autót sem mossák le!! Trehány munkát végeztek, nincs ülésvédõ fólia!! Az úr ezt már októberben elmondta, ez az akkori szervizre vonatkozik! Szerintem nem cserélték ki a levegõ szûrõt, és még ezt meg azt!! Miért nem értesítették ki, hogy erre a típusra van kampánymunka???!!!"
NMLM112569;"2022. 01. 11.";'B6717';"Sikeres hívás, kérdõív kitöltve.";"Vissza fog jönni a megállapított hiba miatt!!"
NMBO093594;"2022. 01. 11.";'J7470';"Sikeres hívás, kérdõív kitöltve.";"Gyakorlatilag nem csinálták meg, amit bevállaltak, és amikor visszament akkor ismét elhúzódott a javítás, mint az elõzõ alkalommal!! "
NMBO093171;"2022. 01. 11.";'B3385';"Nem szeretne nyilatkozni!";"Nagyon-nagyon zavarta, hogy az autónak van egy problémája és jelezte, nem ismeri fel sokszor az autó kulcsot, de több esetben volt már, hogy teljesen lemerült az akksi! Nem csináltak ilyen típusú felmérést az akkuval kapcsolatban!! Visszavitte  az autót é"
NMLM112225;"2022. 01. 11.";'B2567';"Nem szeretne nyilatkozni!";
