Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMBO093162;"2021. 12. 06.";'K5600';"Nem szeretne nyilatkozni!";"Nincs rendes telefonszám, a munkafelvevõ ha nem kéri el a számot miért ír 7 darab 1-est????????"
NMBO093176;"2021. 12. 06.";'S0371';"Sikeres hívás, kérdõív kitöltve.";"Az egyik szelepsapka hiányzik egy kerékrõl!!"
NMBO093111;"2021. 12. 06.";'K5620';"Sikeres hívás, kérdõív kitöltve.";"Kellemes kulturált a szalon és köszöni szépen a rugalmas hozzáállást!! A munkafelvevõ azt mondta, hogy másnap keressék egymást, de aznap a munkafelvevõ szabadságon volt!!!"
NMLZ117684;"2021. 12. 06.";'14341';"Sikeres hívás, kérdõív kitöltve.";"Alkatrész miatt várja még a visszahívást a szervizbõl!!!"
NMLZ117694;"2021. 12. 06.";'P9223';"Nem szeretne nyilatkozni!";
NMLZ117682;"2021. 12. 06.";'T2778';"Nem szeretne nyilatkozni!";"A hölgyet, akivel beszéltem nem Bodor Lászlónénak hívják és nincs ilyen autója sem!!!"
NMLM111655;"2021. 12. 06.";'B6620';"Nem szeretne nyilatkozni!";"Az úr nem beszél magyarul, én meg nem tudok angolul!!"
NMLZ117560;"2021. 12. 06.";'66362';"Sikeres hívás, kérdõív kitöltve.";"A két éves kötelezõ szervizre azt mondták, hogy 90 ezer lesz és 110 ezer forint lett a vége!!"
NMLZ116972;"2021. 12. 06.";'66362';"Sikeres hívás, kérdõív kitöltve.";"A két éves kötelezõ szervizre azt mondták, hogy 90 ezer lesz és 110 ezer forint lett a vége!!"
NMLM111710;"2021. 12. 07.";'94395';"Sikeres hívás, kérdõív kitöltve.";"kiemelte a Mikulás ajándékot. külön megköszönte"
NMLZ117722;"2021. 12. 07.";'T2785';"Sikeres hívás, kérdõív kitöltve.";"töb órát(5-6) várakozott, nem volt a megrendelt alkatrész,információ áramlást kifogásolta.nem tudott fizetni."
NMLZ117725;"2021. 12. 07.";'T2786';"Sikeres hívás, kérdõív kitöltve.";"örült nagyon a Mikulásnak, kedvesnek tartotta"
NMBO093003;"2021. 12. 07.";'K5606';"Sikeres hívás, kérdõív kitöltve.";"szerette volna megkapni a kicserélt, rossz alkatrészt, drága volt"
NMBO093195;"2021. 12. 07.";'K1831';"Sikeres hívás, kérdõív kitöltve.";"megjegyezte, hogy van egy féktárcsa-nyereg rozsdásodási probléma. De állítólag tudnak róla, gyári hiba?"
