Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLM102858;"2021. 01. 04.";'B5501';"Nem szeretne nyilatkozni!";"Az IP-telefon külföldi telefonszám hívását nem engedélyezi!!!"
NMLG029056;"2021. 01. 04.";'E6455';"Nem szeretne nyilatkozni!";"Az IP-telefon külföldi telefonszám hívását nem engedélyezi!!!"
NMLM102866;"2021. 01. 04.";'B5504';"Nem szeretne nyilatkozni!";"Az IP-telefon nem engedélyezi a külföldi telefonszám hívását!!!"
NMLG028851;"2021. 01. 04.";'B5379';"Sikeres hívás, kérdõív kitöltve.";"Messze van tõle ez a szerviz!!!"
NMLG029006;"2021. 01. 04.";'C0623';"Nem szeretne nyilatkozni!";"Nem szeretne értékelni számokban, mert másodszorra lett kész, mert három hét múlva vissza kellett mennie, de azért mindennel megvolt elégedve most jó az autója!"
NMLG028982;"2021. 01. 04.";'C0623';"Nem szeretne nyilatkozni!";"Nem szeretne értékelni számokban, mert másodszorra lett kész, mert három hét múlva vissza kellett mennie, de azért mindennel megvolt elégedve most jó az autója!"
NMBO086630;"2021. 01. 04.";'C0667';"Nem szeretne nyilatkozni!";"A hölgy azt mondta: nem tud most beszélni, és letette a telefont!!!"
NMLG029021;"2021. 01. 04.";'C1035';"Sikeres hívás, kérdõív kitöltve.";"Amiért odavitte az autót azt kollégák nem tudták orvosolni!!"
NMLG029053;"2021. 01. 04.";'E6452';"Sikeres hívás, kérdõív kitöltve.";"Még nem döntötte el száz százalékosan hová fog járni!!!"
NMLG027493;"2021. 01. 04.";'E5144';"Sikeres hívás, kérdõív kitöltve.";"Ezzel a problémával már két éve a szervizbe járnak!! Nagyon sokat kínlódtak, nem vették komolyan és most is négy hónapot kellett várni! Azért járnak ide mert nincs közelebbi szerviz!!!"
NMLG029058;"2021. 01. 04.";'E5408';"Sikeres hívás, kérdõív kitöltve.";"Nagyon kedves és udvarias a személyzet!!"
NMLG029064;"2021. 01. 04.";'C0695';"Sikeres hívás, kérdõív kitöltve.";"Hiányzik a szervizkönyv(ez a felesége autója)itt a férjjel beszéltem!! A karbantartásra sokat fizetett!! Jelen pillanatban csalódott!!"
NMLG029018;"2021. 01. 04.";'E5746';"Nem szeretne nyilatkozni!";"Az e-mail-es megkeresést ki fogja tölteni, és többé nem szeretne telefonos megkeresést!! TILOS HÍVNI!!"
NMLG028938;"2021. 01. 04.";'E6029';"Sikeres hívás, kérdõív kitöltve.";"Sajnos rossz alkatrész érkezett, majd egy hét után az autót elhozta!! A fékbetétet cserélni kellett, és ezt a szerviz nem látta pedig azt mondta, hogy az autó rendben van!!!"
NMLZ110953;"2021. 01. 04.";'P3043';"Sikeres hívás, kérdõív kitöltve.";"Az autóval háromszor ment vissza, mert égett szagot érzett!! Majd kiderült, hogy a motornál bekentek valamit zsírral és ez okozta az égett szagot, de ha szóltak volna akkor nem kellett volna háromszor visszamennie!!!"
NMBO086692;"2021. 01. 04.";'K1688';"Sikeres hívás, kérdõív kitöltve.";"A határidõben 45 perces csúszás volt!!!"
