Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMBO090545;"2021. 07. 19.";'J3713';"Nem szeretne nyilatkozni!";"Hívja a szerviz vezetõt az autóban áll az olaj !!
Jön vissza !!"
NMBO090264;"2021. 07. 19.";'J7495';"Nem szeretne nyilatkozni!";"Az autót 2017-be n eladta !
Nem tud mit mondani??"
NMBO090521;"2021. 07. 19.";'K1719';"Sikeres hívás, kérdõív kitöltve.";"Eddig mindig hívtuk,hogy szerviz esedékes most nem !!"
NMBO090502;"2021. 07. 19.";'K2893';"Sikeres hívás, kérdõív kitöltve.";"Amit viszont megjegyezne,hogy nagyon drága a szerviz !!"
NMBO090097;"2021. 07. 19.";'I9271';"Nem szeretne nyilatkozni!";"Az úr visszahívást kért mára, de sajnos nem vette fel, és 07.15. óta cs.cs.!!!"
NMLZ114515;"2021. 07. 19.";'M0158';"Nem szeretne nyilatkozni!";"Ez a telefonszám 07.15. óta csak csörög, így elérhetetlen!!"
NMLZ114740;"2021. 07. 19.";'T1744';"Sikeres hívás, kérdõív kitöltve.";"A kommunikáció katasztrofális  nem tájékoztat nem hív beszél össze vissza !!"
NMLZ114883;"2021. 07. 19.";'T1744';"Sikeres hívás, kérdõív kitöltve.";"U A .."
NMBO090240;"2021. 07. 19.";'J9673';"Nem szeretne nyilatkozni!";"Külföldi telefonszám hívását az IP telefon nem engedélyezi!!!"
NMLZ114982;"2021. 07. 19.";'20856';"Nem szeretne nyilatkozni!";"Az autó jön vissza pénteken mert nem lett jó ??"
NMLM106549;"2021. 07. 19.";'M1570';"Sikeres hívás, kérdõív kitöltve.";"Nagyon szolgálatkészek volt a m.f.az Eperjesi Péter! Egy kolléga trehánysága miatt másodszorra vissza kellett vinni az autót! Oda kell jobban figyelni a javításra!! A 3. kérdésre csak ennek a márkának ajánlaná a szervizünket!!"
NMLM107598;"2021. 07. 19.";'B6082';"Nem szeretne nyilatkozni!";"A gumi csere nem történt meg, mert rossz méretet mondott az édesapja, de kapott egy másik idõpontot és akkor majd hívom!!"
NMLZ113509;"2021. 07. 19.";'52817';"Sikeres hívás, kérdõív kitöltve.";"Sajnos nem elégedett !<br />
Nagyon sokat kell várni az alkatrészre javításra egyéb ,,<br />
A Nissannak ez így rossz reklám és elfogadhatatlan !!"
NMLZ114979;"2021. 07. 19.";'A4109';"Sikeres hívás, kérdõív kitöltve.";"A pénztárnál a fizetés nagyon lassú volt !!"
NMLG031020;"2021. 07. 19.";'E6757';"Sikeres hívás, kérdõív kitöltve.";"Ügyfél központúbb lehetne a munkafelvevõ ""nagyon el volt foglalva"", 20 percig váratta!!"
NMLG031021;"2021. 07. 19.";'E6758';"Nem szeretne nyilatkozni!";"Ez a telefonszám 07.15. óta csak csörög, így elérhetetlen!!!"
NMLG031075;"2021. 07. 19.";'C0974';"Nem szeretne nyilatkozni!";"Nem volt semmi probléma, de nem Õ vitte az autót hanem a fia a szervizbe!!"
NMLG031004;"2021. 07. 19.";'C1238';"Sikeres hívás, kérdõív kitöltve.";"Amit hiányolt, esetleg kíváncsi lett volna, hogy mit csináltak, az autón nem mondták el részletesen! Lehet, hogy azért, mert nõ?!"
NMBO090464;"2021. 07. 19.";'K2070';"Sikeres hívás, kérdõív kitöltve.";"Csak annyi,hogy nem telefonáltak pedig elindult a három gyerekkel !<br />
Össze törték a csereautót amit ígértek neki hiába ment !<br />
Csak ennyi !!"
NMLG031028;"2021. 07. 19.";'E5621';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvevõ nem volt éppen jó passzban!!"
NMBO090398;"2021. 07. 19.";'K1792';"Nem szeretne nyilatkozni!";"Ez a telefonszám 07.14. óta csak csörgött, így elérhetetlen!!"
NMLG031027;"2021. 07. 19.";'E6193';"Sikeres hívás, kérdõív kitöltve.";"Külön örülne és akár fizetne is érte, hogy mindig figyelmeztessék vagy hívják fel, hogy esedékes az éves szerviz, mûszaki és egyéb garanciális javításokra!!"
NMLZ114919;"2021. 07. 19.";'Q2460';"Sikeres hívás, kérdõív kitöltve.";"Jelzett egy problémát a komputernél  sajnos világit minden jön vissza !<br />
A másik,hogy nagyon sokat telefonált és mindig a recepciós hölgy vette fel de soha nem hívták vissza kb 1 hónapig ??"
NMLM107891;"2021. 07. 19.";'A9690';"Sikeres hívás, kérdõív kitöltve.";"Az alkatrész amit kiszerelt elég sértõdötten hozta a m.felvevõ kolléga !<br />
Ezt picit sérelmezte az ügyfél összevágott szíjat tett elé ??"
NMLZ114899;"2021. 07. 19.";'T2405';"Nem szeretne nyilatkozni!";"Szerdán jön vissza mert nem lett meg  a kipufogó és a féknél is van valami gond !!
Utána szívesen nyilatkozik !!"
NMBO090257;"2021. 07. 19.";'M1186';"Nem szeretne nyilatkozni!";"A budaörsi szervizben minden rendben volt, megvolt elégedve a szervizvezetõvel!! Az autó jelenleg a zuglói szervizben van, mivel átvitték Budaörsrõl karosszéria javításra. Az úr hiába próbálkozik nem adnak neki információt arra hivatkozva, hogy nem ér rá,"
NMLZ114384;"2021. 07. 19.";'P0549';"Sikeres hívás, kérdõív kitöltve.";"A kommunikációban javulhatnánk illetve a Tóth úr munkájával nem volt elégedett !!<br />
A másik kolléga hozta a tõle elvártakat  !!"
NMLZ114353;"2021. 07. 19.";'P0549';"Sikeres hívás, kérdõív kitöltve.";"U. A !!!"
NMLZ114978;"2021. 07. 20.";'09105';"Nem szeretne nyilatkozni!";"A lánya magyar mobil száma megszûnt õ Franciaországban van nem lehet elérni.
De úgy tudja,hogy megcsináltuk az autót !!"
NMLZ114828;"2021. 07. 20.";'09105';"Nem szeretne nyilatkozni!";
NMLZ114996;"2021. 07. 20.";'28319';"Sikeres hívás, kérdõív kitöltve.";"Nagyon figyelmes volt a szerviz !!"
NMLZ114099;"2021. 07. 20.";'T2413';"Nem szeretne nyilatkozni!";"A számlával kapcsolatban jött vissza javítás nem volt a múlt héten !!"
NMBO090096;"2021. 07. 20.";'U0014';"Sikeres hívás, kérdõív kitöltve.";"Semmilyen tájékoztatást nem kapott .hogy áll a javítás  mindig õ telefonált !<br />
A kommunikációban javulhatnánk !<br />
Csere autó jó lett volna !"
