Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMBO080302;"2020. 02. 03.";'K1014;"Sikeres hívás, kérdõív kitöltve.";"A keréknyomás bejelzett kérte, hogy nézzék meg! A szerviz azt mondja rendben, de a jelzés most is ott van a mûszerfalon!"
NMBO080318;"2020. 02. 03.";'K2693;"Nem szeretne nyilatkozni!";
NMLZ102055;"2020. 02. 05.";'S4481;"Nem szeretne nyilatkozni!";
NMBO080189;"2020. 02. 05.";'S0246;"Nem szeretne nyilatkozni!";
NMBO080376;"2020. 02. 05.";'J9956;"Nem szeretne nyilatkozni!";
NMBO080372;"2020. 02. 04.";'K2190;"Nem szeretne nyilatkozni!";
NMBO079551;"2020. 02. 03.";'K3887;"Nem szeretne nyilatkozni!";
NMBO080104;"2020. 02. 03.";'M0922;"Sikeres hívás, kérdõív kitöltve.";"Rezsi óradíjakat nagyon magasnak tartja!!!"
NMBO080192;"2020. 02. 03.";'B1393;"Nem szeretne nyilatkozni!";
NMBO079576;"2020. 02. 07.";'E5393;"Nem szeretne nyilatkozni!";
NMBO080156;"2020. 02. 03.";'K0831;"Nem szeretne nyilatkozni!";
NMBO079136;"2020. 02. 07.";'K3836;"Nem szeretne nyilatkozni!";
NMLZ104116;"2020. 02. 03.";'A8545;"Nem szeretne nyilatkozni!";
NMLZ103400;"2020. 02. 03.";'A8545;"Nem szeretne nyilatkozni!";
NMLZ104294;"2020. 02. 04.";'P1917;"Sikeres hívás, kérdõív kitöltve.";"Iszonyatos magas árakon dolgozik a Gablini szerviz! Egy példa: pollenszûrõ csere egy perc ezt kicserélni!! Nálunk ez 4.000,- forint!!!"
NMLZ104395;"2020. 02. 04.";'P9223;"Nem szeretne nyilatkozni!";
NMLZ104119;"2020. 02. 04.";'S5870;"Nem szeretne nyilatkozni!";
NMLZ104368;"2020. 02. 03.";'S6308;"Nem szeretne nyilatkozni!";
NMLZ104337;"2020. 02. 03.";'K1444;"Nem szeretne nyilatkozni!";
NMLG026231;"2020. 02. 04.";'E5743;"Nem szeretne nyilatkozni!";
NMBO080414;"2020. 02. 03.";'J3802;"Sikeres hívás, kérdõív kitöltve.";"Annyit szeretne jelezni, hogy a használati füzetben nincs olyan leírás ami a biztosítékokról adna tájékoztatót!!"
NMBO080395;"2020. 02. 03.";'K2232;"Sikeres hívás, kérdõív kitöltve.";"Nagyon drágán dolgozik a márkaszerviz!!!"
NMBO080429;"2020. 02. 03.";'K3622;"Sikeres hívás, kérdõív kitöltve.";"Nem érti, hogy miért kellett fizetnie a csereautóért!!!"
NMBO080400;"2020. 02. 03.";'K4037;"Sikeres hívás, kérdõív kitöltve.";"Sajnos nagyon nem elégedett, az akku tesztet amit kért sajnos a szerviz nem végezte el! A másik észrevétele, hogy az Importõrt egyáltalán lehet elérni, se telefonon, se emailen keresztül!!!"
NMBO080394;"2020. 02. 06.";'S2571;"Nem szeretne nyilatkozni!";
NMLZ104397;"2020. 02. 03.";'B3551;"Nem szeretne nyilatkozni!";
NMLZ104037;"2020. 02. 03.";'P2334;"Sikeres hívás, kérdõív kitöltve.";"Szeretné jelezni, hogy csak az Almási úrral állt kapcsolatban! A Gablini részérõl senki nem kereste! Az egész metódussal amit a szervizben tapasztalt nem elégedett!!!"
NMLZ104414;"2020. 02. 07.";'P7672;"Nem szeretne nyilatkozni!";
NMLZ100459;"2020. 02. 03.";'P9336;"Nem szeretne nyilatkozni!";
NMLZ104334;"2020. 02. 03.";'S4525;"Sikeres hívás, kérdõív kitöltve.";"Elsõ fékbetétet kellett cserélni csak nem volt alkatrész és másnapra sem jött meg az alkatrész!! A parkolás az nagyon nem jó ezen a környéken!!! Ez a jövõben nagyon nagy hátrány lesz a szerviznek!!!"
NMLZ104421;"2020. 02. 03.";'S6070;"Nem szeretne nyilatkozni!";
NMLZ104197;"2020. 02. 04.";'S6106;"Nem szeretne nyilatkozni!";
NMLG026242;"2020. 02. 03.";'E5877;"Sikeres hívás, kérdõív kitöltve.";"A 3. kérdésre azért adott 1-es értékelést, mert nagyon magasak a szervizárak!!!"
NMLM094668;"2020. 02. 03.";'B1927;"Nem szeretne nyilatkozni!";
NMLM094472;"2020. 02. 04.";'A3735;"Sikeres hívás, kérdõív kitöltve.";"Következõ szervizre fog visszatérni!!!"
NMLM094012;"2020. 02. 03.";'E4508;"Nem szeretne nyilatkozni!";
NMLM094564;"2020. 02. 03.";'P0866;"Sikeres hívás, kérdõív kitöltve.";"Szeretné jelezni, hogy az idõponttal voltak pici gondok, harmadszorra fogadták és most is teszt üzemmódban járnak az autóval!! Amennyiben jelentkezne a hiba akkor telefonálnak!!!"
NMBO080452;"2020. 02. 04.";'60590;"Sikeres hívás, kérdõív kitöltve.";"Egy kérése lenne, hogy a jövõben lehessen kapni 1 literes kiszerelésû olajat és meg lehetne vásárolni, és az ügyfél be tudná tölteni!!"
NMBO080444;"2020. 02. 04.";'J6521;"Sikeres hívás, kérdõív kitöltve.";"A 2. kérdésre 1-es értékelést adott(m.felvevõvel elégedett), és nem fog itt több Infinitit vásárolni pedig már ötöt vett, és nem hordja ide a szervizbe sem!!"
NMLZ103814;"2020. 02. 04.";'A8545;"Nem szeretne nyilatkozni!";
NMBO079575;"2020. 02. 03.";'K3864;"Sikeres hívás, kérdõív kitöltve.";"A szerviz-szolgáltatás:5-ös m.felvevõ 10-es!! Sajnos negyedszeri nekifutásnak lett kész és kétszer is vissza kellett mennie vidékrõl!!!"
NMBO080458;"2020. 02. 04.";'K4042;"Sikeres hívás, kérdõív kitöltve.";"Szeretné elmondani, hogy az autó féléve járt nálunk, ha akkor valaki adott volna karbantartásra tanácsot akkor most nem jutott volna ide!! Elég nagy gond, hogy a Nissan-os munkafelvevõ ezt nem tette meg! Ezzel a jövõt illetõen sok mindent meg lehetne elõzni!!"
NMBO079932;"2020. 02. 03.";'M1158;"Nem szeretne nyilatkozni!";
NMBO080441;"2020. 02. 07.";'M1235;"Nem szeretne nyilatkozni!";
NMLZ102383;"2020. 02. 05.";'P6657;"Sikeres hívás, kérdõív kitöltve.";"Az alkatrészre több, mint két hónapot vár! A másik észrevétele, hogy a kommunikáció az nagyon hiányos!!!"
