Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ115401;"2021. 09. 13.";'T2474';"Sikeres hívás, kérdõív kitöltve.";"A határidõben csúszás volt!"
NMLZ115550;"2021. 09. 13.";'T2474';"Sikeres hívás, kérdõív kitöltve.";"A határidõben csúszás volt!"
NMLZ115873;"2021. 09. 13.";'T2474';"Sikeres hívás, kérdõív kitöltve.";"A határidõben csúszás volt!"
NMBO091513;"2021. 09. 13.";'B1835';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon dolgozónk Lukács Dániel jelentkezett!!"
NMLG031730;"2021. 09. 13.";'C0864';"Nem szeretne nyilatkozni!";"Ez a telefonszám 09.10. óta:""A hívott szám nem elérhetõ!"""
NMLG031728;"2021. 09. 13.";'B2877';"Sikeres hívás, kérdõív kitöltve.";"Mivel nagyon sokat járnak ide hozzánk szeretnének 10% kedvezményt kapni(igaz már 5%-os van)!!"
NMLG031743;"2021. 09. 13.";'E4351';"Nem szeretne nyilatkozni!";"Külföldön van!!"
NMLG031662;"2021. 09. 13.";'E5054';"Sikeres hívás, kérdõív kitöltve.";"Légzsák probléma miatt fog még visszatérni!!"
NMLG031642;"2021. 09. 13.";'C0652';"Sikeres hívás, kérdõív kitöltve.";"Relatíve koszosan vitte be az autót és koszosan is kapta vissza, de most már a 3. alkalommal is így kapta vissza!!"
NMLG031617;"2021. 09. 13.";'C1590';"Sikeres hívás, kérdõív kitöltve.";"A autó vásárlás közben nem volt annyira elégedett az ügyfél kommunikációval!! Megbeszélték a tesztvezetést, próba köröket, és elfelejtették, nem értesítették, hogy mikor menjen Õ telefonált egy hét elteltével!!"
NMLG031735;"2021. 09. 13.";'E6885';"Sikeres hívás, kérdõív kitöltve.";"Talán amikor átadják az autót egy-két szót mondhatnának az autóról, ill. az állapotáról!!"
NMLG031744;"2021. 09. 13.";'E6890';"Sikeres hívás, kérdõív kitöltve.";"Sokáig tartott ez az átvizsgálás!!"
NMLG031748;"2021. 09. 13.";'E6892';"Nem szeretne nyilatkozni!";"Háromszor vitte vissza az autót, a szolgáltatásunkkal nem volt elégedett, még hogy ingyen volt így sem!! Másik szervizbe is volt, ott megmondták mi a baja és nem tudják megcsinálni! Nem elégedett semmivel!!"
NMLM109303;"2021. 09. 13.";'B6329';"Sikeres hívás, kérdõív kitöltve.";"Kicserélték az olajat, de ezzel nem volt gond, de volt egy kis olajfolt a motor tetején és erre oda lehetne jobban figyelni, vagy letörölni!!"
NMLM109267;"2021. 09. 13.";'B1236';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon 09.10. óta  csörgetés közben kinyomott!"
NMLM109301;"2021. 09. 13.";'R0826';"Sikeres hívás, kérdõív kitöltve.";"A megközelíthetõség miatt csak 8-as az értékelés a 3. kérdésre!!"
NMLZ115921;"2021. 09. 13.";'T2432';"Sikeres hívás, kérdõív kitöltve.";"Egyik alkatrész nagyon lassan érkezett meg!!"
NMLZ115066;"2021. 09. 13.";'T2432';"Sikeres hívás, kérdõív kitöltve.";"Egyik alkatrész nagyon lassan érkezett meg!!"
NMLZ115869;"2021. 09. 13.";'T2010';"Sikeres hívás, kérdõív kitöltve.";"Ez egy céges autó és problémát jelentett, hogy az átutalás nem érkezett meg idõben! Hogyan lehetne megoldani, hogy halasztott fizetési számlát kapjon a cége, vagy 200-300 ezer forintot készpénzben fizessenek és a többit utána!! Kérlek benneteket, hogy az ügyféllel ez ügyben vegyétek fel a kapcsolatot!! Vagy a jövõben, ha ilyen kérés elõfordul akkor mondjátok el nekem(Marika), hogy milyen papírok kellenek ehhez és akkor nagyon szívesen tájékoztatom az ügyfelet!"
NMLG031698;"2021. 09. 13.";'E6851';"Nem szeretne nyilatkozni!";"Visszahívást kért a mai napra, de folyton kinyomott!"
NMLM109276;"2021. 09. 13.";'B3021';"Sikeres hívás, kérdõív kitöltve.";"Azt gondolta, hogy legalább egy külsõ mosás belefért volna!"
NMLG031635;"2021. 09. 13.";'E0361';"Sikeres hívás, kérdõív kitöltve.";"Nagyon sokba került a munkadíj, és ennyi pénzért lemoshatták volna az autóját!!"
NMLM109095;"2021. 09. 13.";'A7841';"Nem szeretne nyilatkozni!";"A hölgy az elsõ kérdésemre válaszolt 5-ös értékelést adott, de utána ezeket mondta el: Telefonon nem lehetett minket elérni!! Összességben nem volt elégedett, három napig rá sem néztek az autóra!! Azért hordta hozzánk, mert eddig nem volt semmi gond, de m"
NMBO091451;"2021. 09. 13.";'K5429';"Sikeres hívás, kérdõív kitöltve.";"Magasabb keresetûeknek javasolná a szervizünket!"
NMBO091437;"2021. 09. 13.";'U0144';"Sikeres hívás, kérdõív kitöltve.";"Nagyon kedves volt az úr aki felvette az autót, jólesett neki hogy kitakarították az autót! Vissza kell még mennie, mert nem tudták megcsinálni, és megint el kell ott tölteni két órát, ezért adott 1-es értékelést!!"
NMLG031739;"2021. 09. 13.";'E6888';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvevõ nagyon kimért volt!!"
NMLG031760;"2021. 09. 13.";'B2225';"Nem szeretne nyilatkozni!";"Az autó nem jó, viszi vissza a szervizbe és utána nagyon szívesen nyilatkozik!!"
NMLZ115496;"2021. 09. 13.";'Q2460';"Sikeres hívás, kérdõív kitöltve.";"A kollégák(munkafelvevõk) soha nem hívják vissza, mindig a recepciós megígérte, hogy visszahívják,de nem hívták vissza soha!!"
NMLZ115876;"2021. 09. 14.";'T2539';"Sikeres hívás, kérdõív kitöltve.";"Telefonon foglalt idõpontot, nagyon pozitív és együttmûködõ volt a hölgy, de magasabb árat fizetett, mint amit a telefonban mondtak, és 2,5 óra lett, az egy óra helyett! Azért mindenki kedves volt!!"
NMLZ115888;"2021. 09. 14.";'A4420';"Nem szeretne nyilatkozni!";"Az úr azt mondta, hogy nulla az értékelése, vagy inkább -2, és maradjunk ennyiben!!"
NMLZ115892;"2021. 09. 14.";'S2700';"Nem szeretne nyilatkozni!";"Újból vissza kell mennie, mert nyikorgó hangot hall!!"
NMLM109341;"2021. 09. 14.";'B2531';"Sikeres hívás, kérdõív kitöltve.";"Nem volt, sajnos bérautó pedig érdekelte volna!"
NMBO091425;"2021. 09. 14.";'K5079';"Nem szeretne nyilatkozni!";"Visszahívást kért 09.10-re, de nem vette fel, most viszont felvette, de köszi nem alkalmas most sem!!"
NMBO091447;"2021. 09. 14.";'K3353';"Sikeres hívás, kérdõív kitöltve.";"A mostani helyzet ez már  jó ezt kellene tartani! A 3. kérdést nem tudja még értékelni, mert még ahhoz egyszer vissza kell jönnie a szervizbe(én jelöltem be, mert különben nem tudom elküldeni az értékelését)!!"
NMLM109358;"2021. 09. 14.";'B6336';"Sikeres hívás, kérdõív kitöltve.";"Az autó lemoshatták volna, de legalább megkérdezhették volna, mert ebbe az összegbe beleférhetett volna!!"
NMBO091446;"2021. 09. 14.";'K4838';"Sikeres hívás, kérdõív kitöltve.";"Lehetnének olcsóbbak!!!<br />
"
NMBO091427;"2021. 09. 14.";'M0377';"Nem szeretne nyilatkozni!";
NMLG031747;"2021. 09. 14.";'E4594';"Nem szeretne nyilatkozni!";"Ez a telefonszám 09.13. óta vagy csak csörög, vagy foglalt jelzést adott!!"
NMLG031690;"2021. 09. 14.";'C0508';"Nem szeretne nyilatkozni!";"Nagyon nem elégedett, nagyon sok a panasza, nagyon kellemetlen élményei vannak, és nem fogja ajánlani senkinek, de sorozatban rossz események történtek vele!!"
NMLG031753;"2021. 09. 14.";'C1024';"Sikeres hívás, kérdõív kitöltve.";"A szervizt ajánlaná, de az egyik kollégánkat nem, valamilyen Viktor(a hölgy nem tudja vezeték nevét) a hölggyel nem volt udvarias, és üvöltött a hölggyel!!"
NMLZ115890;"2021. 09. 14.";'Q3171';"Sikeres hívás, kérdõív kitöltve.";"Más okból fog még visszatérni!!"
NMLZ115909;"2021. 09. 14.";'P9372';"Sikeres hívás, kérdõív kitöltve.";"Annyit, hogy még életébe nem hallotta, hogy a fékpofákat tisztítani szokták!!!"
NMLZ115911;"2021. 09. 14.";'Q8260';"Nem szeretne nyilatkozni!";"Kétszer tesztelték, semmit nem látnak, finoman rángat és nem tudták megcsinálni, ugyan olyan rossz az autó és semmit nem ért, szét kellene szedni az autót 600 ezer forintért, ebbe az autóba 75 ezer kilométer van benne, és nem mondanak semmit így kénytelen"
NMLM109399;"2021. 09. 14.";'B6344';"Sikeres hívás, kérdõív kitöltve.";"Szokott lenni büfé, de most zárva volt, de a pénztáros hölgy kinyitotta és vett üdítõt!!"
NMBO091516;"2021. 09. 14.";'K5438';"Sikeres hívás, kérdõív kitöltve.";"Sokat kellett fizetni!"
NMLM109389;"2021. 09. 14.";'R1316';"Sikeres hívás, kérdõív kitöltve.";"Kampány munka miatt fog visszatérni!!"
NMLM109319;"2021. 09. 15.";'A2655';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon 09.13. óta csak hangposta jelentkezett!!"
NMLZ114808;"2021. 09. 15.";'15823';"Nem szeretne nyilatkozni!";"Az elsõ mobilon 09.10. óta vagy kinyom, vagy fogalalt volt! A második mobilszámhoz pedig elõfizetõ nincs rendelve!"
NMLZ115394;"2021. 09. 15.";'24569';"Sikeres hívás, kérdõív kitöltve.";"Az M3-as telephelyet egyszerûen lehetetlenség elérni, központi számot próbál hívni!!"
NMBO091505;"2021. 09. 15.";'K4155';"Sikeres hívás, kérdõív kitöltve.";"Légzsák kampány miatt lesz visszatérés!!!"
NMLZ115885;"2021. 09. 15.";'J8268';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvevõ nem úgy viselkedik, mintha mi ügyfelek lennénk! A többi kollégával nincs gondja!"
NMLZ115854;"2021. 09. 15.";'P7907';"Sikeres hívás, kérdõív kitöltve.";"Nem ugyanaz az ember vette fel a munkát, mint akinél átvette, és az átadásnál voltak problémák, rosszul lett rögzítve a rendszám és ezzel a várakozási idõ megnõtt számára!! A munkalapot is bent hagyták a kocsiba, és az ügyfél vitte vissza!!"
NMLG031784;"2021. 09. 15.";'E6898';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvételnél, ha idõpontra érkezik akkor ne kelljen 15-20 percet várnia, és akkor amikor fogadják végre, akkor ne más több dologgal foglalkozzon, hanem az ügyféllel, és ugyanez vonatkozik az átadásra is!!"
NMLG031798;"2021. 09. 15.";'C0529';"Sikeres hívás, kérdõív kitöltve.";"Többet nem megy ide szervizre, mert nagyon drága!!"
NMLG031804;"2021. 09. 15.";'E6901';"Sikeres hívás, kérdõív kitöltve.";"Visszatér majd szervizre!!"
NMLM109426;"2021. 09. 15.";'B3921';"Sikeres hívás, kérdõív kitöltve.";"Elég sokáig kellett várni, a félórás egyórás beígért idõ helyett 3-3,5 óra lett!!"
NMLZ115602;"2021. 09. 15.";'R1266';"Nem szeretne nyilatkozni!";"Totálkáros lett az autó, de hosszadalmas volt a menet, de a kollégák mindent megtettek és rendesek voltak!!"
NMLM109322;"2021. 09. 15.";'B2293';"Sikeres hívás, kérdõív kitöltve.";"A Kretz Balázzsal beszélte meg az idõpontot, ez egy egy órás munka! Fél egykor odaérkezett, de a kolléga nem látta a rendszerben, hogy neki idõpontja van, ugyanis a Kretz Balázs szabadságon volt!! Õt nem érdekli a háttérmunka, Õ az ügyfél, és amikor odamegy idõpontra akkor végezzék el a munkát!! A helyettesítõ kollégával nem volt megelégedve!!"
