Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ105669;"2020. 04. 06.";'S1384';"Nem szeretne nyilatkozni!";"Az úr elnézést kért tõlem, de ilyennel nem foglalkozik most!!!"
NMLG026736;"2020. 04. 06.";'C0731';"Sikeres hívás, kérdõív kitöltve.";"Sajnos dráguló tendenciát mutat a szerviz!!!"
NMLM096050;"2020. 04. 06.";'B3300';"Sikeres hívás, kérdõív kitöltve.";"Következõ szervizre is ide fog jönni!!!"
NMLM095944;"2020. 04. 06.";'B4599';"Nem szeretne nyilatkozni!";"Az úr kérte, hogy ne zaklassam, legyen annyi elég hogy megvan elégedve és kész!!!"
NMLZ104744;"2020. 04. 06.";'B1332';"Nem szeretne nyilatkozni!";"Az úr elmondta, hogy már pénteken hívtak, beszéltünk, értékel!"
NMBO081744;"2020. 04. 06.";'S2571';"Nem szeretne nyilatkozni!";"Az úr elmondta, hogy a múlt héten már hívtam, értékelt és itt is rendben volt minden!!!"
NMBO081717;"2020. 04. 06.";'K4196';"Sikeres hívás, kérdõív kitöltve.";"Sajnos nem elégedett! Az volt a tapasztalata, hogy a szerviz nagyon  lekezelõ volt, elég kínos volt az egész szituáció! Véleménye szerint ezt a munkát garanciába kellett volna megcsinálni! A pénztárnál az átutalás nagyon lassú volt emiatt nagyon sokat kellett várni!! Kéri, hogy a szervizvezetõ hívja fel, hogy mit tud erre felajánlani, kompenzálni! Várja a hívását vagy emailt!!!"
NMBO081743;"2020. 04. 07.";'M0818';"Nem szeretne nyilatkozni!";"A hölgy azt kérte, hogy egy hét múlva hívjam, mert még megy vissza a szervizbe és utána értékelne!!"
NMLZ105374;"2020. 04. 07.";'M1360';"Sikeres hívás, kérdõív kitöltve.";"Több, mint két hétig tartott a javítás, de alapvetõen elégedett volt!!!"
NMLM096186;"2020. 04. 07.";'B4622';"Nem szeretne nyilatkozni!";"Az úr elmondta, hogy még megy vissza a szervizbe, és majd utána szeretne értékelni!! Azonban kérte, hogy a munkafelvevõ, Bálint hívja fel Õt!!!!!"
NMLM096154;"2020. 04. 07.";'S0007';"Nem szeretne nyilatkozni!";
NMLZ105940;"2020. 04. 07.";'P1259';"Nem szeretne nyilatkozni!";"Az úr elmondta, hogy már a múlt héten hívtam, beszéltünk, értékelt!!!"
NMLZ105584;"2020. 04. 07.";'14751';"Nem szeretne nyilatkozni!";"A kerék jeladókra kifizetett egy vagyont és nem mûködik a dolog!!! Nagyon nem elégedett!!!"
NMLM096139;"2020. 04. 07.";'B2893';"Sikeres hívás, kérdõív kitöltve.";"Sajnálja, hogy a csereautó szolgáltatás megszûnt!! Viszont javasolná esetleg, hogy valami külsõ céggel autóbérlés, egyéb jó lenne, hogy az ember eljusson a városba!!!"
NMLZ104476;"2020. 04. 07.";'B1641';"Sikeres hívás, kérdõív kitöltve.";"A javítás ideje nagyon sokáig tartott! Decemberben adta le és most lett kész!!"
