Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLG031297;"2021. 08. 31.";'B5096';"Nem szeretne nyilatkozni!";"A hölgy mára kért visszahívást, de nem vette fel!"
NMBO090840;"2021. 08. 31.";'J6504';"Sikeres hívás, kérdõív kitöltve.";"Nem ment a légkondicionáló csak néha-néha. Szerinte több óradíjat számoltak fel!!"
NMLM108912;"2021. 08. 31.";'R0958';"Sikeres hívás, kérdõív kitöltve.";"Patent alkatrész miatt megy vissza!"
NMLZ115538;"2021. 08. 31.";'T2368';"Nem szeretne nyilatkozni!";"Az úr azt mondta, hogy még nem fejezték be a munkát 09.02-án még megy vissza!!"
NMBO091173;"2021. 08. 31.";'K4696';"Sikeres hívás, kérdõív kitöltve.";"Mindig mindennel megvannak elégedve, de most nem ér rá válaszolni(én írtam be)!"
NMLZ115621;"2021. 08. 31.";'S9168';"Sikeres hívás, kérdõív kitöltve.";"Egy kicsit gyenge wifi-jel a váróban, és egy kávé jólesett volna!!"
NMLZ115491;"2021. 08. 31.";'B1641';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon 08.25. óta csak hangposta jelentkezett!"
NMLZ115230;"2021. 08. 31.";'89582';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon 08.25. óta csak hangposta jelentkezett!!"
NMBO091142;"2021. 08. 31.";'J2241';"Nem szeretne nyilatkozni!";"Az úrral még 08.04-én beszélt Laci!!"
NMBO090489;"2021. 08. 31.";'K5292';"Sikeres hívás, kérdõív kitöltve.";"Több tájékoztatás várt volna(ne Õ neki kelljen telefonálni). Az idõ intervallumot nagyon sokallta!! De még így sincs ""rossz szájíze""!!"
NMLM108331;"2021. 08. 31.";'B1710';"Sikeres hívás, kérdõív kitöltve.";"Nagyon sokat kellett várni az autóra, mert a fia volt ott kisgyerekkel és a nagymama ment a gyerekért, mert már nyûgös volt!"
NMBO091171;"2021. 08. 31.";'K5394';"Nem szeretne nyilatkozni!";"Az anyukával beszéltem, Õ csak bejelentette az autót. Az fia járt bent a szervizben, de Õ már Németországban van!!!"
NMLM108958;"2021. 08. 31.";'P8882';"Nem szeretne nyilatkozni!";"Ez a telefonszám 08.25. óta csak csörög!"
NMBO091116;"2021. 08. 31.";'K0453';"Sikeres hívás, kérdõív kitöltve.";"Reggel 8-ra ment és du. 14 órakor vitték be az autót!"
