Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMBO083036;"2020. 06. 22.";'M0462';"Sikeres hívás, kérdõív kitöltve.";"A második kérdésnél, azért adott 7-es értékelést mert a mûszaki vizsgára sokáig kellett várni, tehát hosszú volt az idõ!!!"
NMLG027155;"2020. 06. 22.";'C0324';"Sikeres hívás, kérdõív kitöltve.";"Kicsit sokat kell várni most erre az alkatrészre!"
NMLM097316;"2020. 06. 22.";'66234';"Nem szeretne nyilatkozni!";"Ez a telefonszám 06.17.óta csak csörög, ma pedig már kinyomott, így elérhetetlen!!"
NMBO083038;"2020. 06. 22.";'J5168';"Sikeres hívás, kérdõív kitöltve.";"A gumi átszerelés 1,5 óra hosszáig tartott, és ez hosszú idõ!!!"
NMBO083051;"2020. 06. 22.";'K3727';"Sikeres hívás, kérdõív kitöltve.";"Az ígért határidõben jelentõsen elcsúszott a szerviz!!!"
NMLZ107344;"2020. 06. 22.";'P6952';"Nem szeretne nyilatkozni!";"Tóth Attila dolgozónk telefonszáma!!!"
NMLZ107348;"2020. 06. 22.";'S2571';"Nem szeretne nyilatkozni!";"Az elsõ számon hangposta mindig hangposta jelentkezik! A második mobilon ey úrral beszéltem, és elmondta hogy Õ csak  számlákat intéz, illetve egyeztet!!!"
NMLG027229;"2020. 06. 22.";'66030';"Nem szeretne nyilatkozni!";"Nem tudták a problémáját orvosolni, már bejelentkezett a zuglói szervizünkbe!!!"
NMLG027228;"2020. 06. 22.";'E6156';"Sikeres hívás, kérdõív kitöltve.";"Most volt elõször, és amennyiben a jövõben szükséges lesz szervizre biztos, hogy ide fog visszajönni!!!"
NMLM097764;"2020. 06. 22.";'B3430';"Nem szeretne nyilatkozni!";"Azt mondták, hogy az autó fennmaradt az emelõn és várják a szerelõt! Számára picit ez furcsa eset és hitetlen!!"
NMBO080781;"2020. 06. 22.";'J8088';"Sikeres hívás, kérdõív kitöltve.";"Lehet, hogy megy vissza a szervizbe, mert pici morgást tapasztal!!!"
NMBO083079;"2020. 06. 22.";'K3946';"Nem szeretne nyilatkozni!";"Ezért a javításért kifizetett 24 ezer forintot! Kérte, hogy mutassák meg hogy mit kell csinálni, ha legközelebb így jár, de nem volt a szerviz együttmûködõ, és ez egy picit negatívum!!!"
NMLZ107363;"2020. 06. 22.";'P8969';"Nem szeretne nyilatkozni!";"Itt 60 ezre éves szerviz volt, és nem az ami a hibaleírásnál van!! Az emailban kapott kérdõívet már kitöltötte!!!"
NMLM097832;"2020. 06. 22.";'B3516';"Sikeres hívás, kérdõív kitöltve.";"Sajnos szerviz-csereautót most sem kapott, akár csak tavaly pedig akkor is mondta, jelezte!! Az biztos, hogy máshova fogja vinni, ahol biztos, hogy fog kapni csereautót! Ez nagyon nagy hiba, hogy nincs csereautót csak a haveroknak!!"
NMBO083055;"2020. 06. 23.";'K2817';"Nem szeretne nyilatkozni!";"Visszahívtam a megbeszélt idõpontban, de csak hangposta jelentkezett és másnap is!!"
NMBO083016;"2020. 06. 23.";'K2817';"Nem szeretne nyilatkozni!";"Visszahívtam a megbeszélt idõpontban, de csak hangposta jelentkezett és másnap is!!"
NMLG027251;"2020. 06. 23.";'C0876';"Sikeres hívás, kérdõív kitöltve.";"Automatára volt kapcsolva a világítás és a szerviz után ez nem mûködött, valószínû elállították!!!"
NMLM097924;"2020. 06. 23.";'R0629';"Sikeres hívás, kérdõív kitöltve.";"Sajnos az árak mennek felfelé, és ez szomorú!!!"
NMLM097884;"2020. 06. 23.";'A8812';"Nem szeretne nyilatkozni!";"A hölgy visszahívott! Nagyon nem volt most elégedett és nem értékel azért, mert nagyon sokat fizetett!!"
NMBO083095;"2020. 06. 23.";'K4335';"Nem szeretne nyilatkozni!";"Azt mondta az úr, hogy visszamegy az irodába és akkor kitölti inkább az interneten a kérdõívet, és letette a telefont!!"
NMBO083071;"2020. 06. 23.";'85155';"Sikeres hívás, kérdõív kitöltve.";"Az árajánlat túllépte az árajánlatot, picit pontatlan volt!!"
NMLM097621;"2020. 06. 23.";'65736';"Nem szeretne nyilatkozni!";"A hölgy az elsõ kérdés után azt mondta, hogy e-mailben érkezõ kérdésekre már válaszolt, kitöltötte!!"
NMBO083041;"2020. 06. 23.";'K4354';"Sikeres hívás, kérdõív kitöltve.";"Az autó nem jó, de a Peugeot Mátéhoz fog visszatérni, mert rángat minden baja van!!!"
NMLZ107155;"2020. 06. 23.";'S8522';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon 06.19. óta csak hangposta jelentkezett!!"
NMLZ107180;"2020. 06. 23.";'S8522';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon 06.19. óta csak hangposta jelentkezett!!"
NMLZ107330;"2020. 06. 23.";'65481';"Nem szeretne nyilatkozni!";"Most nem tud nyilatkozni, - szokott - de most ez alkalommal nem Õ járt a szervizben!!!"
NMLZ107029;"2020. 06. 23.";'S8017';"Nem szeretne nyilatkozni!";"Az autó 4. alkalommal van ismét a szervizben az autó, utána majd nyilatkozik, értékel, de most nincs még értelme!!!"
NMLZ106895;"2020. 06. 23.";'19519';"Nem szeretne nyilatkozni!";"Az úr elmondta, hogy a múlt héten hétfõn már egy úrral beszélt, értékelt!!"
NMLZ107399;"2020. 06. 23.";'14048';"Sikeres hívás, kérdõív kitöltve.";"Az úr elmondta, hogy mozgássérült kerekes székes, és nagyon jól esett neki, hogy tolerálták és udvariasak voltak vele szemben!!"
NMLZ107379;"2020. 06. 23.";'Q6892';"Sikeres hívás, kérdõív kitöltve.";"Szeretné elmondani, hogy sajnos a szererlõ úrral nem tud beszélni, hogy mire kell esetleg odafigyelnie, stb.?!!"
NMBO083089;"2020. 06. 23.";'I9953';"Nem szeretne nyilatkozni!";"Az IP telefon nem engedélyezi a külföldi telefonszám hívását!!!"
NMLZ107419;"2020. 06. 23.";'02480';"Sikeres hívás, kérdõív kitöltve.";"Sajnos szerviz csereautót nem kapott, de tavaly még igen!! Emiatt borult az egész napja! A belsõ világítást nem sikerült jól megcsinálni! A szerviz-könyvbe nem bélyegezték be az éves szerviz elvégzését!!!"
NMLZ107052;"2020. 06. 23.";'A9343';"Nem szeretne nyilatkozni!";"Ez a telefonszám a férj száma, aki Németországban dolgozik! Nem tudja mi volt az autó javítva??!!!"
NMLZ107431;"2020. 06. 23.";'A9343';"Nem szeretne nyilatkozni!";"Ez a telefonszám a férj száma, aki Németországban dolgozik! Nem tudja mi volt az autó javítva??!!!"
NMLZ107429;"2020. 06. 23.";'Q5236';"Sikeres hívás, kérdõív kitöltve.";"Az ügyfél ott volt a szervizben és azt látta, hogy a szervizes kollega az Õ autójával többször lefullad, és ezek után mérgesen ütögette a kormányt!! Ez nem igazából fér bele az ügyfél megítélése szerint!!!"
NMLG027246;"2020. 06. 23.";'A8108';"Nem szeretne nyilatkozni!";"A hibát nem találták meg! Ennyit mondott az ügyfél!!"
NMLG027203;"2020. 06. 23.";'P7878';"Nem szeretne nyilatkozni!";"Az autó jelenleg visszakerült hozzánk, mert nem lett megfelelõen elvégezve a munka!! A javítás 700 ezer forint volt és nem érti, hogy ilyenkor miért nem viszik el az autót egy próba körre??!!"
NMLM097537;"2020. 06. 23.";'A6699';"Sikeres hívás, kérdõív kitöltve.";"Nem tudtak neki szerviz-csereautót adni, és a két hét nagyon hosszú volt amíg az autója végül is elkészült!!!"
NMLM097889;"2020. 06. 23.";'B0694';"Sikeres hívás, kérdõív kitöltve.";"A Szoták úr meglehetõsen flegma stílusa most sem volt megnyerõ!! Ezt már a múltkor is jelezte és nincs semmi változás!! A kommunikációban javulhatnánk! Õ megy oda kérdez, hogy mi újság, Õt nem keresik a szerviz területén az ügyfélvárónál, ez elég furcsa!!!"
NMLM097658;"2020. 06. 23.";'B4778';"Sikeres hívás, kérdõív kitöltve.";"Azt nem értette, hogy miért kellett személyen bemennie?! A szervizes kolléga ragaszkodott ehhez!! A végén ezen elsiklott a gondolata!!!"
NMLM097904;"2020. 06. 24.";'B1912';"Sikeres hívás, kérdõív kitöltve.";"Azért adott 3-as értékelés a 2. kérdésre, mert ugyan olyan koszosan kapta vissza az autót, mint ahogyan bevitte pedig ott várt 3,5 órát!!!"
NMLM097915;"2020. 06. 24.";'B3542';"Nem szeretne nyilatkozni!";"Az úr azt mondta, hogy most nem alkalmas! Megkérdeztem, hogy mikor lenne alkalmas és erre azt válaszolta, hogy 2 év múlva!!"
NMLM096490;"2020. 06. 24.";'55041';"Sikeres hívás, kérdõív kitöltve.";"Szimpatikus ez a munkamenet az elejétõl a végéig!!!"
NMLM097034;"2020. 06. 24.";'B4706';"Nem szeretne nyilatkozni!";"Ez a telefonszám 06.22. óta csak csörög, így elérhetetlen!!!"
NMLM097758;"2020. 06. 24.";'A8979';"Nem szeretne nyilatkozni!";"Ez a telefonszám 06.22. óta csak csörög, így elérhetetlen!"
NMLZ107266;"2020. 06. 24.";'P6950';"Nem szeretne nyilatkozni!";"A kolléganõtõl várja az árajánlatot, és ezekre a kérdésekre most nem szeretne válaszolni!"
NMBO083043;"2020. 06. 24.";'K3627';"Nem szeretne nyilatkozni!";"Ez a telefonszám 06.22. óta hol csörög, hol pedig hangposta jelentkezik, így elérhetetlen!!"
NMLM097819;"2020. 06. 24.";'A9944';"Nem szeretne nyilatkozni!";"Ez a telefonszám 06.22. óta csak csörög, így elérhetetlen!!"
NMBO083068;"2020. 06. 25.";'27980';"Nem szeretne nyilatkozni!";"A hölgy a mai napon visszahívott, és elmondta, hogy még várja a visszahívást a szervizbõl(kulcs ügyben)!!!"
NMLG026957;"2020. 06. 25.";'E6117';"Nem szeretne nyilatkozni!";"Nem alkalmas dolgozik, ezen a héten elfoglalt, majd a jövõ hét közepén hívjam!!"
NMLG027267;"2020. 06. 25.";'C1076';"Nem szeretne nyilatkozni!";"Az úr visszahívott és elmondta, hogy egy nap alatt  beszerezték, munka végzés nem volt, hazavitte a rendszámtartó keretet!!!"
NMLM097898;"2020. 06. 25.";'B3970';"Sikeres hívás, kérdõív kitöltve.";"Nagyon-nagyon drága a szerviz!!!"
NMLM097966;"2020. 06. 25.";'B4816';"Sikeres hívás, kérdõív kitöltve.";"Nagyon elégedett volt, és csillagos ötös a munkafelvevõnek!!!"
NMLM097990;"2020. 06. 25.";'B4818';"Sikeres hívás, kérdõív kitöltve.";"Mobil telefonon egyáltalán nem lehet elérni a szervizt! Nagy nehézségek árán a vezetékes telefont felvették és ott tudott csak bejelentkezni, és hiányolna hogy az interneten keresztül miért nem lehet idõpontot foglalni!!!"
