Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ114820;"2021. 07. 26.";'A4677';"Nem szeretne nyilatkozni!";"Csak csörög  20.-a óta !!!"
NMLM108207;"2021. 07. 26.";'21050';"Nem szeretne nyilatkozni!";KOLLÉGÁNK!
NMBO090497;"2021. 07. 26.";'H2935';"Sikeres hívás, kérdõív kitöltve.";"Nagyon elégedett a B.örsi szervizzel !!"
NMLM107653;"2021. 07. 26.";'J7549';"Nem szeretne nyilatkozni!";DOLGOZÓNK!!!!!
NMBO090564;"2021. 07. 26.";'J7645';"Sikeres hívás, kérdõív kitöltve.";"Amit szeretne jelezni a magas rezsi óradíj  és az arra fordított idõ !!<br />
A kettõ nincs összhangban ezért nem töltötte ki a kérdõívet mert a szerviz bár jól teljesített de ez a megjegyzés !!"
NMLM108014;"2021. 07. 26.";'A1596';"Nem szeretne nyilatkozni!";"Csak egy diagnosztika volt !
Majd kapott egy nagyon magas javítási költséget amit nem fogadott el !!
Picit azért  csalódott !"
NMLM107436;"2021. 07. 26.";'B3897';"Nem szeretne nyilatkozni!";
NMBO090565;"2021. 07. 26.";'J9143';"Nem szeretne nyilatkozni!";"Jelenleg nyaral 2 hét múlva !!
Augusztus 9-10 !"
NMLZ114347;"2021. 07. 26.";'K0070';"Nem szeretne nyilatkozni!";"Erre nincs ideje és letette !!"
NMLZ115015;"2021. 07. 26.";'P9349';"Nem szeretne nyilatkozni!";
NMLM108070;"2021. 07. 26.";'M1521';"Sikeres hívás, kérdõív kitöltve.";"Rákérdezett, de sajnos nem volt bérautó pedig jó lett volna!!"
NMBO090579;"2021. 07. 26.";'K4147';"Sikeres hívás, kérdõív kitöltve.";"Maximálisan elégedett a szerviz munkájával !!<br />
A B-örsi szerviz nagyon magas színvonalon teljesít !!"
NMBO090668;"2021. 07. 26.";'20813';"Nem szeretne nyilatkozni!";"Ilyen szám nincs!!!!"
NMLM107157;"2021. 07. 26.";'B5942';"Nem szeretne nyilatkozni!";"Ez a szám nem elérhetõ, de szerintem  Õ a mi dolgozónk volt!!"
NMBO090676;"2021. 07. 26.";'B1493';"Nem szeretne nyilatkozni!";DOLGOZÓNK!!!
NMLM108115;"2021. 07. 26.";'A6901';"Sikeres hívás, kérdõív kitöltve.";"A csere autó szolgáltatás megszûnt, és ezt nagyon fájlalja!!! A Hyundai autót szeretne venni, nézegette az új Hyundai-okat, de az új autó értékesítõ kolléga még csak oda sem jött hozzá, hogy megkérdezze mit szeretne, miért áll az új autó mellett!!?"
