Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLZ116295;"2021. 10. 11.";'26724';"Nem szeretne nyilatkozni!";"A hölgy visszahívást kért, de a mai napon nem volt kapcsolható!"
NMBO091869;"2021. 10. 11.";'M0294';"Nem szeretne nyilatkozni!";"Az ügyfél visszahívást kért, de nem vette fel!!"
NMBO091480;"2021. 10. 11.";'K5432';"Nem szeretne nyilatkozni!";"Az ügyfél visszahívást kért, de most sem ér rá, és letette a telefont!!"
NMLM110038;"2021. 10. 11.";'Q2300';"Nem szeretne nyilatkozni!";"A hölgy visszahívott, de elmondta, hogy a férje intézte!!"
NMLZ116132;"2021. 10. 11.";'27683';"Nem szeretne nyilatkozni!";"Adblue tartályt kellett volna cserélni, de a hibajelzés megszûnt, és majd a késõbbiekben amikor ismét megy utána hívjam!!"
NMBO091964;"2021. 10. 11.";'K5483';"Sikeres hívás, kérdõív kitöltve.";"Visszatért volna, de a kollégáim nem küldték meg az ajánlatot, már három napot várt rá!!"
NMLZ116351;"2021. 10. 11.";'26806';"Sikeres hívás, kérdõív kitöltve.";"További munkákra kapott ajánlatot és még vissza fog térni!"
NMLZ116389;"2021. 10. 11.";'26806';"Sikeres hívás, kérdõív kitöltve.";"További munkákra kapott ajánlatot és még vissza fog térni!"
NMBO091983;"2021. 10. 11.";'60581';"Nem szeretne nyilatkozni!";"A hölgy elmondta, hogy valamikor bejelentkezett, de lebetegedett és nem járt a szervizben!!"
NMBO091980;"2021. 10. 11.";'K5304';"Sikeres hívás, kérdõív kitöltve.";"45 percet mondtak a várakozási idõre, de 2,5 óra lett belõle!!"
NMBO091409;"2021. 10. 11.";'K5425';"Nem szeretne nyilatkozni!";"Annyira nem volt megelégedve, hogy inkább nem értékel!!"
NMLZ116401;"2021. 10. 11.";'T2611';"Sikeres hívás, kérdõív kitöltve.";"Kicsit sokba került!<br />
"
NMBO092014;"2021. 10. 11.";'U0163';"Nem szeretne nyilatkozni!";"Nem szeretne értékelni, mert trélerrel elvitték a tatabányai szervizbe az autó az olaj elfolyt, és várja a visszahívásunkat!!"
NMLZ116465;"2021. 10. 11.";'T2619';"Sikeres hívás, kérdõív kitöltve.";"10 órára volt idõpontja, de közölték, hogy valaki lebetegedett és 5,5 óra alatt lett kész!!"
NMBO091853;"2021. 10. 11.";'K5060';"Nem szeretne nyilatkozni!";"Ez a telefonszám 10.06. óta a ""hívott szám jelenleg nem elérhetõ!"""
NMBO091556;"2021. 10. 11.";'B1777';"Nem szeretne nyilatkozni!";"Ez a telefonszám 10.06. óta csak csörgött!!"
NMLM109973;"2021. 10. 11.";'M1131';"Sikeres hívás, kérdõív kitöltve.";"Megvárta a helyszínen az autót!!"
NMLZ115842;"2021. 10. 11.";'M1430';"Nem szeretne nyilatkozni!";"Az ügyfél nem volt elégedett, írjam be mindenhova a legkisebbet! Behívták hétfõi napon, de még csütörtökön nem kezdtek hozzá!! Pénteken kezdték el csinálni és szerdán lett kész!! Az ügyfél már pedig öt autót vett nálunk!! Vissza fog még térni, mert a háts"
NMLZ116390;"2021. 10. 11.";'M1430';"Nem szeretne nyilatkozni!";"Ügyfél nem elégedett! Ugyanaz, mint az elõzõ!!"
NMLM110068;"2021. 10. 11.";'M1560';"Sikeres hívás, kérdõív kitöltve.";"Nagyon húzós volt az ár, kicsit kemény!!"
NMBO092037;"2021. 10. 11.";'K3916';"Nem szeretne nyilatkozni!";"Még nem nyilatkozik, mert várja az alkatrészt még,de nem szóltak még, hogy mikor mehet, de már nagyon várja, mert addig nem tud közlekedni!!!!"
NMLM109588;"2021. 10. 11.";'A1559';"Nem szeretne nyilatkozni!";"Ez a telefonszám 10.05. óta csak csörgött!!"
NMLG032026;"2021. 10. 11.";'T2121';"Nem szeretne nyilatkozni!";"Az ügyfél két hívás után mind a kétszer kinyomott!!"
NMBO091314;"2021. 10. 11.";'85793';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvevõvel nagyon, nagyon megvolt elégedve!!"
NMBO090800;"2021. 10. 11.";'B3665';"Sikeres hívás, kérdõív kitöltve.";"Kampány miatt kellett visszamenni!<br />
"
NMBO091378;"2021. 10. 11.";'J5888';"Nem szeretne nyilatkozni!";"Ez a telefonszám 10.04. óta csak csörög!!"
NMLG031276;"2021. 10. 11.";'B3457';"Sikeres hívás, kérdõív kitöltve.";"Kampány visszahívás  miatt fog még visszatérni!!"
NMBO091386;"2021. 10. 11.";'K2253';"Nem szeretne nyilatkozni!";"Nem elégedett, mert van egy másik X-trail(PTS-408), és három hónapja várnak az alkatrészre, és ezzel egyáltalán nincs megelégedve! Neki kell mindig érdeklõdnie, hogy hogyan áll ez a dolog, tájékoztatást nem kap csak nagy elnézést és sajnálkozást!!! A magy"
NMBO091664;"2021. 10. 11.";'K2281';"Sikeres hívás, kérdõív kitöltve.";"Nagyon lassan megy a munkafelvételnél legalább 20 perc elmegy, és már a szerelõ ott van az autóért!!!"
NMBO090436;"2021. 10. 11.";'K2433';"Sikeres hívás, kérdõív kitöltve.";"Az ügyféllel már 09.17-én beszéltem ez ügyben is!!"
NMBO090597;"2021. 10. 11.";'K2824';"Sikeres hívás, kérdõív kitöltve.";"Az ügyféllel 09.21-én beszéltem már ez ügyben!"
NMBO091992;"2021. 10. 11.";'K5487';"Sikeres hívás, kérdõív kitöltve.";"Másfél óra bérautó kölcsönzésre felszámolták egy teljes napot! Máskor jobban kicsöpögtethetnék az régi olajat! Magasabb lett a végösszeg, mint amit mondtak 60 ezer forinttal több lett!!"
NMBO092036;"2021. 10. 12.";'M0883';"Sikeres hívás, kérdõív kitöltve.";"Diagnosztika hiba miatt viszi vissza! A külsõ-belsõ takarítás elmaradt!!"
