Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLG030169;"2021. 05. 10.";'C1282';"Sikeres hívás, kérdõív kitöltve.";"Nagyon megvan elégedve az autóval, és fõleg az ottani értékesítõvel!!"
NMLG030204;"2021. 05. 10.";'C0392';"Sikeres hívás, kérdõív kitöltve.";"Decemberben is volt szervizelni,1000 km kevesebb volt az autóban, a következõ szervizig! Felhívhatták volna a figyelmét, hogy nem sokára közeleg az idõ a szervizig!!"
NMLG030215;"2021. 05. 10.";'C0650';"Sikeres hívás, kérdõív kitöltve.";"Amikor az ember leadja a kereket, akkor az õsszel van és igazán jól esne, amennyiben tisztán adnák vissza a kerekeket, vagy a tárolási díjba be lehetne építeni a kerékmosást, mert ""hiányzik az i-rõl a pont""!!!"
NMLG030162;"2021. 05. 10.";'E6568';"Sikeres hívás, kérdõív kitöltve.";"Az úrnak panasza, problémája, volt és a 2-3. kérdést nem értékelte,(én írtam be) hanem elmondta, de kérte, hogy írjam le, mert úgy is tudja, hogy felveszik a beszélgetést!!"
NMLG030229;"2021. 05. 10.";'E6597';"Sikeres hívás, kérdõív kitöltve.";"A 2. kérdésre azért 9-es mert neki nincs igazán közel ez a szerviz!!!"
NMLM105894;"2021. 05. 10.";'99929';"Nem szeretne nyilatkozni!";"Ez az ügyfél 05.07-re kért visszahívást, de két napja csak csörög!!!"
NMBO088944;"2021. 05. 10.";'J9926';"Sikeres hívás, kérdõív kitöltve.";"Jó lett volna, ha a munkafelvevõ felajánlotta volna a bérautót!!"
NMLZ113327;"2021. 05. 10.";'P5665';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvevõ remek munkát végzett!!"
NMLG030179;"2021. 05. 10.";'A9506';"Sikeres hívás, kérdõív kitöltve.";"A külsõ mosás nem úgy sikerült, ahogy azt Õ elvárta volna!!!"
NMLM106018;"2021. 05. 10.";'A6293';"Sikeres hívás, kérdõív kitöltve.";"Garanciában cseréltek neki lambda szondát! Most ugye törölték a hibát, de lehet hogy a lambda szonda ismét elromlik! Viszont az már fizetõs lenne! Itt nincs méltányosság, mert akkor már elmegy az ember a sufni mûhelybe!!!"
NMBO088979;"2021. 05. 10.";'K2709';"Sikeres hívás, kérdõív kitöltve.";"Minden úgy mûködött mint kés a vajban!!"
NMLM105985;"2021. 05. 10.";'B1627';"Sikeres hívás, kérdõív kitöltve.";"Nagyon drága a szerviz!!!"
NMBO088911;"2021. 05. 10.";'K3536';"Nem szeretne nyilatkozni!";"Sajnos most nem volt elégedett!! Valami mindig történik, ezt megelõzõleg is és most is!! Az autó nem lett meg idõre, mondták hogy adnak csereautót, aztán még sem!!!"
NMLZ113598;"2021. 05. 10.";'A8552';"Sikeres hívás, kérdõív kitöltve.";"Magasak az árak! Holnapi nap jön féktárcsa és fékbetét cserére!!"
NMLZ113599;"2021. 05. 10.";'T2231';"Nem szeretne nyilatkozni!";"Az elsõ mobilszámon más személy jelentkezik, és nincs ilyen autója. A második mobilszám külföldi és az IP telefon nem engedélyezi a hívását!!"
