Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMLG029109;"2021. 01. 11.";'C1124';"Sikeres hívás, kérdõív kitöltve.";"Most volt egy kis negatívum, ezért adott 9-es értékelést! Amikor hazaért akkor látta, hogy végig csöpögtették olajjal a karosszériát, le tudta mosni, de  erre legközelebb jobban figyeljenek oda!!"
NMBO086886;"2021. 01. 11.";'J8621';"Sikeres hívás, kérdõív kitöltve.";"Kicsit drága a szerviz!!"
NMLM102937;"2021. 01. 11.";'98335';"Sikeres hívás, kérdõív kitöltve.";"Mindig sokat kell várni, nagyon lassúak ezért adott ilyen értékelést!!"
NMLM102954;"2021. 01. 11.";'B5220';"Sikeres hívás, kérdõív kitöltve.";"Várja, hogy megérkezzen az alkatrész, és akkor megy vissza!!"
NMLZ110882;"2021. 01. 11.";'T1831';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvevõ miatt adott 2-es értékelést, amit ott tapasztalt, hogy a munkafelvevõ viselkedése nagyon felháborította!! A munka minõsége és a végeredménye a munkának azzal nagyon meg volt elégedve, minden jó amit megcsináltak!! Az biztos, hogy ebbe a szervizünkbe nem fog visszajönni, megy inkább az M3-ra!!!"
NMLM103012;"2021. 01. 11.";'B5524';"Sikeres hívás, kérdõív kitöltve.";"Amikor meghatározott idõre érkezik akkor ne kelljen sokat várni, vagy szóljanak, vagy kérjék a türelmét! Határidõ elcsúszott, de akkor tájékoztassák az ügyfelet!!"
NMLM103025;"2021. 01. 11.";'R1111';"Sikeres hívás, kérdõív kitöltve.";"Kicsit hosszú volt a várakozási idõ!!"
NMLG029107;"2021. 01. 11.";'B1230';"Sikeres hívás, kérdõív kitöltve.";"Más munka kapcsán fog visszatérni a szervizbe!!"
NMLZ110986;"2021. 01. 11.";'17446';"Sikeres hívás, kérdõív kitöltve.";"Abszolút elégedett volt!!"
NMLZ111168;"2021. 01. 11.";'T1812';"Nem szeretne nyilatkozni!";"Ennek a javításnak még nincs vége, még ki lesz cserélve még két alkatrész, de még lenne utána két alkatrész de azt nem fogja megcsináltatni!! Ezeknek a javítása utána beszéljünk!!"
NMLZ111165;"2021. 01. 11.";'T1890';"Nem szeretne nyilatkozni!";"Ezen a számon nem a megadott nevû úr jelentkezik és nincs Peugeot-ja sem(Nagy László)!!"
NMLZ111047;"2021. 01. 11.";'P9313';"Nem szeretne nyilatkozni!";"A hölgy bemutatkozás után letette rám a telefont!!"
NMLZ111197;"2021. 01. 11.";'P9313';"Nem szeretne nyilatkozni!";"A hölgy bemutatkozás után letetette a telefont!"
NMBO086734;"2021. 01. 11.";'B4969';"Nem szeretne nyilatkozni!";"Csak online fogja tudja tudni kitölteni a kérdéseket most és a jövõben is! Amennyiben lehet kérem küldjétek el neki az e-mail címére!!"
NMLZ111048;"2021. 01. 11.";'B0298';"Nem szeretne nyilatkozni!";"Ez a telefonszám 01.07. óta csak csörög!"
NMLZ110528;"2021. 01. 11.";'B0298';"Nem szeretne nyilatkozni!";"Ez a telefonszám 01.07. óta csak csörög!"
NMLZ110769;"2021. 01. 11.";'85589';"Nem szeretne nyilatkozni!";"Ezen a telefonszámon folyton csak foglalt jelzés van!!"
NMLM102886;"2021. 01. 11.";'B2567';"Nem szeretne nyilatkozni!";"Azért nem szeretne értékelni, mert sajnos túlszámlázás történ!!"
NMBO086866;"2021. 01. 11.";'K4083';"Sikeres hívás, kérdõív kitöltve.";"A javítás itt rendben volt, egy másik hiba miatt a z autó ismét visszajött (központi zár) és reméli, hogy minden rendben lesz!!"
NMBO086862;"2021. 01. 11.";'K2791';"Sikeres hívás, kérdõív kitöltve.";"Jó lenne, hogy a jövõben esetleg láthatná, hogy mit csinálnak az autójával!! Akár kamerán vagy akár, hogy mellette álljon, illetve a másik, hogy a nívó pálca nem volt teljesen betolva!!!"
NMBO086154;"2021. 01. 11.";'K1014';"Nem szeretne nyilatkozni!";"Az alkatrészt kicserélték, de a hiba nem szûnt meg!!  Ez van, de reméli, hogy ettõl az autótól hamarosan megválik"
NMBO085242;"2021. 01. 11.";'Q4948';"Nem szeretne nyilatkozni!";"Az e-mailes kérdõívet már kitöltötte!!"
NMBO086396;"2021. 01. 11.";'K3519';"Sikeres hívás, kérdõív kitöltve.";"Sajnos rossz alkatrész jött és emiatt többször kellett visszamennie, de megoldódott, most rendben van az autó!!"
NMLZ111204;"2021. 01. 11.";'S3401';"Sikeres hívás, kérdõív kitöltve.";"Felhívták az akció miatt(ott rendes volt aki felhívta), elment két ünnep között és 31-én 12 órára kapott idõpontot, de felhívták, hogy menjen 10 órára, mert 13 órakor bezár a szerviz!! 30 ezer forintból 50 ezer forint lett a javítás, mert állítólag valamit még kellett csinálni és szinte rátukmálták ezt a plusz javítást, és a kolléga egyáltalán nem volt kedves, udvarias, nem volt ügyfél barát! Még jó, hogy visszaért az autóért, ugyanis nem volt nála annyi pénz!!!"
NMLZ111263;"2021. 01. 11.";'T1906';"Sikeres hívás, kérdõív kitöltve.";"Jó lett volna, ha a szerelõ tájékoztatja, hogy mit csináltak az autóval!!"
NMLM102918;"2021. 01. 11.";'B0234';"Sikeres hívás, kérdõív kitöltve.";"Itt az állapotvizsgálaton jelezték, hogy a lengõ kart ki kell cserélni!! Elvitte egy szerelõhöz és ott azt mondták neki, hogy nem kellett volna!!"
