Munkalapszám;Dátum;"Progress kód";Állapot;Megjegyzés
NMBO083863;"2020. 08. 10.";'K4466';"Nem szeretne nyilatkozni!";"Külföldi telefonszám hívását az IP telefon nem engedélyezi!!!"
NMLZ107558;"2020. 08. 10.";'24508';"Nem szeretne nyilatkozni!";DOLGOZÓNK!!!
NMLM099055;"2020. 08. 10.";'B4971';"Sikeres hívás, kérdõív kitöltve.";"Itt tulajdonképpen autót béreltek, és most van folyamatban egy új autó vásárlása, és mindennel nagyon meg volt elégedve fõleg a munkafelvevõvel(Marx Gergõ) és aki kiadta a bérautót azzal is!!!"
NMLZ108483;"2020. 08. 10.";'S9682';"Nem szeretne nyilatkozni!";"Az ügyfélnek nem alkalmas a délelõtti idõpont csak délután 17 óra után!!"
NMBO084042;"2020. 08. 10.";'M0931';"Sikeres hívás, kérdõív kitöltve.";"Nagyon sokáig tartott ez a szervizelés, négy óra hosszáig!!"
NMLG027690;"2020. 08. 10.";'E6220';"Sikeres hívás, kérdõív kitöltve.";"Kért egy teljes kivizsgálást, és lényegében nem kapott semmit,csak annyit, hogy a turbo rossz!! Nagyon magas, hatalmas volt az árajánlat!"
NMLG027701;"2020. 08. 10.";'E5562';"Sikeres hívás, kérdõív kitöltve.";"A megbeszélt idõponthoz képest félórát csúszott a munka elkezdése, ehhez képest a félórás munkát 11 órakor fejezték be!! Udvariasak voltak, elnézést kértek de azért két óra az két óra pláne a szabadságából!!!<br />
"
NMLG027692;"2020. 08. 10.";'E5808';"Sikeres hívás, kérdõív kitöltve.";"Szeretném jelezni és az ügyfél is jelezte, hogy nem 15 ezres, hanem 150 ezres idõszaki szerviz volt!!!!"
NMLM099237;"2020. 08. 10.";'98335';"Nem szeretne nyilatkozni!";"Sokszor mondott már véleményt, de úgy sem változott semmi!! A jövõben ne is hívjuk, és nem tölt ki semmilyen kérdõívet sem!!"
NMLM099233;"2020. 08. 10.";'R0756';"Sikeres hívás, kérdõív kitöltve.";"Sokba került!!!"
NMLZ108252;"2020. 08. 10.";'S4528';"Sikeres hívás, kérdõív kitöltve.";"Azóta azonban az autót még nem használta!!!"
NMLZ108442;"2020. 08. 10.";'08693';"Nem szeretne nyilatkozni!";"Várja a telefonhívást, hogy mikor lesz alkatrész!! Egész délelõtt hívta a városi számot, de senki nem veszi fel!!! Ilyet sajnos még itt nem tapasztalt!!!!"
NMLZ108363;"2020. 08. 10.";'Q8724';"Nem szeretne nyilatkozni!";"Ez a telefonszám 08.06. óta csak csörög!!"
NMBO083276;"2020. 08. 10.";'J7856';"Sikeres hívás, kérdõív kitöltve.";"Szeretné szóvá tenni, hogy a rendszámtartó keretet kicserélték Gablinira! Kicsit furcsállja, hogy az autón olyan dolgot cserélünk, amirõl nem tájékoztatják!!"
NMLZ107531;"2020. 08. 10.";'J7701';"Nem szeretne nyilatkozni!";"Az emailben kapott kérdéseket már kitöltötte!!"
NMLZ108092;"2020. 08. 10.";'J7701';"Nem szeretne nyilatkozni!";"Az emailben kapott kérdéseket már kitöltötte!!"
NMLM099179;"2020. 08. 10.";'27818';"Sikeres hívás, kérdõív kitöltve.";"Nagyon hosszú volt a határidõ!! A szervizes kolléga megkérdezhette volna, hogy feltöltsék-e az adblue-tartályt!!"
NMBO084030;"2020. 08. 10.";'J5168';"Sikeres hívás, kérdõív kitöltve.";"A munkafelvevõ - mivel új kolléga - igen furcsán viselkedett, mint aki karót nyelt!!!"
NMBO084021;"2020. 08. 10.";'K1374';"Nem szeretne nyilatkozni!";
NMLM098895;"2020. 08. 11.";'B4952';"Nem szeretne nyilatkozni!";"Az ügyfél visszahívott és elmondta, hogy csak felmérés történt, hogy milyen alkatrészek kellenek, és ha megjött és szólnak akkor megy vissza ismét!!"
NMLZ108459;"2020. 08. 11.";'S9679';"Sikeres hívás, kérdõív kitöltve.";"Sajnos nem kapott teljes körû tájékoztatást az állapot vizsgálat kapcsán, pl.: akkumulátor állapota, klíma vizsgálat, egyéb!!!"
NMLZ108503;"2020. 08. 11.";'S9383';"Sikeres hívás, kérdõív kitöltve.";"Szeretné elmondani, hogy a Láda úr munkája az tökéletes! Pozitív változásokat tapasztalt itt a legutóbbi szerviz látogatása kapcsán!!!"
NMBO084043;"2020. 08. 11.";'S0358';"Sikeres hívás, kérdõív kitöltve.";"Nagyon nem elégedett és azt kéri, hogy ne a szervizvezetõ, hanem a felettese hívja fel!! Fontos!!!"
NMLM099319;"2020. 08. 12.";'R0648';"Sikeres hívás, kérdõív kitöltve.";"Kicsit borsosak az árak!! Ezzel az autóval megvannak elégedve!"
NMLM098121;"2020. 08. 12.";'59055';"Sikeres hívás, kérdõív kitöltve.";"Alkatrész miatt kell visszatérnie!!"
NMLG027697;"2020. 08. 12.";'E6221';"Sikeres hívás, kérdõív kitöltve.";"Itt az úr vezetékneve helyesen: HOMOKI és nem Homiki!!!"
NMBO084018;"2020. 08. 12.";'K4490';"Nem szeretne nyilatkozni!";"Annyit mondana, hogy nem volt semmi különös, rendben volt minden! Értékelni nem tudja hisz nem tudja mit csináltak!!!"
NMBO083707;"2020. 08. 12.";'65996';"Nem szeretne nyilatkozni!";"Egy úrral már beszélt egy hete, értékelt!!!"
NMBO083931;"2020. 08. 12.";'K2137';"Nem szeretne nyilatkozni!";"A hölgy jelenleg szabadságon van, most nem ér rá!!"
NMLG027718;"2020. 08. 12.";'C0598';"Sikeres hívás, kérdõív kitöltve.";"Az e-mailes kérdõívet is kitöltötte!  A számla nagyon magas volt, amire számított annak a duplája, autónként volt 80 ezer, mert két autóval járnak hozzánk!! A 3. kérdésre azért adott 1-es értékelést, mert nincs KIA-s ismerõsük!!"
NMLM098309;"2020. 08. 13.";'R0750';"Nem szeretne nyilatkozni!";"Ez a telefonszám 08.11.óta csak csörög, vagy hangposta, így elérhetetlen!!"
NMLM099267;"2020. 08. 13.";'26909';"Nem szeretne nyilatkozni!";"Ez a telefonszám 08.11.óta csak csörög, vagy hangposta, így elérhetetlen!!"
NMLZ108228;"2020. 08. 13.";'R0750';"Nem szeretne nyilatkozni!";"Ez a telefonszám 08.11.óta csak csörög, vagy hangposta, így elérhetetlen!!"
NMLG027726;"2020. 08. 13.";'E5399';"Sikeres hívás, kérdõív kitöltve.";"Amennyiben így marad minden akkor valószínû, hogy a Pappas Autó helyett ide fog járni!!!"
NMLM099303;"2020. 08. 13.";'B2168';"Sikeres hívás, kérdõív kitöltve.";"A 2. kérdésnél a m.felvevõ: 5-ös!!"
NMLG027708;"2020. 08. 13.";'C1042';"Sikeres hívás, kérdõív kitöltve.";"Miért kellett külön kérni, hogy a Gps-t frissítsék!! Elég hosszú ideig voltak sajnos a szervizben!! Õ már járt a váci szervizben is, de inkább hozzánk jár, és már két embernek ajánlotta ezt a szervizt, és már két autót is vettek nálunk az ismerõsei!! Jól esett volna, ha ezt jeleznék neki, és esetleg valamilyen a KIA-val kapcsolatos ajándékkal ezt meglehetne támogatni, erõsíteni!"
NMLM099292;"2020. 08. 13.";'86522';"Sikeres hívás, kérdõív kitöltve.";"A beléptetõ rendszer az kritikán aluli(ilyenekkel foglalkozik)ezt dobják ki!! Ezek a sajtcetlik ez vicc, nevetséges!!!"
NMLZ108536;"2020. 08. 13.";'J2646';"Nem szeretne nyilatkozni!";"Ez a munka már tavaly júliusban egy éve volt! Ez csak jóváíró számla!!"
NMLZ108528;"2020. 08. 13.";'Q7197';"Sikeres hívás, kérdõív kitöltve.";"A határidõben volt csúszás, amit mondtak két órát annak pont a  duplája lett!!"
NMLM099064;"2020. 08. 13.";'B1397';"Nem szeretne nyilatkozni!";"A javítás még folyamatban van, utána beszéljónk!"
NMLM099295;"2020. 08. 13.";'B2762';"Sikeres hívás, kérdõív kitöltve.";"Nagyon magasak az árak!"
NMLZ108491;"2020. 08. 13.";'P4660';"Sikeres hívás, kérdõív kitöltve.";"Nem telefonáltak amikor az autó elkészült!!!"
NMLZ108505;"2020. 08. 13.";'A6537';"Nem szeretne nyilatkozni!";"TILOS HÍVNI!!!!"
NMBO082121;"2020. 08. 13.";'K3770';"Sikeres hívás, kérdõív kitöltve.";"Szeretné jelezni, hogy van egy folyamatosan visszatérõ hiba és várja, hogy a Király úr visszajöjjön a szabiról és utána meglátja!!!"
